"","agent","mean.sw","sd.sw","median.sw","lci.sw","mlci.sw","clci.sw","cuci.sw","muci.sw","uci.sw","path_pp.sw","sst_pp_sw","mean.fw","sd.fw","median.fw","lci.fw","mlci.fw","clci.fw","cuci.fw","muci.fw","uci.fw","path_pp.fw","lwr.sw","midlwr.sw","mid.sw","midupp.sw","upp.sw","SW_prev","prop0.sw","lwr.fw","midlwr.fw","mid.fw","midupp.fw","upp.fw","FW_prev","prop0.fw","plot.agent"
"1","arena2",-0.0203067683042319,0.0239234989972273,-0.0163152922866089,-0.0789826984993643,-0.0298188930791039,-0.0210313685755453,-0.0127824191613139,-0.00751023910743659,0.0184946918664099,"0.893633333333333","0.9454",-0.0178752905401873,0.0116342256561587,-0.0168553364603504,-0.0427859550097639,-0.0254303896807168,-0.0199236490959129,-0.0138860677791493,-0.00917340606900279,0.000415821633458158,"0.970466666666667",-0.837431394141746,-0.375693947649524,-0.138827588799224,0.0886199172976611,0.533170770912101,41,0.6675,-0.680482537106158,-0.0520434781820686,0.156695609194762,0.367607462984607,0.946997383151298,12,0.314,"SPAV-2"
"2","c_b_cys",0.0208001865552443,0.0137372475616148,0.0201797310627459,-0.00355491224298742,0.011686670895064,0.0169453918149787,0.0234575524648628,0.0287679697281352,0.0498221553973759,"0.0437333333333333","0.993633333333333",-0.00547514155109292,0.00716665482904423,-0.00406662928853771,-0.022487545613914,-0.00929279669845954,-0.00583683241486181,-0.00259398373931375,-0.000814741635539716,0.00691446709757217,"0.836566666666667",-0.491672741435462,-0.167154683201221,-0.00827886483214386,0.154400125841718,0.511399152089891,89,0.51,-0.442561198117833,-0.0277877299972331,0.177832256584253,0.376949899087223,0.831111496902451,88,0.2815,"Ca. B. cysticola"
"3","ce_sha",0.00136037297061069,0.0211904157909289,0.00173659449999671,-0.0385685834086434,-0.00717501718341379,-0.00115256256683958,0.00484421358021256,0.0109351120242108,0.0378063266078787,"0.437866666666667","0.998833333333333",0.0321547536252622,0.0234008841401525,0.0309455091408382,-0.0056534101295068,0.0136815166245855,0.0241491321043694,0.0377009248059706,0.0482651085321214,0.0804612828449556,"0.0665666666666667",-0.445674874117705,-0.120418270236256,0.0361975940868957,0.195937824256256,0.572525511389173,6,0.441,-0.587262375426929,-0.0362337877349495,0.199488232124471,0.500105712240492,1.44701759689303,3,0.289,"C. shasta"
"4","Circo.virus",0.0148474240146496,1.16837148730272,0.02338694799194,-2.57330299008911,-0.498167410237273,-0.105102985097536,0.153062693799787,0.530089465739839,2.56647062985327,"0.474033333333333","0.9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05680741639445,-0.523299579330969,-0.29503919909214,-0.0473814063380745,0.697572995501899,1,0.7825,NA,NA,NA,NA,NA,2,NA,"Circovirus"
"5","de_sal",0.0104078070395415,0.179821222426788,0.00907479855170243,-0.311922158677866,-0.0194420316363554,0.000150414382834792,0.019512179534764,0.0418815468094112,0.332540460302095,"0.3987","0.993533333333333",2.36944259742019e-05,0.0160324837383179,-0.00143978795674224,-0.0299907999352123,-0.00808928059195461,-0.0034000866834264,-0.000165771362603374,0.00610089618603942,0.0397760695737414,"0.620466666666667",-0.31171861639904,0.067202878263036,0.253033453244738,0.427614320332056,0.884854997186777,1,0.1765,-0.758884059879342,-0.322106904917328,-0.125659471709163,0.0777467230285578,0.585332298355946,1,0.668,"D. salmonis"
"6","fl_psy",-0.00569020517445988,0.0548429053246337,-0.00175916334644096,-0.116497637873551,-0.0221131075327752,-0.00913032934904026,0.00407479684027966,0.0150954961713831,0.0834613007446715,"0.5302","0.9983",-0.00355389512436314,0.00724964573531149,-0.00282818142545865,-0.0195330845744659,-0.00723542900376922,-0.00421812829964946,-0.00165418538810667,-0.000210839794670998,0.0120846763161715,"0.7797",-0.514344489526611,-0.143519820437543,0.0146415241013639,0.184050346206155,0.613175673126028,2,0.471,-0.6423115940288,-0.244631784043313,-0.0522634670945746,0.160730109864959,0.670909933391341,10,0.573,"F. psychrophilum"
"7","ic_hof",-0.00241399015624332,0.0253764984476464,-0.00593001010138631,-0.0424112171092348,-0.0160850545761836,-0.00976607634512521,-0.00180862523052023,0.00730813759924325,0.0580851531612371,"0.637766666666667","0.9979",-0.0360379716448357,0.0229112336219464,-0.0345756694203972,-0.0839748786573438,-0.0516634225310763,-0.0408405009361537,-0.0284727033949578,-0.0185596677809142,0.000892317373723679,"0.969333333333333",-0.630476094889331,-0.260543115202787,-0.075037438708863,0.100194439608303,0.481078010570463,10,0.613,-0.119854167500157,0.255954598118554,0.443152147701834,0.639688976322367,1.20538291060029,2,0.062,"I. hoferi"
"8","ic_mul",-0.0108608514993062,0.0340917275366717,-0.00967949029420468,-0.0834687197048414,-0.0276058499378627,-0.0158191477851896,-0.0037928123389809,0.00707696075620379,0.0550907086107746,"0.656633333333333","0.998166666666667",0.0103077071244631,0.00642774223089034,0.010138393065122,-0.000830167765661874,0.00560258458886467,0.00845960039080852,0.0117947807656534,0.0146420605544485,0.0232871733583507,"0.0432666666666667",-0.428441828984767,-0.143821929524578,0.000497427036065767,0.142254737206771,0.428996302845735,5,0.496,-0.77303945793322,-0.42167258611751,-0.236757231990902,-0.0431785464473144,0.412931410966865,38,0.7835,"I. multifiliis"
"9","IcD",-0.00464808575916617,0.0145970879853909,-0.00328955619735576,-0.0344386950902647,-0.0122916285466766,-0.0063806009323524,-0.000738853900287649,0.00326893869835329,0.0218339977644433,"0.628833333333333","0.992866666666667",-0.0187943338073129,0.0115923516933387,-0.0177422159128832,-0.0438143384990882,-0.0263576515714707,-0.0209745161310733,-0.0147344152960165,-0.00996034480580523,-0.000477319943987931,"0.9839",-0.486950419850241,0.0351992362099781,0.218489099201944,0.380530487693981,0.728855313065288,80,0.237,-0.119563888687961,0.307990947595816,0.466188480177772,0.617544048413896,1.04384290336471,56,0.0515,"Ichthyobodo sp."
"10","ku_thy",-0.0210776667150835,0.0878073435634881,-0.0184379190954236,-0.167346154687725,-0.0479571053927167,-0.0285636479228278,-0.0086718330877707,0.00741121443783265,0.113617723480226,"0.687133333333333","0.998566666666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.518531551551907,-0.230567331622197,-0.077012232328979,0.0786100176762263,0.45739692619992,1,0.6225,NA,NA,NA,NA,NA,0,NA,"K. thyrsites"
"11","lo_sal",0.0568114717013562,0.0198328676752294,0.0567010372160589,0.018951998018436,0.0446833539623517,0.05231082956275,0.0612857428173845,0.0685667130812928,0.0961712876272614,"0.0053","0.999633333333333",0.0301410351712792,0.0231816099065562,0.0274981173482375,-0.00490654273534059,0.0120743127665671,0.0212724563326626,0.0340065847535935,0.0454055372169936,0.0807071347374041,"0.06",-0.393051727995565,-0.0536014017946076,0.136066807495229,0.345791625902318,0.75750161842176,7,0.327,-0.586584464645887,-0.0693410175109917,0.152858042436472,0.387161516589101,1.08281806584749,1,0.315,"L. salmonae"
"12","my_arc",0.0103574529544523,0.00921743662934548,0.00900096936086162,-0.00378117935815768,0.00451105304027593,0.00718933296929557,0.0109290491161777,0.0147636695910852,0.0322505107813445,"0.0606","0.9979",-0.00942124262097794,0.0062907253973834,-0.00868560388021787,-0.023338233237477,-0.013435738021361,-0.0104127809919127,-0.00706328929807904,-0.00454866756676935,-5.46539834296665e-05,"0.978333333333333",-0.671401137283567,-0.249177850464425,-0.060630931444918,0.11511145681129,0.518078909169601,65,0.6055,-0.319641266177912,0.0609216419026863,0.248905873451159,0.447079101210693,0.911332423906446,59,0.179,"M. arcticus"
"13","nu_sal",0.131384545231557,0.547312574747508,0.115476331621918,-1.06112399152411,-0.0713747905260327,0.0511135174401631,0.18029854533902,0.320922137627019,1.40032933736697,"0.3246","0.999766666666667",0.705216508508053,0.512438942813786,0.609332939871787,-0.0290359144826993,0.323613681308856,0.48341590432178,0.748643219488315,1.00555895607173,1.91421188910458,"0.0313666666666667",-0.700023109466254,-0.267496257835323,-0.0989273149617164,0.0795748894067551,0.559002620450429,1,0.65,NA,NA,NA,NA,NA,0,NA,"N. salmonis"
"14","pa_kab",0.012782549720717,0.0145004863233977,0.0106124312611414,-0.00921695345020959,0.00386931228365517,0.00778979825223717,0.0135685063374117,0.0192966551625171,0.0476669918104663,"0.1165","0.998833333333333",-0.00986008082743639,0.0206325071395582,-0.00791370466112935,-0.0540727732648652,-0.0208882576839547,-0.0123088436545164,-0.00437691475958757,-0.000254922926046261,0.0348726331820714,"0.761833333333333",-0.260486938245633,0.170137339949881,0.400839925585458,0.659900318697034,1.17489669275503,23,0.1245,NA,NA,NA,NA,NA,1,NA,"P. kabatai"
"15","pa_min",0.00264835920369512,0.00594570358739705,0.00221421459522146,-0.0103426593136356,0.000468760791857894,0.00145482225713572,0.00300682757669395,0.00485746856393866,0.0150958676600492,"0.184866666666667","0.9979",-0.00556542764855303,0.0067682437826179,-0.00463684546645408,-0.0208355456578827,-0.00911779358546965,-0.00616089610702625,-0.00325496081638448,-0.00141597437155622,0.00740476734709258,"0.873166666666667",-0.298577199928679,0.104455887338784,0.293550992058849,0.485135496531315,0.849167269682488,56,0.14,-0.401833475689501,0.0128688437673903,0.211472762249318,0.429442593417365,1.05729940711811,10,0.241,"P. minibicornis"
"16","pa_pse",0.00747840610374641,0.01693612594642,0.00744963809762998,-0.0290657533912958,-0.000318101313413368,0.00455775086109894,0.0106443636709394,0.0165015037228687,0.0391759957114242,"0.258566666666667","0.9972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.463031155605043,-0.0795497164517991,0.102711407119815,0.286743807538795,0.649051664511367,12,0.3695,-0.54966094219583,-0.0811013519678232,0.146133359107695,0.398576259694047,1.15172341589866,1,0.347,"P. pseudobranchicola"
"17","pa_ther",0.00905415405588805,0.0129457448191674,0.00733316914456715,-0.0123920546359498,0.00104267255036789,0.00480818660997293,0.0100771593753446,0.0155184513454182,0.039220666317012,"0.209","0.998633333333333",0.0169048423796031,0.0171751434301316,0.0142996236608345,-0.0120972668961515,0.0049881398195439,0.0104858489662504,0.0187270375836679,0.0267597162733901,0.0563667418647017,"0.105733333333333",-0.412860472897833,-0.0477310710704356,0.125467931434947,0.312982569224593,0.687863708963956,75,0.303,-0.659816148423966,-0.168792350571867,0.040915912213892,0.27997153962392,0.889891655906449,1,0.4435,"P. theridion"
"18","prv",-0.0224436530527928,0.261333612058903,-0.0134533083432946,-0.52355198282321,-0.0684981612700092,-0.0329794332909431,0.00480591505276646,0.0360183129937714,0.408235559867223,"0.574833333333333","0.997033333333333",0.170321075695366,0.219606590233247,0.144539616826518,-0.22704068579068,0.0326397400921275,0.0988836585050033,0.194072193759172,0.292219026456798,0.669517107969789,"0.1895",-0.609399098128345,-0.0962324384063882,0.129035819971233,0.37353448427282,1.65182614599252,1,0.3615,NA,NA,NA,NA,NA,0,NA,"PRV"
"19","pspv",-0.00714425706232552,0.0162222709578882,-0.00479823149074687,-0.0444194381835848,-0.0147047404012234,-0.00797298458900032,-0.00221490074612186,0.00180267581870818,0.0205103991374609,"0.689033333333333","0.998933333333333",-0.00740417070291403,0.00530034411351004,-0.00626072794332599,-0.0204022543661367,-0.0102892304956795,-0.00765365234104264,-0.00502764885283304,-0.0033518684914352,-0.000638598718410732,"0.9962",-0.301784337634524,0.0143663573535066,0.165265116106102,0.323982224219539,0.668491650576227,53,0.228,-0.724871712722947,-0.269715969876482,-0.0681757091007005,0.132160723369542,0.556467742819389,51,0.59,"PSPV"
