"","V1","V2","V3"
"b[prev_std Stock:Stellako]","0.999932652691986","ic_hof","Rhat"
"b[(Intercept) Stock:Weaver]","0.999819690623239","ic_hof","Rhat"
"b[prev_std Stock:Weaver]","0.999545815262871","ic_hof","Rhat"
"b[(Intercept) Year:2008]","1.00003394698954","ic_hof","Rhat"
"b[(Intercept) Year:2009]","0.999711042650695","ic_hof","Rhat"
"b[(Intercept) Year:2010]","0.99959628015049","ic_hof","Rhat"
"b[(Intercept) Year:2011]","1.0003562989787","ic_hof","Rhat"
"b[(Intercept) Year:2012]","1.00021889492882","ic_hof","Rhat"
"b[(Intercept) Year:2013]","0.999306759718374","ic_hof","Rhat"
"b[(Intercept) Year:2014]","0.999639985220256","ic_hof","Rhat"
"b[(Intercept) Year:2015]","1.00029354097065","ic_hof","Rhat"
"b[(Intercept) Year:2016]","0.999983048612782","ic_hof","Rhat"
"b[(Intercept) Year:2017]","1.00032825640689","ic_hof","Rhat"
"b[(Intercept) Year:2018]","1.00126430439554","ic_hof","Rhat"
"sigma","1.00050606425757","ic_hof","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00062588778693","ic_hof","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","0.99967536330879","ic_hof","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00063773423682","ic_hof","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00082956420666","ic_hof","Rhat"
"mean_PPD","1.00055023181756","ic_hof","Rhat"
"log-posterior","1.00217436020005","ic_hof","Rhat"
"prev_std","1.00103655316504","ic_mul","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999688105923535","ic_mul","Rhat"
"b[prev_std Stock:Birkenhead]","0.999906202358042","ic_mul","Rhat"
"b[(Intercept) Stock:Bowron]","1.00008012472584","ic_mul","Rhat"
"b[prev_std Stock:Bowron]","1.00081602191162","ic_mul","Rhat"
"b[(Intercept) Stock:Chilko]","0.999868144465881","ic_mul","Rhat"
"b[prev_std Stock:Chilko]","1.00005441730128","ic_mul","Rhat"
"b[(Intercept) Stock:E.Stuart]","1.00026156902101","ic_mul","Rhat"
"b[prev_std Stock:E.Stuart]","1.00252327448283","ic_mul","Rhat"
"b[(Intercept) Stock:Gates]","1.00079248713336","ic_mul","Rhat"
"b[prev_std Stock:Gates]","0.99981162813404","ic_mul","Rhat"
"b[(Intercept) Stock:Harrison]","1.00012104749324","ic_mul","Rhat"
"b[prev_std Stock:Harrison]","1.00030620814258","ic_mul","Rhat"
"b[(Intercept) Stock:L.Shuswap]","1.00046489221627","ic_mul","Rhat"
"b[prev_std Stock:L.Shuswap]","1.00246068303428","ic_mul","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999576486868494","ic_mul","Rhat"
"b[prev_std Stock:L.Stuart]","0.999926607133032","ic_mul","Rhat"
"b[(Intercept) Stock:Nadina]","0.999844429604642","ic_mul","Rhat"
"b[prev_std Stock:Nadina]","0.99994512173831","ic_mul","Rhat"
"b[(Intercept) Stock:Pitt]","1.00072030489971","ic_mul","Rhat"
"b[prev_std Stock:Pitt]","0.999628258523274","ic_mul","Rhat"
"b[(Intercept) Stock:Quesnel]","0.999388387539719","ic_mul","Rhat"
"b[prev_std Stock:Quesnel]","1.00043903971327","ic_mul","Rhat"
