"","stock_name","brood_year","survival_index","value"
"1076","Stellako",2006,"SR_resid",0.331652068190468
"1077","Stellako",2007,"SR_resid",-0.0253854519069873
"1078","Stellako",2008,"SR_resid",-0.768862538994953
"1079","Stellako",2009,"SR_resid",0.25601804142908
"1080","Stellako",2010,"SR_resid",1.11408263481721
"1081","Stellako",2011,"SR_resid",-1.30105651976968
"1082","Stellako",2012,"SR_resid",-2.48452855698446
"1083","Stellako",2013,"SR_resid",-1.13849515626389
"1084","Stellako",2014,"SR_resid",-0.128533726924875
"1085","Stellako",2015,"SR_resid",-1.61940017005146
"1142","Weaver",2006,"SR_resid",1.73675213396445
"1143","Weaver",2007,"SR_resid",0.613040817296732
"1144","Weaver",2008,"SR_resid",2.16892380175272
"1145","Weaver",2009,"SR_resid",0.826776798474861
"1146","Weaver",2010,"SR_resid",-0.391621623914915
"1147","Weaver",2011,"SR_resid",-3.59450325028863
"1148","Weaver",2012,"SR_resid",-0.608322520014298
"1149","Weaver",2013,"SR_resid",0.269227634505614
"1150","Weaver",2014,"SR_resid",0.16664492183251
"1151","Weaver",2015,"SR_resid",-0.697171152009858
"1207","Birkenhead",2006,"SR_cov_resid",NA
"1208","Birkenhead",2007,"SR_cov_resid",NA
"1209","Birkenhead",2008,"SR_cov_resid",NA
"1210","Birkenhead",2009,"SR_cov_resid",NA
"1211","Birkenhead",2010,"SR_cov_resid",NA
"1212","Birkenhead",2011,"SR_cov_resid",NA
"1213","Birkenhead",2012,"SR_cov_resid",NA
"1214","Birkenhead",2013,"SR_cov_resid",NA
"1215","Birkenhead",2014,"SR_cov_resid",NA
"1216","Birkenhead",2015,"SR_cov_resid",NA
"1273","Bowron",2006,"SR_cov_resid",NA
"1274","Bowron",2007,"SR_cov_resid",NA
"1275","Bowron",2008,"SR_cov_resid",NA
"1276","Bowron",2009,"SR_cov_resid",NA
"1277","Bowron",2010,"SR_cov_resid",NA
"1278","Bowron",2011,"SR_cov_resid",NA
"1279","Bowron",2012,"SR_cov_resid",NA
"1280","Bowron",2013,"SR_cov_resid",NA
"1281","Bowron",2014,"SR_cov_resid",NA
"1282","Bowron",2015,"SR_cov_resid",NA
"1339","Chilko",2006,"SR_cov_resid",NA
"1340","Chilko",2007,"SR_cov_resid",NA
"1341","Chilko",2008,"SR_cov_resid",NA
"1342","Chilko",2009,"SR_cov_resid",NA
"1343","Chilko",2010,"SR_cov_resid",NA
"1344","Chilko",2011,"SR_cov_resid",NA
"1345","Chilko",2012,"SR_cov_resid",NA
"1346","Chilko",2013,"SR_cov_resid",NA
"1347","Chilko",2014,"SR_cov_resid",NA
"1348","Chilko",2015,"SR_cov_resid",NA
"1405","E.Stuart",2006,"SR_cov_resid",NA
"1406","E.Stuart",2007,"SR_cov_resid",NA
"1407","E.Stuart",2008,"SR_cov_resid",NA
"1408","E.Stuart",2009,"SR_cov_resid",NA
"1409","E.Stuart",2010,"SR_cov_resid",NA
"1410","E.Stuart",2011,"SR_cov_resid",NA
"1411","E.Stuart",2012,"SR_cov_resid",NA
"1412","E.Stuart",2013,"SR_cov_resid",NA
"1413","E.Stuart",2014,"SR_cov_resid",NA
"1414","E.Stuart",2015,"SR_cov_resid",NA
"1458","Fennell",2006,"SR_cov_resid",NA
"1459","Fennell",2007,"SR_cov_resid",NA
