"","2.5","25","50","75","97.5","agent"
"prev_std","-0.307069659323634","-0.117239411352396","-0.0176618750155051","0.0897767009522632","0.281215551186694","arena2"
"b.prev_std.Stock.Birkenhead.","-0.385652859436856","-0.110963033152584","0.0127174865238584","0.155881513760667","0.459047652746993","arena2"
"b.prev_std.Stock.Bowron.","-0.454737581910512","-0.154844092702094","-0.0182277880259362","0.115448728337694","0.431280101150898","arena2"
"b.prev_std.Stock.Chilko.","-0.47305628667675","-0.170810959538097","-0.0429117889179515","0.0834757554157908","0.344557470890114","arena2"
"b.prev_std.Stock.E.Stuart.","-0.324431600549762","-0.0909927703758227","0.0265004929521292","0.153022201774454","0.400390532414457","arena2"
"b.prev_std.Stock.Gates.","-0.555729222776113","-0.200284018973777","-0.0625548911548726","0.0741229818454265","0.394497596787195","arena2"
"b.prev_std.Stock.Harrison.","-0.529128468594627","-0.173241948374549","-0.0423185242768523","0.0870481832313799","0.34467291193628","arena2"
"b.prev_std.Stock.L.Shuswap.","-0.408437204093989","-0.150473387265872","-0.025091241078377","0.0947701964150252","0.320635173069883","arena2"
"b.prev_std.Stock.L.Stuart.","-0.33525344166218","-0.108965836766434","0.00832352828225288","0.127807403564901","0.386251394076712","arena2"
"b.prev_std.Stock.Nadina.","-0.405501331943655","-0.125311385569793","-0.00385627984980599","0.13122791429328","0.400234180128581","arena2"
"b.prev_std.Stock.Pitt.","-0.422427359057768","-0.154925918362964","-0.0289852180929648","0.0954386874200587","0.334992137089255","arena2"
"b.prev_std.Stock.Portage.","-0.375268745659891","-0.115030585940986","0.0176503663211425","0.152434951580161","0.445411046072171","arena2"
"b.prev_std.Stock.Quesnel.","-0.397114183969165","-0.117505158087262","0.0156416356864358","0.142909958129094","0.422757449351064","arena2"
"b.prev_std.Stock.Raft.","-0.426542111076162","-0.153741556063481","-0.017569494548086","0.104311938594758","0.339837393100476","arena2"
"b.prev_std.Stock.Scotch.","-0.297684862908991","-0.0870626289565846","0.0329881994827564","0.164384124614466","0.468385281211765","arena2"
"b.prev_std.Stock.Seymour.","-0.310733306662687","-0.108691322332469","-0.00422294722399383","0.10904319682099","0.319747778697142","arena2"
"b.prev_std.Stock.Stellako.","-0.469763950137039","-0.13770997112307","-0.00749020533706345","0.120855942917106","0.397007024927873","arena2"
"b.prev_std.Stock.Weaver.","-0.580931977235244","-0.198453048428407","-0.0563202028404459","0.0735949848725443","0.374666116038584","arena2"
"prev_std","-0.431402359062209","-0.292547433554463","-0.217033986753369","-0.139804789360043","0.00481283573209294","c_b_cys"
"b.prev_std.Stock.Birkenhead.","-0.48300618074783","-0.273830948790131","-0.167482734746841","-0.0429084832836027","0.232885141747889","c_b_cys"
"b.prev_std.Stock.Bowron.","-0.576227235732989","-0.31004931195131","-0.195640274769557","-0.0713418801999246","0.333141758033828","c_b_cys"
"b.prev_std.Stock.Chilko.","-0.560983044853981","-0.302691834859395","-0.199122962768868","-0.0797984646270583","0.321658739346575","c_b_cys"
"b.prev_std.Stock.E.Stuart.","-0.676741699727929","-0.35870530779871","-0.251709917305284","-0.144773892069264","0.0974630097404753","c_b_cys"
"b.prev_std.Stock.Gates.","-0.793896632322869","-0.493643376605945","-0.356359759042021","-0.241786818081745","-0.0557871562682604","c_b_cys"
"b.prev_std.Stock.Harrison.","-0.507690897375638","-0.328029911861392","-0.243978222478211","-0.160590820311588","0.0121434042660107","c_b_cys"
"b.prev_std.Stock.L.Shuswap.","-0.607041256970818","-0.317506936878048","-0.20892722792567","-0.090425921426757","0.355978564299503","c_b_cys"
"b.prev_std.Stock.L.Stuart.","-0.5428303577005","-0.289389934446906","-0.174531478531019","-0.0385279939521763","0.378559782645906","c_b_cys"
"b.prev_std.Stock.Nadina.","-0.537969420081907","-0.294437801899205","-0.190998983792354","-0.0598829757565696","0.306066847214586","c_b_cys"
"b.prev_std.Stock.Pitt.","-0.442437140969904","-0.277300716071763","-0.186645632325607","-0.0879984582909564","0.166023090973878","c_b_cys"
"b.prev_std.Stock.Portage.","-0.727206124650649","-0.341529508403291","-0.227939668538816","-0.103198563116108","0.235236655821051","c_b_cys"
"b.prev_std.Stock.Quesnel.","-0.473905062804722","-0.256061094711327","-0.128888140407269","0.0458351127358369","0.548478492782117","c_b_cys"
"b.prev_std.Stock.Raft.","-0.469010912991186","-0.277870030004438","-0.184983207048503","-0.0804089065415234","0.159900581984628","c_b_cys"
