"","X","Stock_Analysis","Year","orderID","brood_year","metric","resid_value","N","posdet","prev","mean_load","prevload","agent","prev_std","load_std"
"181",185,"E.Stuart",2012,1377,2010,"SR_cov_resid",-1.08380699220204,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"182",186,"Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"183",187,"Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"184",188,"Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,2,0.0833333333333333,26797.893662785,2233.15780523208,"de_sal",1.46178103840685,2.46446961021224
"185",190,"L.Shuswap",2008,1609,2006,"SR_cov_resid",0.0352282062004946,10,1,0.1,1.68521078,0.168521078,"de_sal",1.83129285423802,-0.611258564669992
"186",191,"L.Shuswap",2011,1612,2009,"SR_cov_resid",0.402581932474835,49,1,0.0204081632653061,1.678692881,0.0342590383877551,"de_sal",0.0666854072075338,-0.61125931280888
"187",192,"L.Shuswap",2012,1613,2010,"SR_cov_resid",0.151575729188111,160,5,0.03125,14941.9536335726,466.936051049144,"de_sal",0.307056613934444,1.10361854604483
"188",193,"L.Shuswap",2013,1614,2011,"SR_cov_resid",-2.36261739558641,25,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"189",194,"L.Shuswap",2015,1616,2013,"SR_cov_resid",-1.3548508906092,13,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"190",195,"L.Stuart",2011,1679,2009,"SR_cov_resid",0.191652182985228,6,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"191",196,"L.Stuart",2012,1680,2010,"SR_cov_resid",-0.319192535759027,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"192",197,"L.Stuart",2015,1683,2013,"SR_cov_resid",-0.366438470616542,27,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"193",198,"Nadina",2008,1720,2006,"SR_cov_resid",0.735704110870947,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"194",199,"Pitt",2012,1791,2010,"SR_cov_resid",0.0394305874891034,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"195",200,"Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"196",201,"Portage",2012,1854,2010,"SR_cov_resid",0.312269365160085,5,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"197",202,"Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,3,0.1,5497.80614415433,549.780614415433,"de_sal",1.83129285423802,0.0195983730798924
"198",203,"Quesnel",2008,1917,2006,"SR_cov_resid",0.17607715548743,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"199",204,"Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"200",205,"Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"201",206,"Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"202",207,"Raft",2012,1988,2010,"SR_cov_resid",0.921330610853227,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"203",208,"Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,1,0.0625,1.732572415,0.1082857759375,"de_sal",0.999891268617888,-0.611253128396594
"204",209,"Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"205",210,"Scotch",2008,2035,2006,"SR_cov_resid",0.367592322115916,4,1,0.25,9911.277065,2477.81926625,"de_sal",5.15689919671855,0.526186343709474
"206",211,"Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"207",212,"Seymour",2008,2102,2006,"SR_cov_resid",0.923360797503033,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"208",213,"Seymour",2011,2105,2009,"SR_cov_resid",1.07400822811678,13,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"209",214,"Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,1,0.0526315789473684,0.425362756,0.0223875134736842,"de_sal",0.781101377665221,-0.611403172817463
"210",215,"Stellako",2011,2172,2009,"SR_cov_resid",1.26276082483126,2,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"211",216,"Stellako",2012,2173,2010,"SR_cov_resid",1.08126350830362,6,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"212",217,"Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,1,0.0212765957446809,1095.957268,23.3182397446809,"de_sal",0.0859391709503666,-0.485655593510613
"213",218,"Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"214",219,"Weaver",2012,2224,2010,"SR_cov_resid",-0.703881337982957,1,0,NA,NA,NA,"de_sal",-0.385778040749001,NA
"215",220,"Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,0,0,NA,NA,"de_sal",-0.385778040749001,NA
"216",221,"Bowron",2012,1243,2010,"SR_cov_resid",-0.225381335491589,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"217",222,"Chilko",2008,1306,2006,"SR_cov_resid",1.14899509342246,7,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"218",223,"Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"219",224,"Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"220",225,"Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"221",226,"Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"222",227,"Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"223",228,"E.Stuart",2011,1376,2009,"SR_cov_resid",1.44680538823869,6,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"224",229,"E.Stuart",2012,1377,2010,"SR_cov_resid",-1.08380699220204,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"225",230,"Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"226",231,"Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"227",232,"Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"228",234,"L.Shuswap",2008,1609,2006,"SR_cov_resid",0.0352282062004946,10,1,0.1,0.00280546,0.000280546,"fa_mar",6.4049399539694,NA
"229",235,"L.Shuswap",2011,1612,2009,"SR_cov_resid",0.402581932474835,49,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"230",236,"L.Shuswap",2012,1613,2010,"SR_cov_resid",0.151575729188111,160,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"231",237,"L.Shuswap",2013,1614,2011,"SR_cov_resid",-2.36261739558641,25,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"232",238,"L.Shuswap",2015,1616,2013,"SR_cov_resid",-1.3548508906092,13,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"233",239,"L.Stuart",2011,1679,2009,"SR_cov_resid",0.191652182985228,6,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"234",240,"L.Stuart",2012,1680,2010,"SR_cov_resid",-0.319192535759027,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"235",241,"L.Stuart",2015,1683,2013,"SR_cov_resid",-0.366438470616542,27,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"236",242,"Nadina",2008,1720,2006,"SR_cov_resid",0.735704110870947,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"237",243,"Pitt",2012,1791,2010,"SR_cov_resid",0.0394305874891034,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"238",244,"Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"239",245,"Portage",2012,1854,2010,"SR_cov_resid",0.312269365160085,5,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"240",246,"Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"241",247,"Quesnel",2008,1917,2006,"SR_cov_resid",0.17607715548743,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"242",248,"Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"243",249,"Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"244",250,"Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"245",251,"Raft",2012,1988,2010,"SR_cov_resid",0.921330610853227,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"246",252,"Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"247",253,"Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"248",254,"Scotch",2008,2035,2006,"SR_cov_resid",0.367592322115916,4,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"249",255,"Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"250",256,"Seymour",2008,2102,2006,"SR_cov_resid",0.923360797503033,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"251",257,"Seymour",2011,2105,2009,"SR_cov_resid",1.07400822811678,13,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"252",258,"Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"253",259,"Stellako",2011,2172,2009,"SR_cov_resid",1.26276082483126,2,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"254",260,"Stellako",2012,2173,2010,"SR_cov_resid",1.08126350830362,6,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"255",261,"Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"256",262,"Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"257",263,"Weaver",2012,2224,2010,"SR_cov_resid",-0.703881337982957,1,0,NA,NA,NA,"fa_mar",-0.152498570332605,NA
"258",264,"Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,0,0,NA,NA,"fa_mar",-0.152498570332605,NA
"259",265,"Bowron",2012,1243,2010,"SR_cov_resid",-0.225381335491589,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"260",266,"Chilko",2008,1306,2006,"SR_cov_resid",1.14899509342246,7,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"261",267,"Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,11,0.379310344827586,138.537125479909,52.5485648372069,"fl_psy",2.85007165270941,-0.30629185165342
"262",268,"Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,4,0.0434782608695652,20.204340258,0.878449576434783,"fl_psy",-0.303846407282564,-0.315870878767367
"263",269,"Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,13,0.065989847715736,275.243031541615,18.1632457362487,"fl_psy",-0.0924321210820503,-0.295225522247363
"264",270,"Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,5,0.166666666666667,23.3480763816,3.8913460636,"fl_psy",0.85305954775914,-0.315616393642973
"265",271,"Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,1,0.0434782608695652,825.3783762,35.8860163565217,"fl_psy",-0.303846407282564,-0.250692121187456
"266",272,"E.Stuart",2011,1376,2009,"SR_cov_resid",1.44680538823869,6,1,0.166666666666667,3.584394907,0.597399151166667,"fl_psy",0.85305954775914,-0.31721626167922
"267",273,"E.Stuart",2012,1377,2010,"SR_cov_resid",-1.08380699220204,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"268",274,"Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"269",275,"Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"270",276,"Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,3,0.125,115.403635676667,14.4254544595833,"fl_psy",0.46175312178915,-0.30816450533642
"271",278,"L.Shuswap",2008,1609,2006,"SR_cov_resid",0.0352282062004946,10,1,0.1,257.1371465,25.71371465,"fl_psy",0.226969266207158,-0.296691191828371
"272",279,"L.Shuswap",2011,1612,2009,"SR_cov_resid",0.402581932474835,49,1,0.0204081632653061,9.80396048,0.200080826122449,"fl_psy",-0.520505865849797,-0.316712788468909
"273",280,"L.Shuswap",2012,1613,2010,"SR_cov_resid",0.151575729188111,160,10,0.0625,2643.1456827185,165.196605169906,"fl_psy",-0.125206517165831,-0.103544039754796
"274",281,"L.Shuswap",2013,1614,2011,"SR_cov_resid",-2.36261739558641,25,3,0.12,45663.030062674,5479.56360752088,"fl_psy",0.414796350672752,3.3789112928199
"275",282,"L.Shuswap",2015,1616,2013,"SR_cov_resid",-1.3548508906092,13,3,0.230769230769231,29.7311792566667,6.86104136692308,"fl_psy",1.45506943386681,-0.315099682104436
"276",283,"L.Stuart",2011,1679,2009,"SR_cov_resid",0.191652182985228,6,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"277",284,"L.Stuart",2012,1680,2010,"SR_cov_resid",-0.319192535759027,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"278",285,"L.Stuart",2015,1683,2013,"SR_cov_resid",-0.366438470616542,27,2,0.0740740740740741,1561.5250535,115.668522481481,"fl_psy",-0.0165102877297229,-0.191101121377261
"279",286,"Nadina",2008,1720,2006,"SR_cov_resid",0.735704110870947,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"280",287,"Pitt",2012,1791,2010,"SR_cov_resid",0.0394305874891034,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"281",288,"Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,1,0.0333333333333333,5.642916015,0.1880972005,"fl_psy",-0.399121015344822,-0.317049624601666
"282",289,"Portage",2012,1854,2010,"SR_cov_resid",0.312269365160085,5,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"283",290,"Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,3,0.1,10.8869067363333,1.08869067363333,"fl_psy",0.226969266207158,-0.316625124077904
"284",291,"Quesnel",2008,1917,2006,"SR_cov_resid",0.17607715548743,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"285",292,"Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,3,0.12,29.49032236,3.5388386832,"fl_psy",0.414796350672752,-0.315119179446102
"286",293,"Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,1,0.0105263157894737,2.076427855,0.0218571353157895,"fl_psy",-0.613309795875762,-0.317338331461072
"287",294,"Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,4,0.0909090909090909,10.80730416525,0.982482196840909,"fl_psy",0.141593318722797,-0.316631567898062
"288",295,"Raft",2012,1988,2010,"SR_cov_resid",0.921330610853227,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"289",296,"Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,1,0.0625,1.861400853,0.1163375533125,"fl_psy",-0.125206517165831,-0.317355737875352
"290",297,"Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,12,0.413793103448276,362.743045434583,150.100570524655,"fl_psy",3.17391145351217,-0.288142404884921
"291",298,"Scotch",2008,2035,2006,"SR_cov_resid",0.367592322115916,4,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"292",299,"Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,1,0.0454545454545455,44159.4467,2007.24757727273,"fl_psy",-0.285286418699007,3.25719637017928
"293",300,"Seymour",2008,2102,2006,"SR_cov_resid",0.923360797503033,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"294",301,"Seymour",2011,2105,2009,"SR_cov_resid",1.07400822811678,13,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"295",302,"Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,6,0.315789473684211,876.430318526,276.767469008211,"fl_psy",2.25352465123067,-0.246559471568474
"296",303,"Stellako",2011,2172,2009,"SR_cov_resid",1.26276082483126,2,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"297",304,"Stellako",2012,2173,2010,"SR_cov_resid",1.08126350830362,6,0,0,NA,NA,"fl_psy",-0.712166156120811,NA
"298",305,"Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,4,0.0851063829787234,29.21537989325,2.48641531006383,"fl_psy",0.0870980330944815,-0.315141436011253
"299",306,"Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,5,0.294117647058824,858.8627595994,252.606693999824,"fl_psy",2.04999685072616,-0.247981563704378
"300",307,"Weaver",2012,2224,2010,"SR_cov_resid",-0.703881337982957,1,0,NA,NA,NA,"fl_psy",-0.712166156120811,NA
"301",308,"Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,2,0.0909090909090909,142.9224086245,12.9929462385909,"fl_psy",0.141593318722797,-0.305936863422004
"302",309,"Bowron",2012,1243,2010,"SR_cov_resid",-0.225381335491589,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"303",310,"Chilko",2008,1306,2006,"SR_cov_resid",1.14899509342246,7,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"304",311,"Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,3,0.103448275862069,562.573635125333,58.1972725991724,"ic_hof",0.420610493186469,0.687466515051512
"305",312,"Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"306",313,"Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,6,0.0304568527918782,2.32659616183333,0.0708607968071066,"ic_hof",-0.0489265080561923,-0.641445507561039
"307",314,"Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"308",315,"Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"309",316,"E.Stuart",2011,1376,2009,"SR_cov_resid",1.44680538823869,6,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"310",317,"E.Stuart",2012,1377,2010,"SR_cov_resid",-1.08380699220204,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"311",318,"Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"312",319,"Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"313",320,"Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"314",322,"L.Shuswap",2008,1609,2006,"SR_cov_resid",0.0352282062004946,10,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"315",323,"L.Shuswap",2011,1612,2009,"SR_cov_resid",0.402581932474835,49,3,0.0612244897959184,1201.66431370933,73.5712845128163,"ic_hof",0.148994609337389,2.20339650172516
"316",324,"L.Shuswap",2012,1613,2010,"SR_cov_resid",0.151575729188111,160,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"317",325,"L.Shuswap",2013,1614,2011,"SR_cov_resid",-2.36261739558641,25,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"318",326,"L.Shuswap",2015,1616,2013,"SR_cov_resid",-1.3548508906092,13,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"319",327,"L.Stuart",2011,1679,2009,"SR_cov_resid",0.191652182985228,6,1,0.166666666666667,222.820792,37.1367986666667,"ic_hof",0.827279830393844,-0.118430895457545
"320",328,"L.Stuart",2012,1680,2010,"SR_cov_resid",-0.319192535759027,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"321",329,"L.Stuart",2015,1683,2013,"SR_cov_resid",-0.366438470616542,27,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"322",330,"Nadina",2008,1720,2006,"SR_cov_resid",0.735704110870947,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"323",331,"Pitt",2012,1791,2010,"SR_cov_resid",0.0394305874891034,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"324",332,"Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,3,0.1,21.4572638413333,2.14572638413333,"ic_hof",0.398428529338794,-0.596067357366926
"325",333,"Portage",2012,1854,2010,"SR_cov_resid",0.312269365160085,5,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"326",334,"Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"327",335,"Quesnel",2008,1917,2006,"SR_cov_resid",0.17607715548743,1,1,NA,0.116665544,0.116665544,"ic_hof",6.18792109358194,-0.646687486836131
"328",336,"Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"329",337,"Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,2,0.0210526315789474,1.7418602125,0.0366707413157895,"ic_hof",-0.109421695594815,-0.642832507543334
"330",338,"Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"331",339,"Raft",2012,1988,2010,"SR_cov_resid",0.921330610853227,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"332",340,"Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"333",341,"Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"334",342,"Scotch",2008,2035,2006,"SR_cov_resid",0.367592322115916,4,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"335",343,"Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"336",344,"Seymour",2008,2102,2006,"SR_cov_resid",0.923360797503033,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"337",345,"Seymour",2011,2105,2009,"SR_cov_resid",1.07400822811678,13,2,0.153846153846154,169.2930563835,26.0450855974615,"ic_hof",0.744808426344795,-0.245399262011692
"338",346,"Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"339",347,"Stellako",2011,2172,2009,"SR_cov_resid",1.26276082483126,2,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"340",348,"Stellako",2012,2173,2010,"SR_cov_resid",1.08126350830362,6,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"341",349,"Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"342",350,"Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"343",351,"Weaver",2012,2224,2010,"SR_cov_resid",-0.703881337982957,1,0,NA,NA,NA,"ic_hof",-0.244848422243778,NA
"344",352,"Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,0,0,NA,NA,"ic_hof",-0.244848422243778,NA
"345",353,"Bowron",2012,1243,2010,"SR_cov_resid",-0.225381335491589,1,0,NA,NA,NA,"ic_mul",-1.41696093823668,NA
"346",354,"Chilko",2008,1306,2006,"SR_cov_resid",1.14899509342246,7,6,0.857142857142857,53.4022658501667,45.7733707287143,"ic_mul",1.42173467966391,-0.140489740120071
"347",355,"Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,9,0.310344827586207,411.574631876333,127.730058168517,"ic_mul",-0.389157352445084,0.190773412942917
"348",356,"Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,17,0.184782608695652,47.2505708669412,8.73108374715217,"ic_mul",-0.804995759739994,-0.146179263014967
"349",357,"Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,90,0.456852791878173,8.27731258435556,3.78151336341117,"ic_mul",0.0960494164819131,-0.182224490532281
"350",358,"Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,6,0.2,10.9592733885,2.1918546777,"ic_mul",-0.754598627393207,-0.179744023369978
"351",359,"Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,10,0.434782608695652,37.8351143606,16.450049722,"ic_mul",0.0229571288143463,-0.154887343552901
"352",360,"E.Stuart",2011,1376,2009,"SR_cov_resid",1.44680538823869,6,1,0.166666666666667,0.175679484,0.029279914,"ic_mul",-0.864992345867118,-0.189717454201028
"353",361,"E.Stuart",2012,1377,2010,"SR_cov_resid",-1.08380699220204,1,0,NA,NA,NA,"ic_mul",-1.41696093823668,NA
"354",362,"Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,5,0.454545454545455,25.9535990082,11.7970904582727,"ic_mul",0.0884079500439404,-0.165876209842253
"355",363,"Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,22,0.55,14.4855905902273,7.967074824625,"ic_mul",0.404535416582869,-0.176482635653486
"356",364,"Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,15,0.625,34.3718139302667,21.4823837064167,"ic_mul",0.652921283149171,-0.158090448899316
"357",366,"L.Shuswap",2008,1609,2006,"SR_cov_resid",0.0352282062004946,10,5,0.5,35.5904611036,17.7952305518,"ic_mul",0.238944838872001,-0.156963357746002
"358",367,"L.Shuswap",2011,1612,2009,"SR_cov_resid",0.402581932474835,49,17,0.346938775510204,54.5051202518824,18.9099396792245,"ic_mul",-0.267965092895963,-0.13946974231696
"359",368,"L.Shuswap",2012,1613,2010,"SR_cov_resid",0.151575729188111,160,43,0.26875,11.1381869210698,2.9933877350375,"ic_mul",-0.526911583040764,-0.179578551472795
"360",369,"L.Shuswap",2013,1614,2011,"SR_cov_resid",-2.36261739558641,25,9,0.36,2.122721792,0.76417984512,"ic_mul",-0.22470877871843,-0.187916691676406
"361",370,"L.Shuswap",2015,1616,2013,"SR_cov_resid",-1.3548508906092,13,6,0.461538461538462,6.85521561116667,3.16394566669231,"ic_mul",0.111567471402104,-0.18353974645927
"362",371,"L.Stuart",2011,1679,2009,"SR_cov_resid",0.191652182985228,6,2,0.333333333333333,3.573754885,1.19125162833333,"ic_mul",-0.31302375349756,-0.186574673577916
