"","2.5%","25%","50%","75%","97.5%",""
"b[(Intercept) Stock:Birkenhead]","-0.672885727943108","-0.242235131961158","-0.071666266371324","0.0173441846492315","0.29544772244473","arena2"
"b[(Intercept) Stock:Bowron]","-0.602981739907295","-0.127023339390824","-0.000866727245531948","0.12455468140379","0.624117277218658","arena2"
"b[(Intercept) Stock:Chilko]","-0.33741696875418","-0.0424325610291047","0.0379644724498966","0.185852449728578","0.545086144438804","arena2"
"b[(Intercept) Stock:E.Stuart]","-0.653444171705205","-0.254137585241898","-0.076172851088428","0.0128170223858362","0.248641996420349","arena2"
"b[(Intercept) Stock:Gates]","-0.0911707399104308","0.0519948877107578","0.265990153408186","0.519030842204173","1.02992720546258","arena2"
"b[(Intercept) Stock:Harrison]","-0.343591362985986","-0.0277432949327476","0.056989640929666","0.229088448185522","0.648123232106226","arena2"
"b[(Intercept) Stock:L.Shuswap]","-0.344215511623175","-0.0496252104341587","0.0281751180887672","0.159478522711821","0.472264038715964","arena2"
"b[(Intercept) Stock:L.Stuart]","-0.75499396974609","-0.257610751121258","-0.0632801242451671","0.0247502163238247","0.322474041743895","arena2"
"b[(Intercept) Stock:Nadina]","-0.672117702926775","-0.210054700410377","-0.0445327841997715","0.0423224434959399","0.356083930626025","arena2"
"b[(Intercept) Stock:Pitt]","-0.251836452412818","-0.00475603163523625","0.0927194791189758","0.277198713224162","0.680331623390925","arena2"
"b[(Intercept) Stock:Portage]","-0.86811423605959","-0.297809844540966","-0.080029115354308","0.0189104568378499","0.323782423399933","arena2"
"b[(Intercept) Stock:Quesnel]","-0.977548146618192","-0.481451431852244","-0.212748498509952","-0.0313618663495196","0.130156190373993","arena2"
"b[(Intercept) Stock:Raft]","-0.681755256738282","-0.206709142785149","-0.0356597697723466","0.0499628570845077","0.401966007675672","arena2"
"b[(Intercept) Stock:Scotch]","-0.710033867109622","-0.25985901333674","-0.0724752973979347","0.0230054024468906","0.283633007231784","arena2"
"b[(Intercept) Stock:Seymour]","-0.717734091338754","-0.278247782243738","-0.0942109045550991","0.00470420709994967","0.247106297182403","arena2"
"b[(Intercept) Stock:Stellako]","-0.893091634974895","-0.351765264826873","-0.138245779534125","-0.00561039793453537","0.214597895281239","arena2"
"b[(Intercept) Stock:Weaver]","-0.16392503714862","0.0170019696660985","0.189660379302193","0.446608153257521","1.01474729185233","arena2"
"b[(Intercept) Stock:Birkenhead]","-0.712879807672475","-0.320847418739483","-0.152182455201803","-0.025352221666857","0.105868154696226","c_b_cys"
"b[(Intercept) Stock:Bowron]","-0.557495770297571","-0.157393231480215","-0.019436252331283","0.064234085271647","0.379497156636633","c_b_cys"
"b[(Intercept) Stock:Chilko]","-0.261461389295691","-0.0231321924735199","0.0507367335598546","0.19504924062963","0.530495865346202","c_b_cys"
"b[(Intercept) Stock:E.Stuart]","-0.414352181450569","-0.11558885791944","-0.00899402589661045","0.0712392587614545","0.319906392782813","c_b_cys"
"b[(Intercept) Stock:Gates]","-0.103062082058635","0.0379131334241246","0.194283661148552","0.393999568506218","0.78708376168595","c_b_cys"
"b[(Intercept) Stock:Harrison]","-0.27902234707425","-0.0279986916300843","0.0427997339165292","0.168634310069845","0.508031574826778","c_b_cys"
