"","lower","25","mid","75","upper"
"arena2",-1.04021541385841,-0.299420253327977,0.0748971519712089,0.489506633951877,1.67090634049171
"c_b_cys",-1.33784069747387,-0.616188600329553,-0.31418762382131,-0.0171727355374314,0.66175878477629
"ce_sha",-0.68061520220956,0.155976281453315,0.530509114077029,0.983541634068933,1.96772644811856
"de_sal",-0.460631792720846,0.0680585854175756,0.345321435632399,0.64382765748864,1.2795178627867
"fa_mar",-1.08551505373975,-0.368128957343892,-0.061864350749706,0.288890703271965,1.11624366819672
"fl_psy",-1.10438059650137,-0.404317693971073,-0.105718927057774,0.150768674854161,0.695624767894149
"ic_hof",-1.04005877606224,-0.51200446521317,-0.244548022124417,0.0573420137453241,0.667380817457491
"ic_mul",-1.11163856358611,-0.612376253313521,-0.333667379522346,-0.0668468134325132,0.459771317703777
"ku_thy",-0.649841555184807,0.164085433805372,0.614141020723813,1.10988044903366,2.27786915080318
"lo_sal",-0.869854187033698,-0.129448418113073,0.219738069345343,0.636029025259271,1.58505056160174
"my_arc",-1.30265652238596,-0.458665753217074,-0.146582178053134,0.13834177657181,0.851335482534962
"pa_kab",-1.07307510626678,-0.452664765110033,-0.129509970794864,0.209629509386304,1.05190982686646
"pa_min",-0.91738327666465,-0.311724206607044,-0.0219005025079695,0.266642691548964,0.896025881034511
"pa_pse",-0.959563055513491,-0.133259573914252,0.20814693104883,0.562562376826959,1.33393381171395
"pa_ther",-1.42201468233957,-0.754928086883289,-0.473302205610842,-0.223402905495787,0.229928187952891
"prv",-0.589645945618387,0.0403226907253105,0.349243016454395,0.692323331842082,1.39642287163865
"pspv",-0.715856722768587,-0.0331830933609448,0.286776684975798,0.594075163794566,1.27683390572617
"rlo",-0.946885577949164,-0.121125949796894,0.190377569264936,0.505301452179996,1.2304648060586
"sch",-1.2395264808128,-0.523890820615002,-0.2391761385457,0.026168184228687,0.498165765408645
"sp_des",-0.872009369464517,-0.286197235551535,0.0124670563403373,0.315819290534408,0.915750457732206
"te_bry",-1.06001952021384,-0.455290792433696,-0.181198871650784,0.0753744250630595,0.633235588226887
"te_mar",-1.22519375752982,-0.546387483167178,-0.205661918405093,0.159443693540539,0.840968954504523
"ven",-0.888027794603065,-0.2754232115395,0.0625521369332925,0.432883405830048,1.25200774085104
