"","Latitude","Longitude"
"398",49.65333333,-124.825
"399",49.66,-124.6683333
"400",49.66,-124.6683333
"401",49.66,-124.6683333
"402",49.66,-124.6683333
"403",49.68333333,-124.5633333
"404",49.57333333,-124.5083333
"405",49.57333333,-124.5083333
"406",49.57333333,-124.5083333
"407",49.47833333,-124.5483333
"408",49.47833333,-124.5483333
"409",49.47833333,-124.5483333
"410",49.47833333,-124.5483333
"411",49.471,-124.683
"412",49.43,-124.415
"413",49.44166667,-124.3266667
"414",49.39666667,-124.2683333
"415",49.39666667,-124.2683333
"416",49.33833333,-124.2283333
"417",49.33833333,-124.2283333
"418",49.81,-124.5766667
"419",49.81,-124.5766667
"420",49.73333333,-124.3233333
"421",49.73333333,-124.3233333
"422",49.64833333,-124.2783333
"423",49.18333333,-123.5433333
"424",49.36853333,-123.70325
"425",49.36853333,-123.70325
"426",49.36853333,-123.70325
"427",49.36853333,-123.70325
"428",49.36853333,-123.70325
"429",48.74633333,-123.5878167
"430",48.74633333,-123.5878167
"431",48.72578333,-123.4137
"432",48.72578333,-123.4137
"433",48.9345,-123.5106667
"434",48.9345,-123.5106667
"435",48.9345,-123.5106667
"436",48.72301667,-123.5396167
"437",48.72733333,-123.4159333
"438",48.72733333,-123.4159333
"439",49.21316667,-123.7728333
"440",49.21316667,-123.7728333
"441",49.21316667,-123.7728333
"442",49.21316667,-123.7728333
"443",49.21316667,-123.7728333
"444",49.21316667,-123.7728333
"445",49.25316667,-123.8888333
"446",49.23416667,-123.8671667
"447",49.23416667,-123.8671667
"448",49.23416667,-123.8671667
"449",49.23416667,-123.8671667
"450",49.23416667,-123.8671667
"451",49.23416667,-123.8671667
"452",49.23416667,-123.8671667
"453",49.49296667,-124.1107167
"454",49.49296667,-124.1107167
"455",49.49296667,-124.1107167
"456",49.49296667,-124.1107167
"457",49.55026667,-124.1238333
"458",49.55026667,-124.1238333
"459",49.55026667,-124.1238333
"460",49.58821667,-124.12825
"461",49.58821667,-124.12825
"462",49.6065,-124.2352667
"463",49.6065,-124.2352667
"464",49.6065,-124.2352667
"465",49.67366667,-124.284
"466",49.67366667,-124.284
"467",49.67366667,-124.284
"468",49.67366667,-124.284
"469",49.67366667,-124.284
"470",49.67366667,-124.284
"471",49.67366667,-124.284
"472",49.67366667,-124.284
"473",49.72583333,-124.2981667
"474",49.72583333,-124.2981667
"475",49.72583333,-124.2981667
"476",49.72583333,-124.2981667
"477",49.75768333,-124.3959167
"478",49.75768333,-124.3959167
"479",49.75768333,-124.3959167
"480",49.75768333,-124.3959167
"481",49.80553333,-124.8442333
"482",49.80553333,-124.8442333
"483",49.80553333,-124.8442333
"484",49.80553333,-124.8442333
"485",49.80553333,-124.8442333
"486",49.80553333,-124.8442333
"487",49.80553333,-124.8442333
"488",49.80553333,-124.8442333
"489",49.80553333,-124.8442333
"490",49.78878333,-124.9999833
"491",49.78878333,-124.9999833
"492",49.78878333,-124.9999833
"493",49.78878333,-124.9999833
"494",49.78878333,-124.9999833
"495",49.78878333,-124.9999833
"496",49.78878333,-124.9999833
"497",49.78878333,-124.9999833
"498",49.78878333,-124.9999833
"499",49.83651667,-125.0025
"500",49.83651667,-125.0025
"501",49.88438333,-124.9575167
"502",49.88438333,-124.9575167
"503",49.88438333,-124.9575167
"504",49.88438333,-124.9575167
"505",49.88438333,-124.9575167
"506",49.88438333,-124.9575167
"507",49.93806667,-124.9089833
"508",49.93806667,-124.9089833
"509",49.93806667,-124.9089833
"510",50.01895,-125.05855
"511",50.01895,-125.05855
"512",50.0433,-125.1366667
"513",50.0433,-125.1366667
"514",50.0433,-125.1366667
"515",50.0433,-125.1366667
"516",50.0433,-125.1366667
"517",50.0433,-125.1366667
"518",50.0433,-125.1366667
"519",50.09948333,-125.1278167
"520",50.09948333,-125.1278167
"521",50.09948333,-125.1278167
"522",50.09948333,-125.1278167
"523",50.14801667,-125.0638333
"524",50.14801667,-125.0638333
"525",50.14801667,-125.0638333
"526",50.14801667,-125.0638333
"527",50.14801667,-125.0638333
"528",50.14801667,-125.0638333
"529",50.14801667,-125.0638333
"530",50.22948333,-125.1251167
"531",50.22948333,-125.1251167
"532",50.22948333,-125.1251167
"533",50.22948333,-125.1251167
"534",50.22948333,-125.1251167
"535",50.22948333,-125.1251167
"536",50.18873333,-125.1328
"537",50.25133333,-125.0143333
"538",50.25133333,-125.0143333
"539",50.25133333,-125.0143333
"540",50.25133333,-125.0143333
"541",50.29886667,-125.0596
"542",50.29886667,-125.0596
"543",50.29886667,-125.0596
"544",50.29886667,-125.0596
"545",50.29886667,-125.0596
"546",50.29886667,-125.0596
"547",50.35085,-125.1140833
"548",50.35085,-125.1140833
"549",50.32935,-125.0127833
"550",50.32935,-125.0127833
"551",50.32935,-125.0127833
"552",50.32935,-125.0127833
"553",50.27501667,-124.9795
"554",50.27501667,-124.9795
"555",50.27501667,-124.9795
"556",50.27501667,-124.9795
"557",50.31341667,-124.7402333
"558",50.31341667,-124.7402333
"559",50.2628,-124.6380167
"560",50.2628,-124.6380167
"561",50.2628,-124.6380167
"562",50.2628,-124.6380167
"563",50.2628,-124.6380167
"564",50.18783333,-124.6427667
"565",50.18783333,-124.6427667
"566",50.18783333,-124.6427667
"567",49.35765,-123.84065
"568",49.29186667,-123.8593333
"569",49.29186667,-123.8593333
"570",48.8185,-123.0585
"571",48.8185,-123.0585
"572",48.8185,-123.0585
"573",48.8185,-123.0585
"574",49.579,-124.1638333
"575",49.579,-124.1638333
"576",49.579,-124.1638333
"577",49.63483333,-124.184
"578",49.63483333,-124.184
"579",49.63483333,-124.184
"580",49.63483333,-124.184
"581",49.65,-124.2808333
"582",49.65,-124.2808333
"583",49.65,-124.2808333
"584",49.65,-124.2808333
"585",49.72733333,-124.2981667
"586",49.72733333,-124.2981667
"587",49.72733333,-124.2981667
"588",49.72733333,-124.2981667
"589",49.72733333,-124.2981667
"590",49.96833333,-124.805
"591",49.96833333,-124.805
"592",49.96833333,-124.805
"593",49.96833333,-124.805
"594",49.96833333,-124.805
"595",49.96833333,-124.805
"596",50.19166667,-125.3466667
"597",50.19166667,-125.3466667
"598",50.19166667,-125.3466667
"599",50.19166667,-125.3466667
"600",50.19166667,-125.3466667
"601",50.19166667,-125.3466667
"602",50.25733333,-125.3795
"603",50.25733333,-125.3795
"604",50.25733333,-125.3795
"605",50.25733333,-125.3795
"606",50.25733333,-125.3795
"607",50.35816667,-125.3743333
"608",50.35816667,-125.3743333
"609",50.35816667,-125.3743333
"610",50.35816667,-125.3743333
"611",50.35816667,-125.3743333
"612",50.35816667,-125.3743333
"613",50.29166667,-125.3416667
"614",50.29166667,-125.3416667
"615",50.29166667,-125.3416667
"616",50.29166667,-125.3416667
"617",50.29166667,-125.3416667
"618",50.30783333,-125.292
"619",50.30783333,-125.292
"620",50.30783333,-125.292
"621",50.30783333,-125.292
"622",50.30783333,-125.292
"623",50.30783333,-125.292
"624",50.30433333,-125.3151667
"625",50.30433333,-125.3151667
"626",50.30433333,-125.3151667
"627",50.30433333,-125.3151667
"628",50.30433333,-125.3151667
"629",50.30433333,-125.3151667
"630",50.33333333,-125.1001667
"631",50.273,-124.9816667
"632",50.19066667,-124.9966667
"633",50.19066667,-124.9966667
"634",50.19066667,-124.9966667
"635",50.19066667,-124.9966667
"636",50.19066667,-124.9966667
"637",50.19066667,-124.9966667
"638",50.13,-125.099
"639",50.13,-125.099
"640",50.13,-125.099
"641",50.13,-125.099
"642",50.13,-125.099
"643",50.13,-125.099
"644",50.076,-125.1166667
"645",50.076,-125.1166667
"646",49.99666667,-125.1016667
"647",49.90666667,-124.8916667
"648",49.90666667,-124.8916667
"649",49.90666667,-124.8916667
"650",49.90666667,-124.8916667
"651",49.90666667,-124.8916667
"652",49.90666667,-124.8916667
"653",49.87133333,-124.9633333
"654",49.87133333,-124.9633333
"655",49.87133333,-124.9633333
"656",49.87133333,-124.9633333
"657",49.8,-124.935
"658",49.8,-124.935
"659",49.78166667,-124.8766667
"660",49.8,-124.935
"661",49.8,-124.935
"662",49.8,-124.935
"663",49.81833333,-124.69
"664",49.81833333,-124.69
"665",49.60833333,-124.706
"666",49.60833333,-124.706
"667",49.60833333,-124.706
"668",49.60833333,-124.706
"669",49.60833333,-124.706
"670",49.60833333,-124.706
"671",49.67333333,-124.6516667
"672",49.67333333,-124.6516667
"673",49.67333333,-124.6516667
"674",49.67333333,-124.6516667
"675",49.67333333,-124.6516667
"676",49.67333333,-124.6516667
"677",49.70166667,-124.61
"678",49.70166667,-124.61
"679",49.70166667,-124.61
"680",49.61333333,-124.4716667
"681",49.61333333,-124.4716667
"682",49.61333333,-124.4716667
"683",49.61333333,-124.4716667
"684",49.61333333,-124.4716667
"685",49.49666667,-124.5216667
"686",49.49666667,-124.5216667
"687",49.49666667,-124.5216667
"688",49.49666667,-124.5216667
"689",49.49666667,-124.5216667
"690",49.44366667,-124.5856667
"691",49.44366667,-124.5856667
"692",49.39,-124.369
"693",49.39,-124.369
"694",49.39,-124.369
"695",49.39,-124.369
"696",49.429,-124.286
"697",49.429,-124.286
"698",49.429,-124.286
"699",49.429,-124.286
"700",49.38666667,-124.2401667
"701",49.38666667,-124.2401667
"702",49.38666667,-124.2401667
"703",49.38666667,-124.2401667
"704",49.38666667,-124.2401667
"705",49.353,-124.1983333
"706",49.353,-124.1983333
"707",49.30433333,-123.9795
"708",49.30433333,-123.9795
"709",49.30433333,-123.9795
"710",49.20066667,-123.7465
"711",49.20066667,-123.7465
"712",49.20066667,-123.7465
"714",49.20066667,-123.7465
"715",49.20066667,-123.7465
"716",49.08383333,-123.3233333
"717",48.9835,-123.3178333
"718",49.125,-123.6196667
"719",49.125,-123.6196667
"720",48.90016667,-123.2378333
"721",48.73,-123.245
"722",48.73,-123.245
"723",48.73,-123.245
"724",48.73,-123.245
"725",49.42333333,-123.9133333
"726",49.42333333,-123.9133333
"727",49.42333333,-123.9133333
"728",49.42333333,-123.9133333
"729",49.546,-124.0673333
"730",49.546,-124.0673333
"731",49.546,-124.0673333
"732",49.546,-124.0673333
"733",49.546,-124.0673333
"734",49.63483333,-124.184
"735",49.72733333,-124.2981667
"736",49.72733333,-124.2981667
"737",49.72733333,-124.2981667
"738",49.72733333,-124.2981667
"739",49.72733333,-124.2981667
"740",49.72733333,-124.2981667
"741",49.72733333,-124.2981667
"742",49.72733333,-124.2981667
"743",49.72733333,-124.2981667
"744",50.29166667,-125.3416667
"745",50.29166667,-125.3416667
"746",50.29166667,-125.3416667
"747",50.29166667,-125.3416667
"748",50.29166667,-125.3416667
"749",50.29166667,-125.3416667
"750",50.29166667,-125.3416667
"751",50.30433333,-125.3151667
"752",49.67333333,-124.6516667
"753",49.67333333,-124.6516667
"754",49.67333333,-124.6516667
"755",49.67333333,-124.6516667
"756",49.65833333,-124.5266667
"757",49.65833333,-124.5266667
"758",49.65833333,-124.5266667
"759",49.38666667,-124.2401667
"760",49.38666667,-124.2401667
"761",49.38666667,-124.2401667
"762",49.38666667,-124.2401667
"763",49.38666667,-124.2401667
"764",48.80166667,-123.5516667
"765",48.80166667,-123.5516667
"766",48.85383333,-123.5903333
"767",48.85383333,-123.5903333
"768",48.85383333,-123.5903333
"769",48.85383333,-123.5903333
"770",49.42583333,-123.7583333
"771",49.42333333,-123.9133333
"772",49.42333333,-123.9133333
"773",49.42333333,-123.9133333
"774",49.42333333,-123.9133333
"775",49.42333333,-123.9133333
"776",49.42333333,-123.9133333
"777",49.42333333,-123.9133333
"778",49.42333333,-123.9133333
"779",49.42333333,-123.9133333
"780",49.42333333,-123.9133333
"781",49.42333333,-123.9133333
"782",49.42333333,-123.9133333
"783",50.25733333,-125.3795
"784",50.25733333,-125.3795
"785",50.25733333,-125.3795
"786",50.25733333,-125.3795
"787",50.25733333,-125.3795
"788",50.25733333,-125.3795
"789",50.25733333,-125.3795
"790",50.25733333,-125.3795
"791",50.25733333,-125.3795
"792",50.25733333,-125.3795
"793",50.25733333,-125.3795
"794",50.25733333,-125.3795
"795",50.25733333,-125.3795
"796",50.25733333,-125.3795
"797",50.25733333,-125.3795
"798",50.25733333,-125.3795
"799",50.25733333,-125.3795
"800",50.25733333,-125.3795
"801",50.35816667,-125.3743333
"802",50.35816667,-125.3743333
"803",50.35816667,-125.3743333
"804",50.35816667,-125.3743333
"805",50.35816667,-125.3743333
"806",50.35816667,-125.3743333
"807",50.35816667,-125.3743333
"808",50.35816667,-125.3743333
"809",50.35816667,-125.3743333
"810",50.35816667,-125.3743333
"811",50.35816667,-125.3743333
"812",50.35816667,-125.3743333
"813",50.35816667,-125.3743333
"814",50.35816667,-125.3743333
"815",50.35816667,-125.3743333
"816",50.35816667,-125.3743333
"817",50.35816667,-125.3743333
"818",50.35816667,-125.3743333
"819",50.35816667,-125.3743333
"820",50.35816667,-125.3743333
"821",50.19066667,-124.9966667
"822",50.19066667,-124.9966667
"823",50.19066667,-124.9966667
"824",50.19066667,-124.9966667
"825",50.19066667,-124.9966667
"826",50.19066667,-124.9966667
"827",50.19066667,-124.9966667
"828",50.19066667,-124.9966667
"829",50.19066667,-124.9966667
"830",50.19066667,-124.9966667
"831",50.19066667,-124.9966667
"832",50.19066667,-124.9966667
"833",50.19066667,-124.9966667
"834",50.19066667,-124.9966667
"835",50.19066667,-124.9966667
"836",50.19066667,-124.9966667
"837",50.19066667,-124.9966667
"838",50.19066667,-124.9966667
"839",50.19066667,-124.9966667
"840",50.19066667,-124.9966667
"841",50.19066667,-124.9966667
"842",49.90666667,-124.8916667
"843",49.90666667,-124.8916667
"844",49.90666667,-124.8916667
"845",49.90666667,-124.8916667
"846",49.90666667,-124.8916667
"847",49.23783333,-123.8666667
"848",49.29116667,-123.7266667
"849",49.29116667,-123.7266667
"850",49.51,-124.0983333
"851",49.51,-124.0983333
"852",49.51,-124.0983333
"853",49.51,-124.0983333
"854",49.51,-124.0983333
"855",49.51,-124.0983333
"856",49.51,-124.0983333
"857",49.35833333,-124.325
"858",49.35833333,-124.325
"859",49.35833333,-124.325
"860",49.35833333,-124.325
"861",49.35833333,-124.325
"862",49.35833333,-124.325
"863",49.35833333,-124.325
"864",49.37833333,-123.7883333
"865",49.37666667,-124.3483333
"866",49.37666667,-124.3483333
"867",49.37666667,-124.3483333
"868",49.37666667,-124.3483333
"869",49.37666667,-124.3483333
"870",49.37666667,-124.3483333
"871",49.37666667,-124.3483333
"872",49.37666667,-124.3483333
"873",49.40333333,-124.2316667
"874",49.40333333,-124.2316667
"875",49.38833333,-124.415
"876",49.38833333,-124.415
"877",49.38833333,-124.415
"878",49.49166667,-124.5116667
"879",50.31,-125.2816667
"880",50.31,-125.2816667
"881",50.31,-125.2816667
"882",50.31,-125.2816667
"883",50.31,-125.2816667
"884",50.31,-125.2816667
"885",50.31,-125.2816667
"886",50.31,-125.2816667
"887",50.295,-125.325
"888",50.295,-125.325
"889",50.295,-125.325
"890",50.295,-125.325
"891",50.295,-125.325
"892",50.29666667,-125.4066667
"893",50.29666667,-125.4066667
"894",50.29666667,-125.4066667
"895",50.29666667,-125.4066667
"896",50.29666667,-125.4066667
"897",50.35333333,-125.3866667
"898",50.39166667,-125.3516667
"899",50.39166667,-125.3516667
"900",50.39166667,-125.3516667
"901",50.39166667,-125.3516667
"902",50.43166667,-125.31
"903",50.39833333,-125.3416667
"904",50.39833333,-125.3416667
"905",50.39833333,-125.3416667
"906",50.31,-125.0933333
"907",50.31333333,-125.0383333
"908",50.31333333,-125.0383333
"909",50.31333333,-125.0383333
"910",50.31333333,-125.0383333
"911",50.31333333,-125.0383333
"912",50.31333333,-125.0383333
"913",50.22833333,-124.9716667
"914",50.22833333,-124.9716667
"915",50.22833333,-124.9716667
"916",50.22833333,-124.9716667
"917",50.13333333,-124.8816667
"918",50.13333333,-124.8816667
"919",50.13333333,-124.8816667
"920",50.13333333,-124.8816667
"921",50.28833333,-124.7966667
"922",50.24,-125.03
"923",50.24,-125.03
"924",50.24,-125.03
"925",50.24,-125.03
"926",50.24,-125.03
"927",50.24,-125.03
"928",50.24,-125.03
"929",50.185,-124.9966667
"930",50.185,-124.9966667
"931",50.185,-124.9966667
"932",50.185,-124.9966667
"933",50.185,-124.9966667
"934",50.185,-124.9966667
"935",50.185,-124.9966667
"936",50.12166667,-125.115
"937",50.12166667,-125.115
"938",50.12166667,-125.115
"939",50.12166667,-125.115
"940",50.12166667,-125.115
"941",50.12166667,-125.115
"942",50.12166667,-125.115
"943",50.12166667,-125.115
"944",49.99833333,-125.1016667
"945",49.99833333,-125.1016667
"946",49.99833333,-125.1016667
"947",49.99833333,-125.1016667
"948",49.99833333,-125.1016667
"949",49.99833333,-125.1016667
"950",49.99833333,-125.1016667
"951",49.99833333,-125.1016667
"952",49.92333333,-124.9233333
"953",49.92333333,-124.9233333
"954",49.92333333,-124.9233333
"955",49.92333333,-124.9233333
"956",49.795,-124.8666667
"957",49.795,-124.8666667
"958",49.795,-124.8666667
"959",49.795,-124.8666667
"960",49.795,-124.8666667
"961",49.91333333,-124.7783333
"962",49.78333333,-124.7016667
