"","lower","25","mid","75","upper"
"richness",-0.447633497637294,0.048193780373839,0.276195650182843,0.499197934303488,0.990643395384233
"rib",-0.647896232429767,-0.0257352377364549,0.282252894769668,0.58721575402039,1.23080696966802
"pa_ther",-1.22770462126645,-0.314979662170155,0.133029778924535,0.560805830468603,1.41623531557357
"ic_hof",-0.251023722280227,0.0614256096180569,0.229319104136396,0.388608007604147,0.691858726009348
"ic_mul",-1.66564731158787,-0.938330744543143,-0.54948972426721,-0.163112477196379,0.561865656066562
"arena2",0.147324263965444,0.642486923862852,0.810136443121779,0.93684509144434,1.17365141292743
"sp_des",-3.70964845588971,-2.41177325219172,-1.80204872156745,-1.16539211786903,0.446962007605867
"te_bry",-8.28191603758503,-2.81106905932072,0.177528047660187,3.27909769655118,8.97937468551729
"c_b_cys",1.09835962729358,1.40446139981861,1.43936910319373,1.46974362756899,1.67001048887785
"Qin",-0.45524986079345,0.180931504986294,0.480575157797528,0.737454759858892,1.1996743481737
"fl_psy",-0.546914259910383,-0.142473878772991,0.0609295440759802,0.256089554651143,0.624268642276451
"lo_sal",-2.30303679242317,-0.917210759992874,-0.141009179625419,0.624132742716181,2.19319239031349
"IcD",0.891065058833081,1.17919364715728,1.21915944034337,1.25085873497879,1.44906362087215
"rlo",-2.66265062921424,-1.79794184321897,-1.37176199895735,-0.918492142870586,0.0403405630261572
"pspv",0.447680429388743,0.743012617373178,0.859627385761964,0.977368541241339,1.33537547516627
"my_arc",0.587284221813138,0.931812871172908,1.05309119656743,1.16162050370317,1.52854361448441
"pa_pse",-0.279597426409675,-0.00734756258310122,0.135215997004102,0.282156529061397,0.560452578630072
"de_sal",-3.09853089772129,-1.94274556801745,-1.32242498889471,-0.696333539694544,0.836683834467238
"sch",-0.245517173019652,-0.0152152814905714,0.107029179351025,0.229081150908927,0.466394464001299
"pa_min",-0.577943546064725,-0.123293784554885,0.111153049223757,0.334800195406597,0.781567779695805
"ce_sha",-4.9952155853678,-3.76590620768164,-3.37648224733695,-2.99443016053504,-1.89334175453059
