"","Stock_Analysis","Year","orderID","brood_year","metric","resid_value","N","posdet","prev","mean_load","prevload","agent"
"130","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,0,0,NA,NA,"de_sal"
"132","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,0,0,NA,NA,"de_sal"
"135","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,11,0.379310344827586,138.537125479909,52.5485648372069,"fl_psy"
"136","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,4,0.0434782608695652,20.204340258,0.878449576434783,"fl_psy"
"137","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,13,0.065989847715736,275.243031541615,18.1632457362487,"fl_psy"
"138","Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,5,0.166666666666667,23.3480763816,3.8913460636,"fl_psy"
"139","Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,1,0.0434782608695652,825.3783762,35.8860163565217,"fl_psy"
"140","Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"fl_psy"
"141","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"fl_psy"
"142","Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,3,0.125,115.403635676667,14.4254544595833,"fl_psy"
"145","Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,1,0.0333333333333333,5.642916015,0.1880972005,"fl_psy"
"147","Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,3,0.1,10.8869067363333,1.08869067363333,"fl_psy"
"149","Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,3,0.12,29.49032236,3.5388386832,"fl_psy"
"150","Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,1,0.0105263157894737,2.076427855,0.0218571353157895,"fl_psy"
"151","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,4,0.0909090909090909,10.80730416525,0.982482196840909,"fl_psy"
"153","Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,1,0.0625,1.861400853,0.1163375533125,"fl_psy"
"154","Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,12,0.413793103448276,362.743045434583,150.100570524655,"fl_psy"
"156","Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,1,0.0454545454545455,44159.4467,2007.24757727273,"fl_psy"
"159","Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,6,0.315789473684211,876.430318526,276.767469008211,"fl_psy"
"162","Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,4,0.0851063829787234,29.21537989325,2.48641531006383,"fl_psy"
"163","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,5,0.294117647058824,858.8627595994,252.606693999824,"fl_psy"
"165","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,2,0.0909090909090909,142.9224086245,12.9929462385909,"fl_psy"
"168","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,3,0.103448275862069,562.573635125333,58.1972725991724,"ic_hof"
"169","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,0,0,NA,NA,"ic_hof"
"170","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,6,0.0304568527918782,2.32659616183333,0.0708607968071066,"ic_hof"
"171","Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,0,0,NA,NA,"ic_hof"
"172","Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,0,0,NA,NA,"ic_hof"
"173","Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,0,0,NA,NA,"ic_hof"
"174","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,0,0,NA,NA,"ic_hof"
"175","Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,0,0,NA,NA,"ic_hof"
"178","Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,3,0.1,21.4572638413333,2.14572638413333,"ic_hof"
"180","Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,0,0,NA,NA,"ic_hof"
"182","Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,0,0,NA,NA,"ic_hof"
"183","Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,2,0.0210526315789474,1.7418602125,0.0366707413157895,"ic_hof"
"184","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,0,0,NA,NA,"ic_hof"
"186","Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,0,0,NA,NA,"ic_hof"
"187","Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,0,0,NA,NA,"ic_hof"
"189","Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,0,0,NA,NA,"ic_hof"
"192","Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,0,0,NA,NA,"ic_hof"
"195","Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,0,0,NA,NA,"ic_hof"
"196","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,0,0,NA,NA,"ic_hof"
"198","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,0,0,NA,NA,"ic_hof"
"201","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,9,0.310344827586207,411.574631876333,127.730058168517,"ic_mul"
"202","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,17,0.184782608695652,47.2505708669412,8.73108374715217,"ic_mul"
"203","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,90,0.456852791878173,8.27731258435556,3.78151336341117,"ic_mul"
"204","Chilko",2014,1312,2012,"SR_cov_resid",0.742058742143178,30,6,0.2,10.9592733885,2.1918546777,"ic_mul"
"205","Chilko",2015,1313,2013,"SR_cov_resid",-1.10092223207761,23,10,0.434782608695652,37.8351143606,16.450049722,"ic_mul"
"206","Gates",2012,1479,2010,"SR_cov_resid",-1.14368456200958,11,5,0.454545454545455,25.9535990082,11.7970904582727,"ic_mul"
"207","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,40,22,0.55,14.4855905902273,7.967074824625,"ic_mul"
"208","Gates",2015,1482,2013,"SR_cov_resid",0.354033138866531,24,15,0.625,34.3718139302667,21.4823837064167,"ic_mul"
"211","Pitt",2013,1792,2011,"SR_cov_resid",1.12999545549457,30,0,0,NA,NA,"ic_mul"
"213","Portage",2013,1855,2011,"SR_cov_resid",-2.76094953064122,30,12,0.4,6.65857315141667,2.66342926056667,"ic_mul"
"215","Quesnel",2012,1921,2010,"SR_cov_resid",0.551398321188551,25,11,0.44,6.46767090672727,2.84577519896,"ic_mul"
"216","Quesnel",2013,1922,2011,"SR_cov_resid",-1.11916717140012,95,50,0.526315789473684,16.54506211998,8.70792743156842,"ic_mul"
"217","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,44,29,0.659090909090909,36.3090220216552,23.9309463324545,"ic_mul"
"219","Raft",2013,1989,2011,"SR_cov_resid",0.285596373739357,16,10,0.625,5.696388836,3.5602430225,"ic_mul"
"220","Raft",2015,1991,2013,"SR_cov_resid",-1.63954921242504,29,11,0.379310344827586,2.65049111436364,1.00535869855172,"ic_mul"
"222","Scotch",2012,2039,2010,"SR_cov_resid",-0.581486679711928,22,9,0.409090909090909,4.01057416577778,1.64068943145455,"ic_mul"
"225","Seymour",2012,2106,2010,"SR_cov_resid",-0.654741715033726,19,8,0.421052631578947,0.63817284075,0.268704354,"ic_mul"
"228","Stellako",2013,2174,2011,"SR_cov_resid",-1.07113210474373,47,20,0.425531914893617,5.46552907185,2.32575705185106,"ic_mul"
"229","Stellako",2015,2176,2013,"SR_cov_resid",-0.385136581427814,17,13,0.764705882352941,4.16676122630769,3.18634682011765,"ic_mul"
"231","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,4,0.181818181818182,2.32314071825,0.4223892215,"ic_mul"
"234","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,22,14,0.636363636363636,2642.04642483029,1681.30227034655,"IcD"
"235","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,26,17,0.653846153846154,480.065357242941,313.888887428077,"IcD"
"236","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,37,32,0.864864864864865,3682.53709824775,3184.89694983589,"IcD"
"240","Gates",2013,1480,2011,"SR_cov_resid",-0.341710855951546,12,3,0.25,33.3001709713333,8.32504274283333,"IcD"
"250","Quesnel",2015,1924,2013,"SR_cov_resid",-1.25651342926018,23,9,0.391304347826087,174883.419112373,68432.6422613635,"IcD"
"264","Weaver",2015,2227,2013,"SR_cov_resid",-0.200278242308706,22,15,0.681818181818182,77088.9234076172,52560.6295961026,"IcD"
"267","Chilko",2011,1309,2009,"SR_cov_resid",0.30629425435431,29,1,0.0344827586206897,347.0584193,11.9675317,"lo_sal"
"268","Chilko",2012,1310,2010,"SR_cov_resid",0.685458079567512,92,1,0.0108695652173913,411.7867931,4.47594340326087,"lo_sal"
"269","Chilko",2013,1311,2011,"SR_cov_resid",0.606684688038082,197,1,0.0050761421319797,1.408952885,0.00715204510152284,"lo_sal"
