"","2.5%","25%","50%","75%","97.5%",""
"b[(Intercept) Year:2009]","-0.905717050121231","-0.457803584179159","-0.246586684687999","-0.0570519681457075","0.318614966718256","pa_ther"
"b[(Intercept) Year:2010]","0.000406194017495379","0.296356581295112","0.462746138589273","0.624059749861451","0.924893241192602","pa_ther"
"b[(Intercept) Year:2011]","-0.642936928410143","-0.326677742069762","-0.16835386638939","-0.00951975099652554","0.299808762721123","pa_ther"
"b[(Intercept) Year:2012]","-0.657684627577609","-0.326971510354302","-0.148170792274818","0.0121823963602447","0.321928228902976","pa_ther"
"b[(Intercept) Year:2013]","-0.898358090571684","-0.568697946421379","-0.395249507151726","-0.218219520648401","0.0876592518637831","pa_ther"
"b[(Intercept) Year:2014]","-0.638582366720762","-0.313812722678555","-0.146567281419882","0.0166388956039184","0.31474543218152","pa_ther"
"b[(Intercept) Year:2015]","-1.26614808133614","-0.694463106849823","-0.457325951953518","-0.234444071948877","0.250450747362523","pa_ther"
"b[(Intercept) Year:2016]","-0.0726775321712956","0.370126409814988","0.636064656026048","0.942108091710253","1.63271524348102","pa_ther"
"b[(Intercept) Year:2009]","-0.889718415021321","-0.445029741646907","-0.228756987667488","-0.0482080587551606","0.280988118404417","pa_min"
"b[(Intercept) Year:2010]","-0.15961266680035","0.119793918681781","0.280333975100439","0.455144288582566","0.819156962329692","pa_min"
"b[(Intercept) Year:2011]","-0.498865120984217","-0.174928010614753","-0.00640454750838264","0.150993938329848","0.487185660220278","pa_min"
"b[(Intercept) Year:2012]","-0.450581580152445","-0.144491519443004","0.0122477413011771","0.167915704753507","0.464252658054428","pa_min"
"b[(Intercept) Year:2013]","-0.941680214016651","-0.599909842561055","-0.426921128780073","-0.254353467844342","0.0326825927434298","pa_min"
"b[(Intercept) Year:2014]","-0.576028264086428","-0.211659358577034","-0.0486774266127564","0.111011613757167","0.426911308689382","pa_min"
"b[(Intercept) Year:2015]","-1.15485558999578","-0.611467690663713","-0.36741363973193","-0.135272172269123","0.319746611563163","pa_min"
"b[(Intercept) Year:2016]","-0.12056168944457","0.274562199637781","0.525826099265259","0.818437276943095","1.56844302960562","pa_min"
"b[(Intercept) Year:2009]","-0.982941411411745","-0.546922566515792","-0.32215103935809","-0.126320061259114","0.237801062190639","my_arc"
"b[(Intercept) Year:2010]","-0.0428063675763052","0.257684719830172","0.422966795933306","0.584876551916159","0.911938989713581","my_arc"
"b[(Intercept) Year:2011]","-0.576914728215988","-0.271840024934024","-0.118756743076423","0.0254987855010745","0.308130524120972","my_arc"
"b[(Intercept) Year:2012]","-0.393124255606465","-0.0740836374266084","0.0938003149831007","0.257985093939395","0.586100279212818","my_arc"
"b[(Intercept) Year:2013]","-0.953286368355336","-0.590614859207024","-0.417217210704498","-0.243993527658423","0.0571226993805055","my_arc"
"b[(Intercept) Year:2014]","-0.676834905933423","-0.318139490064368","-0.139866957044758","0.0291547874600852","0.354448632803177","my_arc"
"b[(Intercept) Year:2015]","-1.26040902936037","-0.68302673126517","-0.408088784191535","-0.173642048175552","0.339787835504506","my_arc"
"b[(Intercept) Year:2016]","-0.100577941426996","0.339661293190178","0.624302607864001","0.932367483029458","1.67546060595451","my_arc"
"b[(Intercept) Year:2009]","-1.06739291380224","-0.606829428176132","-0.385309765291566","-0.189833824031679","0.168073672301865","c_b_cys"
"b[(Intercept) Year:2010]","-0.0748225275165469","0.202349798043571","0.367143729911921","0.535924663164884","0.86233734376937","c_b_cys"
"b[(Intercept) Year:2011]","-0.507410197584763","-0.197870849509532","-0.0598345451507885","0.0855806478453995","0.365926406930345","c_b_cys"
"b[(Intercept) Year:2012]","-0.456360480697205","-0.120853393024432","0.0450071100033892","0.208575853275428","0.52297259107262","c_b_cys"
"b[(Intercept) Year:2013]","-0.956535411246993","-0.617889388908002","-0.444942753727768","-0.272935155234504","0.0438637353840206","c_b_cys"
"b[(Intercept) Year:2014]","-0.622781000274978","-0.284701597386412","-0.120275824587941","0.0377523761912611","0.364006181047661","c_b_cys"
"b[(Intercept) Year:2015]","-1.35484265886747","-0.714645339750502","-0.445125030132847","-0.206228636419754","0.320122362623028","c_b_cys"
"b[(Intercept) Year:2016]","-0.153869348571172","0.317317262814668","0.592092902777735","0.915968883913296","1.66138730099499","c_b_cys"
"b[(Intercept) Year:2009]","-0.810314244366846","-0.37484358033096","-0.173377557506116","-0.00956293693993869","0.293934178868202","pspv"
"b[(Intercept) Year:2010]","-0.325791872304155","-0.0343565984525499","0.0985793599520138","0.256234997548438","0.58102246944087","pspv"
"b[(Intercept) Year:2011]","-0.467251766996347","-0.157371780636993","-0.0213161681830481","0.10780245317414","0.370470514221987","pspv"
"b[(Intercept) Year:2012]","-0.393209135201563","-0.0955525611236513","0.0373899931334195","0.184141491377746","0.498808717235948","pspv"
"b[(Intercept) Year:2013]","-0.952560052143796","-0.588959652950102","-0.409333385145595","-0.228002890552024","0.0355854095255021","pspv"
"b[(Intercept) Year:2014]","-0.608687591588189","-0.270881728917289","-0.112173223691447","0.0158055423786973","0.320441964995622","pspv"
"b[(Intercept) Year:2015]","-0.961333037215375","-0.485552475778437","-0.249608808183429","-0.0416496407402163","0.368544200284847","pspv"
"b[(Intercept) Year:2016]","-0.0766332104393403","0.250788731866621","0.514792998169476","0.810861981370797","1.56567384928804","pspv"
"b[(Intercept) Year:2009]","-0.876438942930715","-0.439235007514953","-0.248733189721454","-0.0674336106438598","0.208054318864564","pa_kab"
"b[(Intercept) Year:2010]","-0.157369512864924","0.0642460189145776","0.217837416234518","0.386841971754188","0.714653204546183","pa_kab"
