"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","early_sst_stnd"
1950,1,"E.Stuart",59443,"25657.9205","",NA,0,0,579,0,240545,0,0,542,0,0,0,241087,241666,NA,"0.997751849",25657.9205,NA,NA,NA,2.24030554882443,0,1,0,-0.634422090070314,-1.0540404801114
1951,1,"E.Stuart",61070,"29801.2067","",NA,0,0,9,0,158428,0,0,15217,0,0,0,173645,173654,NA,"0.912367186",29801.2067,25657.9205,NA,NA,1.76246409924518,0,1,0,-0.0905815455059216,-0.164068511595358
1952,1,"E.Stuart",40652,"19750.7686","",NA,0,0,28,0,78012,0,0,10560,0,0,0,88572,88600,NA,"0.880774963",19750.7686,29801.2067,25657.9205,NA,1.50062337353031,0,1,0,-0.642065857835898,-1.06654918162916
1953,1,"E.Stuart",154586,"78293.6337","",NA,0,0,294,0,537711,0,0,2886,0,0,0,540597,540891,NA,"0.994661458",78293.6337,19750.7686,29801.2067,25657.9205,1.93220779125959,0,1,0,-0.973261825373918,-1.60853732528712
1954,1,"E.Stuart",38482,"19757.0752","",NA,0,0,341,0,154781,0,0,701,0,0,0,155482,155823,NA,"0.99549144",19757.0752,78293.6337,19750.7686,29801.2067,2.06301830412217,0,1,0,0.00693458248915148,-0.00448750708722293
1955,1,"E.Stuart",2290,"1448.0714","",NA,0,0,11,0,25824,0,0,1632,0,0,0,27456,27467,NA,"0.940559441",1448.0714,19757.0752,78293.6337,19750.7686,2.94235212116543,0,1,0,0.483746400203301,0.775794794892798
1956,1,"E.Stuart",33005,"20807.5482","",NA,0,0,0,0,101035,0,0,6393,2966,0,0,110394,110394,NA,"0.915221842",20807.5482,1448.0714,19757.0752,78293.6337,1.66873996943216,0,0.973132597786112,0.0268674022138884,1.33239699780778,2.16457547790961
1957,1,"E.Stuart",236376,"119724.0694","",NA,0,0,730,0,1215763,23,0,3272,3148,0,0,1222183,1222936,NA,"0.994747104",119724.0694,20807.5482,1448.0714,19757.0752,2.3232042096345,0,0.997407059731662,0.00259294026833784,0.097839360482682,0.144274303754257
1958,1,"E.Stuart",43696,"24988.2139","",NA,0,0,755,0,102112,0,0,240,0,0,0,102352,103107,NA,"0.997655151",24988.2139,119724.0694,20807.5482,1448.0714,1.41001358300424,0,1,0,-0.0312903871022449,-0.0670410474102776
1959,1,"E.Stuart",4110,"1953.5824","",NA,0,0,0,0,14682,0,0,6153,0,0,0,20835,20835,NA,"0.704679626",1953.5824,24988.2139,119724.0694,20807.5482,2.3669694495497,0,1,0,0.441754791719849,0.707077309893391
1960,1,"E.Stuart",20021,"10173.64","",NA,0,0,22,0,69925,0,0,4202,0,0,0,74127,74149,NA,"0.943313503",10173.64,1953.5824,24988.2139,119724.0694,1.98597977694257,0,1,0,-0.0517373006852008,-0.100501553643913
1961,1,"E.Stuart",199915,"87945.2055","",NA,0,0,630,0,252123,0,0,2208,881,0,0,255212,255842,NA,"0.987896337",87945.2055,10173.64,1953.5824,24988.2139,1.06538061653945,0,0.996556468445369,0.00344353155463137,0.722002029087697,1.16569001908597
1962,1,"E.Stuart",39796,"20497.6678","",NA,0,0,0,0,67661,0,0,5992,2132,0,0,75785,75785,NA,"0.892802006",20497.6678,87945.2055,10173.64,1953.5824,1.30758927006474,0,0.971867783862242,0.0281322161377581,-0.588415482557359,-0.978752619612057
1963,1,"E.Stuart",11497,"4772.7692","",NA,0,0,332,0,90397,0,0,1825,0,0,0,92222,92554,NA,"0.980210796",4772.7692,20497.6678,87945.2055,10173.64,2.96127203229044,0,1,0,-0.95382141285256,-1.57672391532105
1964,1,"E.Stuart",22401,"9511.241","",NA,0,0,1027,0,25940,0,0,12949,2971,0,0,41860,42887,NA,"0.619684663",9511.241,4772.7692,20497.6678,87945.2055,1.48185635475757,0,0.930724928299951,0.069275071700049,-0.149255400100596,-0.260085784297731
1965,1,"E.Stuart",26832,"12769.5179","",NA,0,0,432,0,415253,0,0,1526,0,0,0,416779,417211,NA,"0.996338587",12769.5179,9511.241,4772.7692,20497.6678,3.48549518850591,0,1,0,-0.126586735946503,-0.222989477553984
1966,1,"E.Stuart",43295,"21189.6618","",NA,0,0,1746,0,83040,0,0,0,0,0,0,83040,84786,NA,"1",21189.6618,12769.5179,9511.241,4772.7692,1.3658090076234,0,1,0,-0.323645532829145,-0.545467834726712
1967,1,"E.Stuart",26782,"13499.0514","",NA,0,0,423,0,326142,0,0,13128,0,0,0,339270,339693,NA,"0.961305155",13499.0514,21189.6618,12769.5179,9511.241,3.22417683424245,0,1,0,-0.4750702302964,-0.793267925091108
1968,1,"E.Stuart",12049,"4680.7652","",NA,0,0,11,0,10412,0,0,0,0,0,0,10412,10423,NA,"1",4680.7652,13499.0514,21189.6618,12769.5179,0.799497386294626,0,1,0,-0.521399149570872,-0.869083235108032
1969,1,"E.Stuart",111739,"49646.8589","",NA,0,0,648,0,1366181,76,0,4452,4237,0,0,1374870,1375594,NA,"0.99368013",49646.8589,4680.7652,13499.0514,21189.6618,3.32117933654052,0,0.996864627208319,0.00313537279168127,-1.13020508833739,-1.86536831385714
1970,1,"E.Stuart",37451,"17958.4178","",NA,0,0,1212,0,178232,0,0,1312,1380,0,0,180924,182136,NA,"0.985120824",17958.4178,49646.8589,4680.7652,13499.0514,2.31001809035976,0,0.992423244169192,0.00757675583080775,-0.485094371597235,-0.809672006867197
1971,1,"E.Stuart",98522,"45881.9066","",NA,0,0,311,0,423510,0,0,6993,396,0,0,430899,431210,NA,"0.98285213",45881.9066,17958.4178,49646.8589,4680.7652,2.23980287626365,0,0.999081653950511,0.000918346049488648,-0.272222728642217,-0.461316598254425
1972,1,"E.Stuart",15115,"5479.9305","",NA,0,0,25,0,32207,0,0,0,0,0,0,32207,32232,NA,"1",5479.9305,45881.9066,17958.4178,49646.8589,1.7710914018309,0,1,0,-0.467030653629713,-0.780111499106322
1973,1,"E.Stuart",305824,"155913.8622","",NA,0,0,4591,0,1342456,67,0,3951,1017,0,0,1347424,1352082,NA,"0.996312965",155913.8622,5479.9305,45881.9066,17958.4178,2.15664621108498,0,0.999198273477496,0.000801726522503813,-0.620859010369085,-1.03184507584908
1974,1,"E.Stuart",50436,"26488.9826","",NA,0,0,1242,0,141307,0,0,2218,477,0,0,144002,145244,NA,"0.981284982",26488.9826,155913.8622,5479.9305,45881.9066,1.69309829276804,0,0.996715871223596,0.00328412877640384,-0.735717225395974,-1.21980566972058
1975,1,"E.Stuart",74165,"29132.3166","",NA,0,0,150,0,220007,0,0,2852,76,0,0,222935,223085,NA,"0.986866127",29132.3166,26488.9826,155913.8622,5479.9305,2.03503215508011,0,0.999659322679696,0.00034067732030392,-0.227247171577681,-0.387716008052216
1976,1,"E.Stuart",34192,"16365.3306","",NA,0,0,43,0,28800,0,0,3034,0,0,0,31834,31877,NA,"0.904693095",16365.3306,29132.3166,26488.9826,155913.8622,0.665369791608707,0,1,0,0.428149265204432,0.684812443221265
1977,1,"E.Stuart",128880,"58462.8674","",NA,0,0,572,0,752467,0,0,8655,0,0,0,761122,761694,NA,"0.98862863",58462.8674,16365.3306,29132.3166,26488.9826,2.56640185298448,0,1,0,0.0114386159865527,0.00288315256294173
1978,1,"E.Stuart",62897,"24094.2563","",NA,0,0,202,0,71470,0,0,1180,0,0,0,72650,72852,NA,"0.983757743",24094.2563,58462.8674,16365.3306,29132.3166,1.1036799057251,0,1,0,0.167214980449272,0.257804561264097
1979,1,"E.Stuart",101451,"39842.2132","",NA,0,0,34,0,89807,0,0,17889,206,0,0,107902,107936,NA,"0.832301533",39842.2132,24094.2563,58462.8674,16365.3306,0.996296424391226,0,0.998091461606878,0.00190853839312185,-0.0420423379527537,-0.0846361586233991
1980,1,"E.Stuart",44518,"19388.0574","",NA,0,0,10,0,37950,0,0,25541,0,0,0,63491,63501,NA,"0.597722512",19388.0574,39842.2132,24094.2563,58462.8674,1.18624088499728,0,1,0,-0.548073692679124,-0.912734992735504
1981,1,"E.Stuart",148967,"76369.4853","",NA,0,0,46,0,331290,0,0,18805,0,0,0,350095,350141,NA,"0.946286008",76369.4853,19388.0574,39842.2132,24094.2563,1.52262133690465,0,1,0,0.986431776779315,1.5984180777779
1982,1,"E.Stuart",30734,"14331.4336","",NA,0,0,13,0,26796,0,0,1007,0,0,0,27803,27816,NA,"0.963780887",14331.4336,76369.4853,19388.0574,39842.2132,0.662688649836966,0,1,0,-0.436006367904523,-0.729341572305871
1983,1,"E.Stuart",40244,"21084.9971","",NA,0,0,423,0,176760,4,0,10949,760,0,0,188469,188896,NA,"0.937873072",21084.9971,14331.4336,76369.4853,19388.0574,2.19037178747026,0,0.995955446383195,0.00404455361680501,-0.157619006924173,-0.273772471881194
1984,1,"E.Stuart",76087,"31882.3226","",NA,0,0,240,0,209867,12,0,29536,2385,0,0,241788,242040,NA,"0.867979387",31882.3226,21084.9971,14331.4336,76369.4853,2.02600960343517,0,0.990096678235002,0.00990332176499752,-0.0201058126820948,-0.0487379660876299
1985,1,"E.Stuart",245431,"121107.4069","",NA,0,0,2414,0,1179879,0,0,26057,527,0,0,1206463,1208877,NA,"0.977965342",121107.4069,31882.3226,21084.9971,14331.4336,2.29877040518573,0,0.999564058212705,0.000435941787295151,0.173742736423175,0.268486956852568
1986,1,"E.Stuart",48267,"23248.1413","",NA,0,0,56,0,128280,0,0,17603,3,0,0,145886,145942,NA,"0.879316727",23248.1413,121107.4069,31882.3226,21084.9971,1.83660031003867,0,0.999979443888668,2.0556111331899e-05,0.0190277063766811,0.0153023768764924
1987,1,"E.Stuart",165302,"83393.6618","",NA,0,0,8,0,494847,0,0,31065,0,0,0,525912,525920,NA,"0.940931182",83393.6618,23248.1413,121107.4069,31882.3226,1.84156158948639,0,1,0,0.551989801594467,0.887472224759623
1988,1,"E.Stuart",233897,"106697.8571","",NA,0,0,33,0,319342,0,0,59894,0,0,663,379899,379932,NA,"0.840597106",106697.8571,83393.6618,23248.1413,121107.4069,1.26990435322387,0,0.998254950885948,0.00174504911405199,0.481430581093145,0.772005055211209
1989,1,"E.Stuart",412573,"225963.1775","",NA,0,0,420,0,1091749,0,0,45932,688,0,0,1138369,1138789,NA,"0.959046671",225963.1775,106697.8571,83393.6618,23248.1413,1.61697976062159,0,0.999395849450601,0.000604150549399406,-0.147133142336359,-0.256612799543259
1990,1,"E.Stuart",122415,"58832.7197","fry leaving ",27908218.96,0,0,2,0,156963,0,0,9121,0,0,0,166084,166086,NA,"0.945082007",58832.7197,225963.1775,106697.8571,83393.6618,1.03779552684339,0,1,0,1.20884967631982,1.96239553011334
1991,1,"E.Stuart",171032,"97510.0768","stream for lake",56034422.68,0,0,514,0,129192,0,0,14581,172,0,0,143945,144459,NA,"0.897509465",97510.0768,58832.7197,225963.1775,106697.8571,0.389475557713954,0,0.99880935075004,0.0011906492499602,0.990358537212832,1.60484405456068
1992,1,"E.Stuart",115964,"47236.907","brood year ",14209158.61,0,0,10,0,80797,0,0,19569,0,0,0,100366,100376,NA,"0.805023614",47236.907,97510.0768,58832.7197,225963.1775,0.753647989474788,0,1,0,0.639499638063847,1.03067835789108
1993,1,"E.Stuart",726403,"405910.6586","t+1",498394566.8,0,0,847,0,1652166,0,0,161770,0,0,0,1813936,1814783,NA,"0.910818243",405910.6586,47236.907,97510.0768,58832.7197,1.49712126622883,0,1,0,1.07509927168943,1.74351866981218
1994,1,"E.Stuart",43147,"20163.5995","",12509635.75,0,0,6,0,27990,0,0,1034,0,0,0,29024,29030,NA,"0.964374311",20163.5995,405910.6586,47236.907,97510.0768,0.364244100040126,0,1,0,0.119495672141086,0.179713938606904
1995,1,"E.Stuart",149107,"66257.8308","",44420729.16,0,0,20,0,170595,0,0,18985,0,0,0,189580,189600,NA,"0.89985758",66257.8308,20163.5995,405910.6586,47236.907,1.05125744038901,0,1,0,1.07828784770654,1.74873663912887
1996,1,"E.Stuart",192333,"57093.47","",30930913.99,0,0,0,0,359206,0,0,104940,0,0,0,464146,464146,NA,"0.773907348",57093.47,66257.8308,20163.5995,405910.6586,2.09550940855342,0,1,0,1.11279740434061,1.80521006384354
1997,1,"E.Stuart",283587,"80429.1152","",30074780.54,0,0,1,0,109249,0,0,38121,201,0,0,147571,147572,NA,"0.740314832",80429.1152,57093.47,66257.8308,20163.5995,0.606933175912329,0,0.998637952999214,0.00136204700078606,-0.611778850023907,-1.01698577884078
1998,1,"E.Stuart",66520,"23688.9817","",5505462.426,0,0,2,0,24341,0,0,4349,0,0,0,28690,28692,NA,"0.848414082",23688.9817,80429.1152,57093.47,66257.8308,0.19153859712803,0,1,0,0.451975591847156,0.723803215492052
1999,1,"E.Stuart",35532,"12260.2908","",6104258.031,0,0,0,0,25927,0,0,4639,0,0,0,30566,30566,NA,"0.84823006",12260.2908,23688.9817,80429.1152,57093.47,0.913522630466156,0,1,0,-0.320505543112472,-0.540329374828497
2000,1,"E.Stuart",180517,"52688.8964","",35070706.12,0,0,0,0,132457,0,0,3417,0,0,0,135874,135874,NA,"0.974851701",52688.8964,12260.2908,23688.9817,80429.1152,0.94732324685772,0,1,0,-0.303752993532308,-0.512914538482555
2001,1,"E.Stuart",187471,"88798.6042","",51804033.52,0,NA,5,NA,216279,NA,0,35722,NA,NA,NA,252001,252006,NA,"0.858246594",88798.6042,52688.8964,12260.2908,23688.9817,1.0430621243514,NA,NA,NA,NA,NA
2002,1,"E.Stuart",44283,"22083.4916","",11603590.79,0,NA,NA,NA,20266,NA,0,4300,NA,NA,19,24585,24585,NA,"0.824323775",22083.4916,88798.6042,52688.8964,12260.2908,0.107306157898909,NA,NA,NA,NA,NA
2003,1,"E.Stuart",28627,"15056.8406","",6457973.28,0,NA,NA,NA,8431,NA,0,1588,12,0,0,10031,10031,NA,"0.840494467",15056.8406,22083.4916,88798.6042,52688.8964,-0.40615211494532,NA,NA,NA,NA,NA
2004,1,"E.Stuart",20519,"11515.8227","",5855048.499,0,NA,NA,NA,32387,NA,0,5077.197703,0,0,0,37464.1977,37464.1977,NA,"0.864478675",11515.8227,15056.8406,22083.4916,88798.6042,1.17966377227271,NA,NA,NA,NA,NA
2005,1,"E.Stuart",127039,"68293.9816","",31630751.23,NA,NA,49,0,76119.30256,0,0,7851.548644,1021.145989,0,0,84991.99719,85040.99719,NA,"0.895605528",68293.9816,11515.8227,15056.8406,22083.4916,0.218735455788084,NA,0.987992309359702,0.0120076906755754,NA,NA
2006,1,"E.Stuart",57769,"28356.3256","",12292381.03,NA,0,0,0,96107.17826,0,0,12590.13252,0,0,0,108697.3108,108697.3108,NA,"0.884172548",28356.3256,68293.9816,11515.8227,15056.8406,1.34371692366523,NA,0.999999999816003,0,NA,NA
2007,1,"E.Stuart",9944,"4304.1022","",1170442.643,NA,0,0,0,12528.30735,0,0,146.7138794,0,0,0,12675.02123,12675.02123,NA,"0.98842496",4304.1022,28356.3256,68293.9816,11515.8227,1.08006465649581,NA,0.999999999952663,0,NA,NA
2008,1,"E.Stuart",45031,"16262.4699","",NA,NA,0,1,0,183795.6054,0,0,9161.322066,130.7264972,0,0,193087.654,193088.654,NA,"0.951876527",16262.4699,4304.1022,28356.3256,68293.9816,2.47428425865295,NA,0.999322971436737,0.000677028372676936,NA,NA
2009,1,"E.Stuart",57989,"27947.8462","",NA,NA,0,3,0,172827.0217,0,0,18102.01404,0,0,0,190929.0357,190932.0357,NA,"0.905189832",27947.8462,16262.4699,4304.1022,28356.3256,1.92156168057262,NA,1.0000000002095,0,NA,NA
2010,1,"E.Stuart",140563,"66794.448","",NA,NA,0,53,0,109754.1957,0,0,26470.22843,0,0,0,136224.4242,136277.4242,NA,"0.805686619",66794.448,27947.8462,16262.4699,4304.1022,0.712683740313614,NA,0.999999999486342,0,NA,NA
2011,1,"E.Stuart",59305,"27007.4202","",NA,NA,0,7,0,2258.263048,0,0,235.0703433,0,0,0,2493.333391,2500.333391,NA,"0.905720453",27007.4202,66794.448,27947.8462,16262.4699,-2.38249112402322,NA,1.00000000011998,0,NA,NA
2012,1,"E.Stuart",57437,"13721.4318","",NA,NA,0,9,0,17601.17908,0,0,2129.394703,0,0,0,19730.57378,19739.57378,NA,"0.892076392",13721.4318,27007.4202,66794.448,27947.8462,0.363210425759942,NA,1.00000000015198,0,NA,NA
2013,1,"E.Stuart",151146,"67086.2209","",NA,NA,0,4,0,20167.7627,0,0,7074.884698,0,NA,NA,27242.6474,27246.6474,NA,"0.740301132",67086.2209,13721.4318,27007.4202,66794.448,-0.901195006658474,NA,NA,NA,NA,NA
2014,1,"E.Stuart",109816,"44240.6354","",NA,NA,0,10,0,115836.452,0,0,NA,NA,NA,NA,115836.452,115846.452,NA,"",44240.6354,67086.2209,13721.4318,27007.4202,0.962535580036556,NA,NA,NA,NA,NA
1950,2,"L.Stuart",5843,"1834.017","",NA,0,0,591,0,36671,0,0,2419,0,0,0,39090,39681,NA,"0.938117166",1834.017,44240.6354,67086.2209,13721.4318,3.05935803665695,0,1,0,-0.634422090070314,-1.07093316425174
1951,2,"L.Stuart",4402,"1246.56","",NA,0,0,0,0,56085,0,0,7559,166,0,0,63810,63810,NA,"0.878937471",1246.56,1834.017,44240.6354,67086.2209,3.93552216027984,0,0.997398526876665,0.0026014731233349,-0.0920162171223888,-0.190739994391676
1952,2,"L.Stuart",1975,"15.773","",NA,0,0,86,0,3858,0,0,29,0,0,0,3887,3973,NA,"0.992539233",15.773,1246.56,1834.017,44240.6354,5.50709331334689,0,1,0,-0.642065857835898,-1.08333714531982
1953,2,"L.Stuart",369023,"78685.1792","",NA,0,0,830,0,1548072,0,0,1470,1867,0,0,1551409,1552239,NA,"0.997849052",78685.1792,15.773,1246.56,1834.017,2.98146401176618,0,0.998797221304193,0.00120277869580651,-0.972082866016834,-1.61887470312646
1954,2,"L.Stuart",5470,"2686.816","",NA,0,0,150,0,135111,0,0,2704,0,0,0,137815,137965,NA,"0.980379494",2686.816,78685.1792,15.773,1246.56,3.9375553566339,0,1,0,0.00693458248915148,-0.0301668473921571
1955,2,"L.Stuart",7618,"3272.4495","",NA,0,0,29,0,50196,0,0,1120,0,0,0,51316,51345,NA,"0.978174449",3272.4495,2686.816,78685.1792,15.773,2.75246380733144,0,1,0,0.483746400203301,0.743583080829671
1956,2,"L.Stuart",1454,"466.2784","",NA,0,0,0,0,13472,0,0,32630,0,0,0,46102,46102,NA,"0.292221596",466.2784,3272.4495,2686.816,78685.1792,4.59382873136048,0,1,0,1.36647286515604,2.17603402588187
1957,2,"L.Stuart",531130,"300036.1174","",NA,0,0,874,0,1327094,0,0,1916,0,0,0,1329010,1329884,NA,"0.998558325",300036.1174,466.2784,3272.4495,2686.816,1.48828672439633,0,1,0,0.0981750566451328,0.117894311552187
1958,2,"L.Stuart",23638,"13152","",NA,0,0,672,0,53044,0,0,961,0,0,0,54005,54677,NA,"0.982205351",13152,300036.1174,466.2784,3272.4495,1.41250279655661,0,1,0,-0.0312903871022449,-0.0921967014746659
1959,2,"L.Stuart",8225,"4116.6268","",NA,0,0,67,0,6092,0,0,1233,0,0,0,7325,7392,NA,"0.831672355",4116.6268,13152,300036.1174,466.2784,0.576259064754673,0,1,0,0.441754791719849,0.675440885433271
1960,2,"L.Stuart",2961,"1306.802","",NA,0,0,27,0,6658,0,0,2932,0,0,0,9590,9617,NA,"0.694264859",1306.802,4116.6268,13152,300036.1174,1.99313795769566,0,1,0,-0.0517373006852008,-0.125377082768518
1961,2,"L.Stuart",411105,"194459.6937","",NA,0,0,143,0,770385,0,0,7535,415,0,0,778335,778478,NA,"0.989785889",194459.6937,1306.802,4116.6268,13152,1.38693211151108,0,0.999466908506085,0.00053309149391505,0.725798208551161,1.13637445549187
1962,2,"L.Stuart",18689,"9072.6638","",NA,0,0,45,0,43107,0,0,1917,0,0,0,45024,45069,NA,"0.957422708",9072.6638,194459.6937,1306.802,4116.6268,1.60192976642939,0,1,0,-0.577838242751929,-0.979111304611164
1963,2,"L.Stuart",3237,"1091.938","",NA,0,0,25,0,11911,0,0,113,0,0,0,12024,12049,NA,"0.990602129",1091.938,9072.6638,194459.6937,1306.802,2.39895055329659,0,1,0,-0.95382141285256,-1.58924079400311
1964,2,"L.Stuart",1900,"824","",NA,0,0,60,0,1806,0,0,1235,0,0,0,3041,3101,NA,"0.593883591",824,1091.938,9072.6638,194459.6937,1.30577115776789,0,1,0,-0.150942658373013,-0.286363315782112
1965,2,"L.Stuart",214958,"122785.0208","",NA,0,0,228,0,1102448,0,0,21752,91,0,0,1124291,1124519,NA,"0.980571756",122785.0208,824,1091.938,9072.6638,2.214472865926,0,0.999919076511824,8.09234881758334e-05,-0.126602682631722,-0.246865438877486
1966,2,"L.Stuart",9032,"4163.4","",NA,0,0,274,0,71954,0,0,1851,0,0,0,73805,74079,NA,"0.974920398",4163.4,122785.0208,824,1091.938,2.87509443183754,0,1,0,-0.323645532829145,-0.566618191499657
1967,2,"L.Stuart",1642,"895.9","",NA,0,0,224,0,6294,0,0,10038,0,0,0,16332,16556,NA,"0.385378398",895.9,4163.4,122785.0208,824,2.90305285283593,0,1,0,-0.4750702302964,-0.812343747040609
1968,2,"L.Stuart",470,"178.7349","",NA,0,0,0,0,27393,0,0,3906,0,0,0,31299,31299,NA,"0.875203681",178.7349,895.9,4163.4,122785.0208,5.1654377246547,0,1,0,-0.521399149570872,-0.887524345824987
1969,2,"L.Stuart",207057,"114300.6559","",NA,0,0,2756,0,1602892,54,0,19888,0,0,0,1622780,1625590,NA,"0.987744488",114300.6559,178.7349,895.9,4163.4,2.65306369768673,0,0.999966781291716,3.32187082843768e-05,-1.13220755382625,-1.87871823278778
1970,2,"L.Stuart",15055,"8027.7524","",NA,0,0,318,0,70520,0,0,0,0,0,0,70520,70838,NA,"1",8027.7524,114300.6559,178.7349,895.9,2.17299176912402,0,1,0,-0.486720928821962,-0.831250004840813
1971,2,"L.Stuart",1535,"724.6439","",NA,0,0,1243,0,65527,0,0,0,0,0,0,65527,66770,NA,"1",724.6439,8027.7524,114300.6559,178.7349,4.50453718865086,0,1,0,-0.272043663109771,-0.482880873110845
1972,2,"L.Stuart",8704,"3411","",NA,0,0,0,0,16180,0,0,2586,0,0,0,18766,18766,NA,"0.862197591",3411,724.6439,8027.7524,114300.6559,1.70504121843135,0,1,0,-0.467030653629713,-0.799297464130498
1973,2,"L.Stuart",214343,"116700.6597","",NA,0,0,290,0,658158,0,0,5807,1843,0,0,665808,666098,NA,"0.988510201",116700.6597,3411,724.6439,8027.7524,1.74138914845621,0,0.997233139868308,0.00276686013169233,-0.621088196758358,-1.04929548957642
1974,2,"L.Stuart",14627,"7371.186","",NA,0,0,855,0,48593,0,0,1268,0,0,0,49861,50716,NA,"0.974569303",7371.186,116700.6597,3411,724.6439,1.91166051813752,0,1,0,-0.737391872763362,-1.2380281459779
1975,2,"L.Stuart",14229,"5678.9384","",NA,0,0,541,0,214097,0,0,478,0,0,0,214575,215116,NA,"0.997772341",5678.9384,7371.186,116700.6597,3411,3.63189501374792,0,1,0,-0.227470526371413,-0.410549483513026
1976,2,"L.Stuart",3000,"1673.6118","",NA,0,0,0,0,3339,0,0,0,0,0,0,3339,3339,NA,"1",1673.6118,5678.9384,7371.186,116700.6597,0.690687315428691,0,1,0,0.428149265204432,0.653362415954071
1977,2,"L.Stuart",146629,"75961.6904","",NA,0,0,104,0,1313861,0,0,43776,0,0,0,1357637,1357741,NA,"0.96775574",75961.6904,1673.6118,5678.9384,7371.186,2.88327182801197,0,1,0,0.0114386159865527,-0.0228578934907414
1978,2,"L.Stuart",13027,"7115","",NA,0,0,699,0,69820,0,0,8928,0,0,0,78748,79447,NA,"0.886625692",7115,75961.6904,1673.6118,5678.9384,2.40404764901603,0,1,0,0.167214980449272,0.229929362075868
1979,2,"L.Stuart",31918,"16711","",NA,0,0,0,0,6854,0,0,0,0,0,0,6854,6854,NA,"1",16711,7115,75961.6904,1673.6118,-0.891234761768829,0,1,0,-0.0410747109308134,-0.108074285835615
1980,2,"L.Stuart",979,"285.817","",NA,0,0,0,0,21440,0,0,0,0,0,0,21440,21440,NA,"1",285.817,16711,7115,75961.6904,4.31766186930261,0,1,0,-0.548073692679124,-0.930810659310894
1981,2,"L.Stuart",249699,"120124.4746","",NA,0,0,0,0,1978010,0,0,55891,0,0,0,2033901,2033901,NA,"0.972520295",120124.4746,285.817,16711,7115,2.82918240935401,0,1,0,0.986431776779315,1.5593195193863
1982,2,"L.Stuart",16758,"8681","",NA,0,0,193,0,52097,0,0,8699,0,0,0,60796,60989,NA,"0.856914929",8681,120124.4746,285.817,16711,1.94638726792454,0,1,0,-0.436006367904523,-0.748952573418518
1983,2,"L.Stuart",2246,"1451","",NA,0,0,0,0,14195,0,0,3717,32,0,0,17944,17944,NA,"0.791072225",1451,8681,120124.4746,285.817,2.51500282331586,0,0.998216674097191,0.00178332590280874,-0.157926814588662,-0.297696907295123
1984,2,"L.Stuart",1228,"672","",NA,0,0,222,0,14522,0,0,0,0,0,0,14522,14744,NA,"1",672,1451,8681,120124.4746,3.07316167941704,0,1,0,-0.0220454342192144,-0.0771943853325198
1985,2,"L.Stuart",274642,"159051.7833","",NA,0,0,7755,0,3367086,0,0,132788,0,0,0,3499874,3507629,NA,"0.962059206",159051.7833,672,1451,8681,3.09125241649977,0,1,0,0.173810217363771,0.240631831896486
1986,2,"L.Stuart",28715,"15044.286","",NA,0,0,264,0,725126,0,0,91171,0,0,0,816297,816561,NA,"0.888311485",15044.286,159051.7833,672,1451,3.99378000800237,0,1,0,0.0190167505233064,-0.0105604192335414
1987,2,"L.Stuart",6524,"2391.5592","",NA,0,0,984,0,283932,0,0,95155,0,0,0,379087,380071,NA,"0.748989018",2391.5592,15044.286,159051.7833,672,5.0658201920206,0,1,0,0.551989801594467,0.854325568675649
1988,2,"L.Stuart",11459,"3638.8656","",NA,0,0,1552,0,207234,0,0,0,0,0,0,207234,208786,NA,"1",3638.8656,2391.5592,15044.286,159051.7833,4.04217660486313,0,1,0,0.482530806047859,0.741610466360866
1989,2,"L.Stuart",575791,"327147.8594","",NA,0,0,20256,0,5162734,0,0,144134,0,0,0,5306868,5327124,NA,"0.972840101",327147.8594,3638.8656,2391.5592,15044.286,2.78634487159064,0,1,0,-0.147952855331283,-0.281511590629773
1990,2,"L.Stuart",190060,"111751.1694","",NA,0,0,440,0,372685,44,0,16654,0,0,0,389339,389823,NA,"0.957224938",111751.1694,327147.8594,3638.8656,2391.5592,1.24817573154021,0,0.999887128260775,0.000112871739225238,1.20882506205331,1.92020987932476
1991,2,"L.Stuart",77322,"40200","",NA,0,0,354,0,91441,0,0,17786,0,0,0,109227,109581,NA,"0.837164804",40200,111751.1694,327147.8594,3638.8656,0.999561289871159,0,1,0,0.99077678508446,1.56637041397265
1992,2,"L.Stuart",23892,"12422","",NA,0,0,0,0,128970,0,0,6429,0,0,0,135399,135399,NA,"0.952518113",12422,40200,111751.1694,327147.8594,2.38875688078942,0,1,0,0.639499638063847,0.99633280753037
1993,2,"L.Stuart",1805142,"1184360.264","",NA,0,0,4082,0,3249145,0,0,511029,0,0,0,3760174,3764256,NA,"0.864094321",1184360.264,12422,40200,111751.1694,1.15526246572084,0,1,0,1.07509927168943,1.70320535709731
1994,2,"L.Stuart",76715,"40687.7365","",NA,0,0,0,0,108011,0,0,7429,0,0,0,115440,115440,NA,"0.935646223",40687.7365,1184360.264,12422,40200,1.04282418191771,0,1,0,0.119495672141086,0.152492499132195
