"","lower","25","mid","75","upper"
"arena1",-0.497689751638819,-0.143867301560792,-0.0221856025862518,0.104009673691942,0.457060647413175
"arena2",-0.458170677086127,-0.252602211284535,-0.148279456762077,-0.0483487691688555,0.147803007518312
"ascv",-0.367128802137343,-0.0528303482569297,0.0884341030737826,0.223490922696842,0.531584776455832
"c_b_cys",-0.344242368588195,-0.177723919922631,-0.0902921147055145,-0.0045342654259461,0.168763979053835
"ce_sha",-0.188135582719842,0.00368162166705056,0.103195540208758,0.202237868285365,0.394537440832834
"Circo.virus",-0.825600454746184,-0.373957064451815,-0.217470662394994,-0.0641308233862501,0.468308543279999
"cr_sal",-0.250089549201618,0.00996002046362944,0.103586933978225,0.194628187537971,0.399422684091929
"de_sal",-0.322005987118124,-0.106314614071648,0.00315681966883561,0.107753312583633,0.318277455577235
"fa_mar",-0.127412269525293,0.0577132657817116,0.143997055728932,0.229769939798945,0.408222259223294
"fl_psy",-0.388090247664764,-0.173880047058746,-0.0796205885523577,0.0202921097000168,0.232787287381175
"ic_hof",-0.305797400279663,-0.0798401368311464,0.0212616574378196,0.113248288693037,0.29720929767953
"ic_mul",-0.384043965399797,-0.199810463850222,-0.116368072295297,-0.0319623037854704,0.14087749392876
"IcD",-0.303639240752271,-0.0639351201558092,0.0425403266056084,0.154160792690725,0.380895031084401
"ihnv",-0.430018313811815,-0.0212064688671984,0.0969886348557146,0.228640086996986,0.923234526022818
"ku_thy",-0.28821357772944,-0.0135735689183592,0.0863220580857535,0.18259379467035,0.393289651350071
"lo_sal",-0.234197264472863,-0.00570368786376361,0.102982129390625,0.214181803204336,0.430686328421216
"mo_vis",-0.616920103254709,-0.299527285783236,-0.142412597993049,0.0341920919881511,0.717200933241522
"my_arc",-0.286288869920292,-0.127859344566568,-0.037727944971415,0.042827334406066,0.21201760732987
"nu_sal",-0.495067941962251,-0.168354498331657,-0.0364129746211798,0.106444957562292,0.487582234807915
"pa_kab",-0.102884864378156,0.118604200077424,0.249029109568477,0.372161207383301,0.612933471855061
"pa_min",0.000588544782331974,0.216842407495348,0.329120565298006,0.433549966067769,0.662095574869992
"pa_pse",-0.334140700292397,-0.147991658789336,-0.0521743647178316,0.0473839913275306,0.242894669811139
"pa_ther",-0.125714098511924,0.0709598105987349,0.171590573523733,0.274062101818667,0.458448428275459
"pch_sal",-0.375125078519281,-0.146892502061605,-0.0482951807046985,0.0523732439396829,0.316615434605589
"Picorna2_virus",-0.449995140798901,-0.0714562578409025,0.0614727863380702,0.192020126494564,0.569526063923088
"pspv",-0.109882678264235,0.0530172971348578,0.135687892747263,0.220669632027545,0.380055261081802
"prv",-0.543879129721585,-0.127102645529703,0.0127311043639442,0.142719079070394,0.478501198035191
"Qin",-0.638833566857153,-0.327788842590662,-0.207825216310275,-0.0706890885530775,0.2764366899333
"rlo",-0.295512133998145,-0.1087683667317,-0.0166742633082162,0.071165170592762,0.251625577841072
"re_sal",-0.245227067687425,0.0136760713047379,0.110953149441929,0.208291902767021,0.409548959791279
"Rhabdo3_virus",-0.338968396613669,-0.0932508092654075,0.0104857734971294,0.117785551324525,0.384251937150312
"sch",-0.188229769577418,-0.0106615306791134,0.0779137944172831,0.16326724100098,0.330893307465807
"smallUK",-0.273126883303703,-0.0344237645025002,0.087758191365994,0.233429115452795,0.893899109440121
"sp_des",-0.0562727257412016,0.138356862459663,0.221121059192606,0.306108826772221,0.481468757202943
"te_bry",-0.323581143013091,-0.13418589329426,-0.0431711731120241,0.0475438577138259,0.219094476776358
"te_mar",-0.433981901282752,-0.239491967155189,-0.134782593176307,-0.0294600370585999,0.160246324295457
"ven",-0.151086777835026,0.0427827083894823,0.146830167098504,0.257634108744954,0.492187628757828
"richness",-0.446268372731477,-0.298042672905473,-0.223927811632931,-0.150657626535612,-0.0068766013687648
"rib",-0.328977994580791,-0.173735386738111,-0.0980860900882637,-0.0221018340472577,0.145468927049783
