"","lower","25","mid","75","upper"
"lo_sal",-0.689754028423678,-0.342406694083358,-0.168476213959482,-0.00419682685864244,0.372652326093946
"pa_kab",-0.644964930382321,-0.258418812231822,-0.080806558974867,0.112095556818859,0.51746313363669
"ven",-0.230413090171565,0.162077369712092,0.347264166883362,0.537381215861817,0.920093793455876
"de_sal",-0.335867782346209,0.103089223568232,0.297797552459977,0.508391402213291,0.906413977916942
"ce_sha",-0.180642819227918,0.195179807243054,0.371778223189208,0.554741050470773,0.938826080387803
"ku_thy",-0.110072255076829,0.344515403934812,0.550265546261024,0.744189609727902,1.14523604241688
"ihnv",-0.36487464075111,-0.154285732461686,-0.0578105648643854,0.0426548197022246,0.250961431070551
"sp_des",1.00532704647084,1.52652899112865,1.74978118424733,1.96827162539624,2.51496561210229
"pspv",-0.540691636177656,-0.191737697189668,-0.0208784607640224,0.141396514036294,0.460206611330827
"fl_psy",-0.244005014667052,0.0364514331356792,0.169031231321162,0.294496804613701,0.546124496340587
"te_bry",-0.137595938851365,0.177170061128131,0.331180786421984,0.481623178740087,0.763707390298845
"ic_hof",-0.593607927577105,-0.383705239682185,-0.277844240046114,-0.166927882240854,0.0543275339994704
"ic_mul",-0.635031370491314,-0.242421930595724,-0.0496713457211329,0.14289274715796,0.548352566223545
"fa_mar",-1.09222888774985,-0.367529349997913,-0.022360646581091,0.29754228222972,1.04436573824021
"richness",-1.39562755398861,-0.723865296957724,-0.39796063151561,-0.0899469984900454,0.555851645473389
"my_arc",-1.45413626155236,-1.07993532084891,-0.883058020622072,-0.698646476929675,-0.272328544289428
"c_b_cys",-0.816577299197549,-0.321149729103399,-0.109022304435172,0.108812564332453,0.566095783971027
"rib",-0.841384982272419,-0.491626606594337,-0.328176407650297,-0.162398585595066,0.18687691211175
"prv",-0.483520493458453,-0.310729594656344,-0.220823423520872,-0.128520452893995,0.0808688354042384
"rlo",-0.208695881816372,0.304055790608387,0.532629037688991,0.774644121285805,1.26589793158448
"pa_pse",-0.7622039492471,-0.453478979737578,-0.306504794798648,-0.168845397405333,0.104189706079293
"pa_ther",-0.134692323686272,0.233635023993625,0.385412264333212,0.541063375689671,0.857177064619049
"pa_min",0.154268298113071,0.382640323249078,0.495027013578556,0.603120022598323,0.838853551025562
"sch",-0.224484346809893,0.214148334170601,0.436202862024887,0.654291828413353,1.12039862206785
"nu_sal",-0.644421019365206,-0.356845856940068,-0.209094599421837,-0.052402808803475,0.318008861288961
"arena2",-0.447752506456974,-0.116027284325918,0.0483113783671886,0.200070974906083,0.523260951424435
"Circo.virus",-0.477983444441592,-0.240414464549854,-0.135480082358165,-0.021659754827245,0.213233483744079
"te_mar",0.458200448233251,0.99465896565449,1.21056058569917,1.41600633247554,1.87990670560107
"IcD",-0.472949150772241,-0.136318209228203,0.0273558390992483,0.189121233877662,0.516739208288008
"Rhabdo3_virus",-0.510522283989603,-0.284032213323291,-0.180783840226867,-0.0838922293902607,0.154084422061665
"Qin",-0.481348224506363,-0.185715069238379,-0.0658424781329949,0.0568130031274013,0.334753670938559
