"","Stock_Analysis","Year","orderID","brood_year","metric","resid_value","N","N+","prev","mean_load","prevload","agent"
"570","Chilko",2012,191,2010,"SR_resid",1.51870929766449,22,1,0.0454545454545455,8.265152657,0.375688757136364,"ic_hof"
"571","Chilko",2013,192,2011,"SR_resid",0.19771074921524,510,54,0.105882352941176,74.940853053037,7.93491385267451,"ic_hof"
"572","Chilko",2014,193,2012,"SR_resid",0.0142645387748008,51,7,0.137254901960784,10.3980845064286,1.4271880695098,"ic_hof"
"573","Chilko",2015,194,2013,"SR_resid",-1.63866409469691,72,1,0.0138888888888889,67.18437348,0.933116298333333,"ic_hof"
"574","Chilko",2016,195,2014,"SR_resid",0.118387368990521,20,1,0.05,1.791649718,0.0895824859,"ic_hof"
"575","E.Stuart",2009,253,2007,"SR_resid",-0.36854159987182,1,0,0,NA,NA,"ic_hof"
"576","E.Stuart",2010,254,2008,"SR_resid",0.797398517862314,3,0,0,NA,NA,"ic_hof"
"577","E.Stuart",2011,255,2009,"SR_resid",0.306542225988378,22,0,0,NA,NA,"ic_hof"
"578","E.Stuart",2012,256,2010,"SR_resid",-0.875004702568626,1,0,0,NA,NA,"ic_hof"
"579","E.Stuart",2013,257,2011,"SR_resid",0.48067594986311,1,0,0,NA,NA,"ic_hof"
"580","E.Stuart",2014,258,2012,"SR_resid",-1.10594629027971,8,1,0.125,1.183959632,0.147994954,"ic_hof"
"581","E.Stuart",2015,259,2013,"SR_resid",-2.77552980656922,18,0,0,NA,NA,"ic_hof"
"582","E.Stuart",2016,260,2014,"SR_resid",-0.391618684657425,1,0,0,NA,NA,"ic_hof"
"583","Gates",2009,351,2007,"SR_resid",2.46731940055161,1,0,0,NA,NA,"ic_hof"
"584","Gates",2010,352,2008,"SR_resid",0.906764601998679,1,0,0,NA,NA,"ic_hof"
"585","Gates",2011,353,2009,"SR_resid",0.450906844399479,4,0,0,NA,NA,"ic_hof"
"586","Gates",2013,355,2011,"SR_resid",-0.231147951215527,15,3,0.2,0.446239684,0.0892479368,"ic_hof"
"587","Gates",2014,356,2012,"SR_resid",-0.109153978191419,8,2,0.25,7.5232823255,1.880820581375,"ic_hof"
"588","Gates",2015,357,2013,"SR_resid",0.382737877444286,5,0,0,NA,NA,"ic_hof"
"589","Harrison",2009,416,2007,"SR_resid",1.30259479491901,1,0,0,NA,NA,"ic_hof"
"590","Harrison",2010,417,2008,"SR_resid",1.18199741656538,44,0,0,NA,NA,"ic_hof"
"591","Harrison",2011,418,2009,"SR_resid",-0.495958986830574,8,0,0,NA,NA,"ic_hof"
"592","Harrison",2013,420,2011,"SR_resid",0.69096343611056,4,0,0,NA,NA,"ic_hof"
"593","Harrison",2014,421,2012,"SR_resid",-0.51486879193369,1,1,1,2.170126232,2.170126232,"ic_hof"
"594","Harrison",2015,422,2013,"SR_resid",-1.08883708095772,5,0,0,NA,NA,"ic_hof"
"595","L.Shuswap",2009,481,2007,"SR_resid",0.393202735523489,5,1,0.2,348.0968203,69.61936406,"ic_hof"
"596","L.Shuswap",2010,482,2008,"SR_resid",2.30839208071176,4,0,0,NA,NA,"ic_hof"
"597","L.Shuswap",2011,483,2009,"SR_resid",0.158944996920779,17,1,0.0588235294117647,276931.5756,16290.0926823529,"ic_hof"
"598","L.Shuswap",2012,484,2010,"SR_resid",0.33121463228102,176,11,0.0625,76.5054379020909,4.78158986888068,"ic_hof"
"599","L.Shuswap",2013,485,2011,"SR_resid",-2.45594693983033,29,6,0.206896551724138,1.90878060583333,0.394920125344828,"ic_hof"
"600","L.Shuswap",2014,486,2012,"SR_resid",2.00110064281957,1,0,0,NA,NA,"ic_hof"
"601","L.Shuswap",2015,487,2013,"SR_resid",-3.21084502361583,93,2,0.021505376344086,0.8706245605,0.018723108827957,"ic_hof"
"602","L.Shuswap",2016,488,2014,"SR_resid",-0.375699293003899,76,10,0.131578947368421,438.0406799318,57.6369315699737,"ic_hof"
"603","L.Stuart",2011,548,2009,"SR_resid",-0.465229188418885,14,0,0,NA,NA,"ic_hof"
"604","L.Stuart",2014,551,2012,"SR_resid",-1.70954381435929,7,1,0.142857142857143,20.88018381,2.98288340142857,"ic_hof"
"605","L.Stuart",2015,552,2013,"SR_resid",-0.78400170462408,10,0,0,NA,NA,"ic_hof"
"606","L.Stuart",2016,553,2014,"SR_resid",-0.307344369522045,3,0,0,NA,NA,"ic_hof"
"607","Nadina",2010,589,2008,"SR_resid",0.262191956095976,1,0,0,NA,NA,"ic_hof"
"608","Nadina",2011,590,2009,"SR_resid",-0.422092858758246,3,0,0,NA,NA,"ic_hof"
"609","Nadina",2014,593,2012,"SR_resid",-1.05440346853844,24,3,0.125,49.0313784053333,6.12892230066667,"ic_hof"
"610","Nadina",2015,594,2013,"SR_resid",-2.0479492309041,7,0,0,NA,NA,"ic_hof"
"611","Pitt",2010,654,2008,"SR_resid",0.629286548510264,5,0,0,NA,NA,"ic_hof"
"612","Pitt",2011,655,2009,"SR_resid",-0.249717762759789,1,0,0,NA,NA,"ic_hof"
"613","Pitt",2012,656,2010,"SR_resid",-0.155742343267508,1,0,0,NA,NA,"ic_hof"
"614","Pitt",2013,657,2011,"SR_resid",0.508782527675962,45,3,0.0666666666666667,381.199223184667,25.4132815456444,"ic_hof"
"615","Pitt",2014,658,2012,"SR_resid",0.146481537253401,13,0,0,NA,NA,"ic_hof"
"616","Pitt",2015,659,2013,"SR_resid",-0.887642039376192,32,0,0,NA,NA,"ic_hof"
"617","Portage",2009,714,2007,"SR_resid",-1.12356752307804,1,0,0,NA,NA,"ic_hof"
"618","Portage",2015,720,2013,"SR_resid",-2.17403600765319,1,0,0,NA,NA,"ic_hof"
"619","Quesnel",2009,779,2007,"SR_resid",-0.837340686796709,1,0,0,NA,NA,"ic_hof"
"620","Quesnel",2010,780,2008,"SR_resid",-1.46510055265989,5,0,0,NA,NA,"ic_hof"
"621","Quesnel",2011,781,2009,"SR_resid",-1.28592345329045,15,0,0,NA,NA,"ic_hof"
"622","Quesnel",2012,782,2010,"SR_resid",0.376595316873736,13,0,0,NA,NA,"ic_hof"
"623","Quesnel",2013,783,2011,"SR_resid",-1.88895500726573,38,6,0.157894736842105,55444.6944301538,8754.42543634008,"ic_hof"
"624","Quesnel",2015,785,2013,"SR_resid",-2.131477207518,158,2,0.0126582278481013,4.746256176,0.0600791921012658,"ic_hof"
"625","Quesnel",2016,786,2014,"SR_resid",-0.611307154952856,32,5,0.15625,2179660.30319783,340571.92237466,"ic_hof"
"626","Raft",2010,845,2008,"SR_resid",-0.506234743025431,1,0,0,NA,NA,"ic_hof"
"627","Raft",2012,847,2010,"SR_resid",0.854522107492757,1,0,0,NA,NA,"ic_hof"
"628","Raft",2014,849,2012,"SR_resid",0.327180676648054,1,0,0,NA,NA,"ic_hof"
"629","Scotch",2009,893,2007,"SR_resid",0.163596172132937,1,0,0,NA,NA,"ic_hof"
"630","Scotch",2010,894,2008,"SR_resid",1.25070295794196,2,1,0.5,2.443894319,1.2219471595,"ic_hof"
"631","Scotch",2012,896,2010,"SR_resid",-0.0184171440669831,20,1,0.05,1.28049541,0.0640247705,"ic_hof"
"632","Scotch",2013,897,2011,"SR_resid",-2.09683103258795,5,0,0,NA,NA,"ic_hof"
"633","Scotch",2014,898,2012,"SR_resid",-0.836006917179086,2,0,0,NA,NA,"ic_hof"
"634","Scotch",2015,899,2013,"SR_resid",-2.13290651177583,8,0,0,NA,NA,"ic_hof"
"635","Scotch",2016,900,2014,"SR_resid",-0.513879926350833,12,1,0.0833333333333333,3.753492119,0.312791009916667,"ic_hof"
"636","Seymour",2009,958,2007,"SR_resid",-0.993664555476909,5,1,0.2,0.627072579,0.1254145158,"ic_hof"
"637","Seymour",2010,959,2008,"SR_resid",-0.0984924261895054,1,0,0,NA,NA,"ic_hof"
"638","Seymour",2011,960,2009,"SR_resid",0.469168333433819,6,0,0,NA,NA,"ic_hof"
"639","Seymour",2012,961,2010,"SR_resid",-0.000274470585153209,24,1,0.0416666666666667,6.691427834,0.278809493083333,"ic_hof"
"640","Seymour",2013,962,2011,"SR_resid",-1.60755231711188,36,6,0.166666666666667,104.124856420333,17.3541427367222,"ic_hof"
"641","Seymour",2015,964,2013,"SR_resid",-2.77343945717353,42,1,0.0238095238095238,1.381453407,0.0328917477857143,"ic_hof"
"642","Seymour",2016,965,2014,"SR_resid",-0.0275262787415462,3,1,0.333333333333333,2.44812099,0.81604033,"ic_hof"
"643","Stellako",2011,1025,2009,"SR_resid",0.265047567544258,4,0,0,NA,NA,"ic_hof"
"644","Stellako",2012,1026,2010,"SR_resid",1.17750373283807,1,0,0,NA,NA,"ic_hof"
"645","Stellako",2013,1027,2011,"SR_resid",-1.57290521616195,32,5,0.15625,3.9888256402,0.62325400628125,"ic_hof"
"646","Stellako",2014,1028,2012,"SR_resid",-2.48491499670085,14,1,0.0714285714285714,1.192116986,0.0851512132857143,"ic_hof"
"647","Stellako",2015,1029,2013,"SR_resid",-1.34522319065314,12,0,0,NA,NA,"ic_hof"
"648","Weaver",2010,1073,2008,"SR_resid",1.41003200026509,1,0,0,NA,NA,"ic_hof"
"649","Weaver",2011,1074,2009,"SR_resid",0.212005447154897,3,0,0,NA,NA,"ic_hof"
"650","Weaver",2012,1075,2010,"SR_resid",-0.63038571679581,1,0,0,NA,NA,"ic_hof"
"651","Weaver",2015,1078,2013,"SR_resid",-0.520865185760699,4,0,0,NA,NA,"ic_hof"
"652","Birkenhead",2009,58,2007,"SR_resid",-0.298008117783879,4,0,0,NA,NA,"ic_mul"
"653","Birkenhead",2010,59,2008,"SR_resid",-0.100769117868461,2,0,0,NA,NA,"ic_mul"
"654","Birkenhead",2011,60,2009,"SR_resid",-0.650991216116703,5,0,0,NA,NA,"ic_mul"
"655","Birkenhead",2012,61,2010,"SR_resid",-2.19758782887751,1,0,0,NA,NA,"ic_mul"
"656","Birkenhead",2013,62,2011,"SR_resid",-1.26683925767625,23,5,0.217391304347826,0.0262437204,0.00570515660869565,"ic_mul"
"657","Birkenhead",2014,63,2012,"SR_resid",-0.276079279263662,4,0,0,NA,NA,"ic_mul"
"658","Birkenhead",2015,64,2013,"SR_resid",-1.81034600909588,17,2,0.117647058823529,3.1296479905,0.368193881235294,"ic_mul"
"659","Bowron",2013,127,2011,"SR_resid",-1.27851295637267,7,1,0.142857142857143,0.214182694,0.0305975277142857,"ic_mul"
"660","Bowron",2014,128,2012,"SR_resid",-0.448958264229366,1,0,0,NA,NA,"ic_mul"
"661","Chilko",2010,189,2008,"SR_resid",-0.434265073932136,15,0,0,NA,NA,"ic_mul"
"662","Chilko",2011,190,2009,"SR_resid",0.38529783723828,62,1,0.0161290322580645,0.273664702,0.00441394680645161,"ic_mul"
"663","Chilko",2012,191,2010,"SR_resid",1.51870929766449,22,0,0,NA,NA,"ic_mul"
"664","Chilko",2013,192,2011,"SR_resid",0.19771074921524,510,31,0.0607843137254902,0.193276995774194,0.0117482095470588,"ic_mul"
"665","Chilko",2014,193,2012,"SR_resid",0.0142645387748008,51,1,0.0196078431372549,0.071902559,0.00140985409803922,"ic_mul"
"666","Chilko",2015,194,2013,"SR_resid",-1.63866409469691,72,2,0.0277777777777778,0.4849025505,0.0134695152916667,"ic_mul"
"667","Chilko",2016,195,2014,"SR_resid",0.118387368990521,20,1,0.05,2.149030608,0.1074515304,"ic_mul"
"668","E.Stuart",2009,253,2007,"SR_resid",-0.36854159987182,1,0,0,NA,NA,"ic_mul"
"669","E.Stuart",2010,254,2008,"SR_resid",0.797398517862314,3,0,0,NA,NA,"ic_mul"
"670","E.Stuart",2011,255,2009,"SR_resid",0.306542225988378,22,0,0,NA,NA,"ic_mul"
"671","E.Stuart",2012,256,2010,"SR_resid",-0.875004702568626,1,0,0,NA,NA,"ic_mul"
"672","E.Stuart",2013,257,2011,"SR_resid",0.48067594986311,1,0,0,NA,NA,"ic_mul"
"673","E.Stuart",2014,258,2012,"SR_resid",-1.10594629027971,8,0,0,NA,NA,"ic_mul"
"674","E.Stuart",2015,259,2013,"SR_resid",-2.77552980656922,18,4,0.222222222222222,1.09268071125,0.242817935833333,"ic_mul"
"675","E.Stuart",2016,260,2014,"SR_resid",-0.391618684657425,1,0,0,NA,NA,"ic_mul"
"676","Gates",2009,351,2007,"SR_resid",2.46731940055161,1,0,0,NA,NA,"ic_mul"
"677","Gates",2010,352,2008,"SR_resid",0.906764601998679,1,0,0,NA,NA,"ic_mul"
"678","Gates",2011,353,2009,"SR_resid",0.450906844399479,4,0,0,NA,NA,"ic_mul"
"679","Gates",2013,355,2011,"SR_resid",-0.231147951215527,15,2,0.133333333333333,0.119069675,0.0158759566666667,"ic_mul"
"680","Gates",2014,356,2012,"SR_resid",-0.109153978191419,8,0,0,NA,NA,"ic_mul"
"681","Gates",2015,357,2013,"SR_resid",0.382737877444286,5,1,0.2,0.395943053,0.0791886106,"ic_mul"
"682","Harrison",2009,416,2007,"SR_resid",1.30259479491901,1,0,0,NA,NA,"ic_mul"
"683","Harrison",2010,417,2008,"SR_resid",1.18199741656538,44,0,0,NA,NA,"ic_mul"
"684","Harrison",2011,418,2009,"SR_resid",-0.495958986830574,8,0,0,NA,NA,"ic_mul"
"685","Harrison",2013,420,2011,"SR_resid",0.69096343611056,4,0,0,NA,NA,"ic_mul"
"686","Harrison",2014,421,2012,"SR_resid",-0.51486879193369,1,0,0,NA,NA,"ic_mul"
"687","Harrison",2015,422,2013,"SR_resid",-1.08883708095772,5,0,0,NA,NA,"ic_mul"
"688","L.Shuswap",2009,481,2007,"SR_resid",0.393202735523489,5,0,0,NA,NA,"ic_mul"
"689","L.Shuswap",2010,482,2008,"SR_resid",2.30839208071176,4,0,0,NA,NA,"ic_mul"
"690","L.Shuswap",2011,483,2009,"SR_resid",0.158944996920779,17,0,0,NA,NA,"ic_mul"
"691","L.Shuswap",2012,484,2010,"SR_resid",0.33121463228102,176,1,0.00568181818181818,0.780511565,0.00443472480113636,"ic_mul"
"692","L.Shuswap",2013,485,2011,"SR_resid",-2.45594693983033,29,6,0.206896551724138,0.620912518666667,0.128464659034483,"ic_mul"
"693","L.Shuswap",2014,486,2012,"SR_resid",2.00110064281957,1,0,0,NA,NA,"ic_mul"
"694","L.Shuswap",2015,487,2013,"SR_resid",-3.21084502361583,93,8,0.0860215053763441,1.128678117625,0.0970905907634409,"ic_mul"
"695","L.Shuswap",2016,488,2014,"SR_resid",-0.375699293003899,76,0,0,NA,NA,"ic_mul"
"696","L.Stuart",2011,548,2009,"SR_resid",-0.465229188418885,14,0,0,NA,NA,"ic_mul"
"697","L.Stuart",2014,551,2012,"SR_resid",-1.70954381435929,7,0,0,NA,NA,"ic_mul"
"698","L.Stuart",2015,552,2013,"SR_resid",-0.78400170462408,10,3,0.3,0.644541467333333,0.1933624402,"ic_mul"
"699","L.Stuart",2016,553,2014,"SR_resid",-0.307344369522045,3,0,0,NA,NA,"ic_mul"
"700","Nadina",2010,589,2008,"SR_resid",0.262191956095976,1,0,0,NA,NA,"ic_mul"
"701","Nadina",2011,590,2009,"SR_resid",-0.422092858758246,3,0,0,NA,NA,"ic_mul"
"702","Nadina",2014,593,2012,"SR_resid",-1.05440346853844,24,0,0,NA,NA,"ic_mul"
"703","Nadina",2015,594,2013,"SR_resid",-2.0479492309041,7,0,0,NA,NA,"ic_mul"
"704","Pitt",2010,654,2008,"SR_resid",0.629286548510264,5,0,0,NA,NA,"ic_mul"
"705","Pitt",2011,655,2009,"SR_resid",-0.249717762759789,1,0,0,NA,NA,"ic_mul"
"706","Pitt",2012,656,2010,"SR_resid",-0.155742343267508,1,0,0,NA,NA,"ic_mul"
"707","Pitt",2013,657,2011,"SR_resid",0.508782527675962,45,1,0.0222222222222222,0.025399664,0.000564436977777778,"ic_mul"
"708","Pitt",2014,658,2012,"SR_resid",0.146481537253401,13,0,0,NA,NA,"ic_mul"
"709","Pitt",2015,659,2013,"SR_resid",-0.887642039376192,32,5,0.15625,0.3172128302,0.04956450471875,"ic_mul"
"710","Portage",2009,714,2007,"SR_resid",-1.12356752307804,1,0,0,NA,NA,"ic_mul"
"711","Portage",2015,720,2013,"SR_resid",-2.17403600765319,1,0,0,NA,NA,"ic_mul"
"712","Quesnel",2009,779,2007,"SR_resid",-0.837340686796709,1,0,0,NA,NA,"ic_mul"
"713","Quesnel",2010,780,2008,"SR_resid",-1.46510055265989,5,1,0.2,0.051245092,0.0102490184,"ic_mul"
"714","Quesnel",2011,781,2009,"SR_resid",-1.28592345329045,14,0,0,NA,NA,"ic_mul"
"715","Quesnel",2012,782,2010,"SR_resid",0.376595316873736,13,0,0,NA,NA,"ic_mul"
"716","Quesnel",2013,783,2011,"SR_resid",-1.88895500726573,38,2,0.0526315789473684,0.055589756,0.00292577663157895,"ic_mul"
"717","Quesnel",2015,785,2013,"SR_resid",-2.131477207518,158,6,0.0379746835443038,1.0598838585,0.0402487541202532,"ic_mul"
"718","Quesnel",2016,786,2014,"SR_resid",-0.611307154952856,32,1,0.03125,0.150526553,0.00470395478125,"ic_mul"
"719","Raft",2010,845,2008,"SR_resid",-0.506234743025431,1,0,0,NA,NA,"ic_mul"
"720","Raft",2012,847,2010,"SR_resid",0.854522107492757,1,0,0,NA,NA,"ic_mul"
"721","Raft",2014,849,2012,"SR_resid",0.327180676648054,1,0,0,NA,NA,"ic_mul"
"722","Scotch",2009,893,2007,"SR_resid",0.163596172132937,1,0,0,NA,NA,"ic_mul"
"723","Scotch",2010,894,2008,"SR_resid",1.25070295794196,2,0,0,NA,NA,"ic_mul"
"724","Scotch",2012,896,2010,"SR_resid",-0.0184171440669831,20,0,0,NA,NA,"ic_mul"
"725","Scotch",2013,897,2011,"SR_resid",-2.09683103258795,5,0,0,NA,NA,"ic_mul"
"726","Scotch",2014,898,2012,"SR_resid",-0.836006917179086,2,0,0,NA,NA,"ic_mul"
"727","Scotch",2015,899,2013,"SR_resid",-2.13290651177583,8,0,0,NA,NA,"ic_mul"
"728","Scotch",2016,900,2014,"SR_resid",-0.513879926350833,12,0,0,NA,NA,"ic_mul"
"729","Seymour",2009,958,2007,"SR_resid",-0.993664555476909,5,0,0,NA,NA,"ic_mul"
"730","Seymour",2010,959,2008,"SR_resid",-0.0984924261895054,1,0,0,NA,NA,"ic_mul"
"731","Seymour",2011,960,2009,"SR_resid",0.469168333433819,6,0,0,NA,NA,"ic_mul"
"732","Seymour",2012,961,2010,"SR_resid",-0.000274470585153209,24,1,0.0416666666666667,0.544121822,0.0226717425833333,"ic_mul"
"733","Seymour",2013,962,2011,"SR_resid",-1.60755231711188,37,6,0.162162162162162,0.6746502085,0.109402736513514,"ic_mul"
"734","Seymour",2015,964,2013,"SR_resid",-2.77343945717353,42,1,0.0238095238095238,0.074992925,0.00178554583333333,"ic_mul"
"735","Seymour",2016,965,2014,"SR_resid",-0.0275262787415462,3,0,0,NA,NA,"ic_mul"
"736","Stellako",2011,1025,2009,"SR_resid",0.265047567544258,4,0,0,NA,NA,"ic_mul"
"737","Stellako",2012,1026,2010,"SR_resid",1.17750373283807,1,0,0,NA,NA,"ic_mul"
"738","Stellako",2013,1027,2011,"SR_resid",-1.57290521616195,32,0,0,NA,NA,"ic_mul"
"739","Stellako",2014,1028,2012,"SR_resid",-2.48491499670085,14,1,0.0714285714285714,0.951584506,0.0679703218571429,"ic_mul"
"740","Stellako",2015,1029,2013,"SR_resid",-1.34522319065314,12,1,0.0833333333333333,0.02415266,0.00201272166666667,"ic_mul"
"741","Weaver",2010,1073,2008,"SR_resid",1.41003200026509,1,0,0,NA,NA,"ic_mul"
"742","Weaver",2011,1074,2009,"SR_resid",0.212005447154897,3,0,0,NA,NA,"ic_mul"
"743","Weaver",2012,1075,2010,"SR_resid",-0.63038571679581,1,0,0,NA,NA,"ic_mul"
"744","Weaver",2015,1078,2013,"SR_resid",-0.520865185760699,4,0,0,NA,NA,"ic_mul"
"745","Birkenhead",2009,58,2007,"SR_resid",-0.298008117783879,4,1,0.25,5.752911674,1.4382279185,"ku_thy"
"746","Birkenhead",2010,59,2008,"SR_resid",-0.100769117868461,2,0,0,NA,NA,"ku_thy"
"747","Birkenhead",2011,60,2009,"SR_resid",-0.650991216116703,5,0,0,NA,NA,"ku_thy"
"748","Birkenhead",2012,61,2010,"SR_resid",-2.19758782887751,1,0,0,NA,NA,"ku_thy"
"749","Birkenhead",2013,62,2011,"SR_resid",-1.26683925767625,23,0,0,NA,NA,"ku_thy"
"750","Birkenhead",2014,63,2012,"SR_resid",-0.276079279263662,4,0,0,NA,NA,"ku_thy"
"751","Birkenhead",2015,64,2013,"SR_resid",-1.81034600909588,17,1,0.0588235294117647,3.448902356,0.202876609176471,"ku_thy"
"752","Bowron",2013,127,2011,"SR_resid",-1.27851295637267,7,0,0,NA,NA,"ku_thy"
"753","Bowron",2014,128,2012,"SR_resid",-0.448958264229366,1,0,0,NA,NA,"ku_thy"
"754","Chilko",2010,189,2008,"SR_resid",-0.434265073932136,15,0,0,NA,NA,"ku_thy"
"755","Chilko",2011,190,2009,"SR_resid",0.38529783723828,62,0,0,NA,NA,"ku_thy"
"756","Chilko",2012,191,2010,"SR_resid",1.51870929766449,22,0,0,NA,NA,"ku_thy"
"757","Chilko",2013,192,2011,"SR_resid",0.19771074921524,510,7,0.0137254901960784,2.72879465014286,0.0374540442176471,"ku_thy"
"758","Chilko",2014,193,2012,"SR_resid",0.0142645387748008,51,0,0,NA,NA,"ku_thy"
"759","Chilko",2015,194,2013,"SR_resid",-1.63866409469691,72,0,0,NA,NA,"ku_thy"
"760","Chilko",2016,195,2014,"SR_resid",0.118387368990521,20,1,0.05,8.472662513,0.42363312565,"ku_thy"
"761","E.Stuart",2009,253,2007,"SR_resid",-0.36854159987182,1,0,0,NA,NA,"ku_thy"
"762","E.Stuart",2010,254,2008,"SR_resid",0.797398517862314,3,0,0,NA,NA,"ku_thy"
"763","E.Stuart",2011,255,2009,"SR_resid",0.306542225988378,22,1,0.0454545454545455,1.609138662,0.0731426664545455,"ku_thy"
"764","E.Stuart",2012,256,2010,"SR_resid",-0.875004702568626,1,0,0,NA,NA,"ku_thy"
"765","E.Stuart",2013,257,2011,"SR_resid",0.48067594986311,1,0,0,NA,NA,"ku_thy"
"766","E.Stuart",2014,258,2012,"SR_resid",-1.10594629027971,8,0,0,NA,NA,"ku_thy"
"767","E.Stuart",2015,259,2013,"SR_resid",-2.77552980656922,18,0,0,NA,NA,"ku_thy"
"768","E.Stuart",2016,260,2014,"SR_resid",-0.391618684657425,1,0,0,NA,NA,"ku_thy"
"769","Gates",2009,351,2007,"SR_resid",2.46731940055161,1,0,0,NA,NA,"ku_thy"
"770","Gates",2010,352,2008,"SR_resid",0.906764601998679,1,0,0,NA,NA,"ku_thy"
"771","Gates",2011,353,2009,"SR_resid",0.450906844399479,4,1,0.25,1.609664199,0.40241604975,"ku_thy"
"772","Gates",2013,355,2011,"SR_resid",-0.231147951215527,15,0,0,NA,NA,"ku_thy"
"773","Gates",2014,356,2012,"SR_resid",-0.109153978191419,8,0,0,NA,NA,"ku_thy"
"774","Gates",2015,357,2013,"SR_resid",0.382737877444286,5,1,0.2,2.10791562,0.421583124,"ku_thy"
"775","Harrison",2009,416,2007,"SR_resid",1.30259479491901,1,0,0,NA,NA,"ku_thy"
"776","Harrison",2010,417,2008,"SR_resid",1.18199741656538,44,0,0,NA,NA,"ku_thy"
"777","Harrison",2011,418,2009,"SR_resid",-0.495958986830574,8,0,0,NA,NA,"ku_thy"
"778","Harrison",2013,420,2011,"SR_resid",0.69096343611056,4,0,0,NA,NA,"ku_thy"
"779","Harrison",2014,421,2012,"SR_resid",-0.51486879193369,1,0,0,NA,NA,"ku_thy"
"780","Harrison",2015,422,2013,"SR_resid",-1.08883708095772,5,0,0,NA,NA,"ku_thy"
"781","L.Shuswap",2009,481,2007,"SR_resid",0.393202735523489,5,1,0.2,1.754491888,0.3508983776,"ku_thy"
"782","L.Shuswap",2010,482,2008,"SR_resid",2.30839208071176,4,0,0,NA,NA,"ku_thy"
"783","L.Shuswap",2011,483,2009,"SR_resid",0.158944996920779,17,0,0,NA,NA,"ku_thy"
"784","L.Shuswap",2012,484,2010,"SR_resid",0.33121463228102,176,1,0.00568181818181818,1.338628977,0.00760584646022727,"ku_thy"
"785","L.Shuswap",2013,485,2011,"SR_resid",-2.45594693983033,29,1,0.0344827586206897,4.468657794,0.154091648068966,"ku_thy"
"786","L.Shuswap",2014,486,2012,"SR_resid",2.00110064281957,1,0,0,NA,NA,"ku_thy"
"787","L.Shuswap",2015,487,2013,"SR_resid",-3.21084502361583,93,1,0.010752688172043,1.338608985,0.014393645,"ku_thy"
"788","L.Shuswap",2016,488,2014,"SR_resid",-0.375699293003899,76,0,0,NA,NA,"ku_thy"
"789","L.Stuart",2011,548,2009,"SR_resid",-0.465229188418885,14,0,0,NA,NA,"ku_thy"
"790","L.Stuart",2014,551,2012,"SR_resid",-1.70954381435929,7,0,0,NA,NA,"ku_thy"
"791","L.Stuart",2015,552,2013,"SR_resid",-0.78400170462408,10,0,0,NA,NA,"ku_thy"
"792","L.Stuart",2016,553,2014,"SR_resid",-0.307344369522045,3,0,0,NA,NA,"ku_thy"
"793","Nadina",2010,589,2008,"SR_resid",0.262191956095976,1,1,1,1.088678096,1.088678096,"ku_thy"
"794","Nadina",2011,590,2009,"SR_resid",-0.422092858758246,3,0,0,NA,NA,"ku_thy"
"795","Nadina",2014,593,2012,"SR_resid",-1.05440346853844,24,0,0,NA,NA,"ku_thy"
"796","Nadina",2015,594,2013,"SR_resid",-2.0479492309041,7,0,0,NA,NA,"ku_thy"
"797","Pitt",2010,654,2008,"SR_resid",0.629286548510264,5,0,0,NA,NA,"ku_thy"
"798","Pitt",2011,655,2009,"SR_resid",-0.249717762759789,1,0,0,NA,NA,"ku_thy"
"799","Pitt",2012,656,2010,"SR_resid",-0.155742343267508,1,0,0,NA,NA,"ku_thy"
"800","Pitt",2013,657,2011,"SR_resid",0.508782527675962,45,0,0,NA,NA,"ku_thy"
"801","Pitt",2014,658,2012,"SR_resid",0.146481537253401,13,1,0.0769230769230769,2.301321036,0.177024695076923,"ku_thy"
"802","Pitt",2015,659,2013,"SR_resid",-0.887642039376192,32,0,0,NA,NA,"ku_thy"
"803","Portage",2009,714,2007,"SR_resid",-1.12356752307804,1,0,0,NA,NA,"ku_thy"
"804","Portage",2015,720,2013,"SR_resid",-2.17403600765319,1,0,0,NA,NA,"ku_thy"
"805","Quesnel",2009,779,2007,"SR_resid",-0.837340686796709,1,0,0,NA,NA,"ku_thy"
"806","Quesnel",2010,780,2008,"SR_resid",-1.46510055265989,5,0,0,NA,NA,"ku_thy"
"807","Quesnel",2011,781,2009,"SR_resid",-1.28592345329045,15,0,0,NA,NA,"ku_thy"
"808","Quesnel",2012,782,2010,"SR_resid",0.376595316873736,13,0,0,NA,NA,"ku_thy"
"809","Quesnel",2013,783,2011,"SR_resid",-1.88895500726573,38,0,0,NA,NA,"ku_thy"
"810","Quesnel",2015,785,2013,"SR_resid",-2.131477207518,158,3,0.0189873417721519,1.93778295233333,0.0367933471962025,"ku_thy"
"811","Quesnel",2016,786,2014,"SR_resid",-0.611307154952856,32,0,0,NA,NA,"ku_thy"
"812","Raft",2010,845,2008,"SR_resid",-0.506234743025431,1,0,0,NA,NA,"ku_thy"
"813","Raft",2012,847,2010,"SR_resid",0.854522107492757,1,0,0,NA,NA,"ku_thy"
"814","Raft",2014,849,2012,"SR_resid",0.327180676648054,1,0,0,NA,NA,"ku_thy"
"815","Scotch",2009,893,2007,"SR_resid",0.163596172132937,1,0,0,NA,NA,"ku_thy"
"816","Scotch",2010,894,2008,"SR_resid",1.25070295794196,2,0,0,NA,NA,"ku_thy"
"817","Scotch",2012,896,2010,"SR_resid",-0.0184171440669831,20,0,0,NA,NA,"ku_thy"
