"","V1","V2","V3"
"prev_std","1.00008408957185","arena1","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00003238722928","arena1","Rhat"
"b[prev_std Stock:Birkenhead]","1.00027830748455","arena1","Rhat"
"b[(Intercept) Stock:Chilko]","0.999770121236078","arena1","Rhat"
"b[prev_std Stock:Chilko]","1.00062283668885","arena1","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999558263827184","arena1","Rhat"
"b[prev_std Stock:E.Stuart]","0.999427518669001","arena1","Rhat"
"b[(Intercept) Stock:Gates]","0.999557854997042","arena1","Rhat"
"b[prev_std Stock:Gates]","0.999808414523787","arena1","Rhat"
"b[(Intercept) Stock:Harrison]","0.999572669674328","arena1","Rhat"
"b[prev_std Stock:Harrison]","1.00007713408051","arena1","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999943150281532","arena1","Rhat"
"b[prev_std Stock:L.Shuswap]","1.00096813344665","arena1","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999271532577758","arena1","Rhat"
"b[prev_std Stock:L.Stuart]","0.999300191867564","arena1","Rhat"
"b[(Intercept) Stock:Nadina]","0.999645084322138","arena1","Rhat"
"b[prev_std Stock:Nadina]","1.00006724976169","arena1","Rhat"
"b[(Intercept) Stock:Pitt]","0.999752652543877","arena1","Rhat"
"b[prev_std Stock:Pitt]","1.00110284256311","arena1","Rhat"
"b[(Intercept) Stock:Quesnel]","0.999726177160618","arena1","Rhat"
"b[prev_std Stock:Quesnel]","1.00043782437381","arena1","Rhat"
"b[(Intercept) Stock:Scotch]","0.999712849676953","arena1","Rhat"
"b[prev_std Stock:Scotch]","0.999752055993812","arena1","Rhat"
"b[(Intercept) Stock:Seymour]","0.999370605329415","arena1","Rhat"
"b[prev_std Stock:Seymour]","0.999038340319719","arena1","Rhat"
"b[(Intercept) Stock:Stellako]","1.00027126330874","arena1","Rhat"
"b[prev_std Stock:Stellako]","0.999593091607476","arena1","Rhat"
"b[(Intercept) Stock:Weaver]","1.00027206559463","arena1","Rhat"
"b[prev_std Stock:Weaver]","0.999289460020836","arena1","Rhat"
"b[(Intercept) Year:2009]","0.999486999114186","arena1","Rhat"
"b[(Intercept) Year:2010]","1.00018103601444","arena1","Rhat"
"b[(Intercept) Year:2011]","0.999378260746982","arena1","Rhat"
