"","2.5","25","50","75","97.5","agent"
"prev_std","-0.240204196750632","-0.062810745432267","0.0252844709698033","0.124418682445898","0.303011218372473","arena2"
"b.prev_std.Stock.Birkenhead.","-0.402899254360501","-0.0950897706437067","0.0215051727831748","0.140102374826213","0.377024169297979","arena2"
"b.prev_std.Stock.Bowron.","-0.408833778228033","-0.0903496673224617","0.0346740665826567","0.141438909462941","0.402189315095074","arena2"
"b.prev_std.Stock.Chilko.","-0.460384344902813","-0.124011637274218","0.000743578096878406","0.112943863697145","0.325012906089308","arena2"
"b.prev_std.Stock.E.Stuart.","-0.208915549524056","-0.014229256413911","0.0993233072204011","0.221215953063499","0.541370061667598","arena2"
"b.prev_std.Stock.Gates.","-0.467956705691944","-0.1234864075685","0.00100954053251761","0.116753331144322","0.352262866957692","arena2"
"b.prev_std.Stock.Harrison.","-0.410889955102544","-0.0862710564777471","0.0268140561375428","0.144510883073317","0.40055179245527","arena2"
"b.prev_std.Stock.L.Shuswap.","-0.372232788103492","-0.0965520544820533","0.0111587591945195","0.116800037460192","0.339864775608913","arena2"
"b.prev_std.Stock.L.Stuart.","-0.270554863641045","-0.0499239551712959","0.0556118308288221","0.160467400292589","0.381149038876392","arena2"
"b.prev_std.Stock.Nadina.","-0.349232074449526","-0.0652512478614568","0.0484432075468176","0.165616931971055","0.458134775856779","arena2"
"b.prev_std.Stock.Pitt.","-0.42388486271215","-0.109654502809914","0.0119941114439414","0.12954797213588","0.359198879730025","arena2"
"b.prev_std.Stock.Portage.","-0.360961380426012","-0.0684888375898552","0.0436301592678533","0.166560293325525","0.482198391588106","arena2"
"b.prev_std.Stock.Quesnel.","-0.337500027840063","-0.0654888639583742","0.0458146587600975","0.164193842141319","0.405800548866708","arena2"
"b.prev_std.Stock.Raft.","-0.464610272678034","-0.10109530580341","0.018319206177135","0.132467059668479","0.375885638475948","arena2"
