"","2.5%","25%","50%","75%","97.5%",""
"b[(Intercept) Stock:Birkenhead]","-0.294688872951962","-0.044755191854163","0.00487427764817642","0.0770968250209341","0.360518545415305","arena2"
"b[(Intercept) Stock:Bowron]","-0.333769796396135","-0.0491544368692348","0.00222165632927156","0.0758108476377266","0.435456494040464","arena2"
"b[(Intercept) Stock:Chilko]","-0.338559733137893","-0.0703350254203396","-0.00422200641613463","0.0490426968584976","0.293013922112925","arena2"
"b[(Intercept) Stock:E.Stuart]","-0.22021400798951","-0.0217184595326522","0.0174594204263288","0.117722194809279","0.419405290815032","arena2"
"b[(Intercept) Stock:Gates]","-0.133442318744744","-0.00257348639088639","0.0501584048977328","0.192013003921404","0.619105516417209","arena2"
"b[(Intercept) Stock:Harrison]","-0.33353499717201","-0.0644748060074901","-0.00113452628914235","0.0540863901860126","0.34536650765911","arena2"
"b[(Intercept) Stock:L.Shuswap]","-0.287011727095006","-0.0511839293293897","0.000497556335148023","0.0591938157465666","0.322479030278411","arena2"
"b[(Intercept) Stock:L.Stuart]","-0.474012407275098","-0.102866816975354","-0.0102635592053626","0.0321526659237324","0.241374041301377","arena2"
"b[(Intercept) Stock:Nadina]","-0.4907677254191","-0.115176456907452","-0.015248272494227","0.0261417477923419","0.242058802678452","arena2"
"b[(Intercept) Stock:Pitt]","-0.167840174271643","-0.00987899307175956","0.0302464077189709","0.149873013996919","0.551509152289427","arena2"
"b[(Intercept) Stock:Portage]","-0.519655280065219","-0.0899356099967248","-0.00756820904516075","0.0389832619429071","0.314639188923483","arena2"
"b[(Intercept) Stock:Quesnel]","-0.617482860796912","-0.166408880459957","-0.0356927991461677","0.00655886601489063","0.158501751720632","arena2"
"b[(Intercept) Stock:Raft]","-0.430413513036848","-0.0832832382259679","-0.00566625177412919","0.0395125944707989","0.288828591638508","arena2"
"b[(Intercept) Stock:Scotch]","-0.392107295371834","-0.0845832533136315","-0.00662393702233372","0.0384035768197042","0.266451053563413","arena2"
"b[(Intercept) Stock:Seymour]","-0.410297962090405","-0.0950574608431222","-0.0106445940228081","0.0289034241178266","0.236269723578893","arena2"
"b[(Intercept) Stock:Stellako]","-0.625891281149955","-0.163767904669405","-0.0335621493147695","0.00921676047577173","0.166103121177568","arena2"
"b[(Intercept) Stock:Weaver]","-0.152835674725224","-0.00668818710289835","0.0393911139673902","0.187037520599141","0.702683493903263","arena2"
"b[(Intercept) Stock:Birkenhead]","-0.346381746477289","-0.0718409508553299","-0.0102501225259035","0.01368713077848","0.151715498101313","c_b_cys"
"b[(Intercept) Stock:Bowron]","-0.247897465850377","-0.0357179070069981","-9.69072805095389e-05","0.0398507388546092","0.272536231342334","c_b_cys"
"b[(Intercept) Stock:Chilko]","-0.253782414059438","-0.0381922372844892","-0.000531056698100606","0.0339648452498601","0.237393683818084","c_b_cys"
"b[(Intercept) Stock:E.Stuart]","-0.109775435681338","-0.00534864752105322","0.0190097885322303","0.0969014269307341","0.390618287864919","c_b_cys"
"b[(Intercept) Stock:Gates]","-0.145099660775323","-0.011225833999823","0.0116798925258728","0.0882775795318667","0.408560249414908","c_b_cys"
"b[(Intercept) Stock:Harrison]","-0.272450299154694","-0.0453262614427459","-0.00174736172236329","0.0298433778394689","0.21610360364899","c_b_cys"
