"","2.5%","25%","50%","75%","97.5%",""
"b[(Intercept) Stock:Birkenhead]","-0.255705199363592","-0.0301483863525548","0.00606501137371591","0.0692247865131226","0.405090325922931","arena2"
"b[(Intercept) Stock:Chilko]","-0.298979741642002","-0.0568944974545041","-0.00301627620346312","0.0384772965228587","0.251268662533061","arena2"
"b[(Intercept) Stock:E.Stuart]","-0.31586681712804","-0.0522282948321096","-0.000915683399820115","0.047165918187822","0.34653600576123","arena2"
"b[(Intercept) Stock:Gates]","-0.21596804443056","-0.0233234565740416","0.0103902640655561","0.0927653428122201","0.469834541636588","arena2"
"b[(Intercept) Stock:Harrison]","-0.391418924116726","-0.0574558912260549","-0.00211980126058251","0.0403589746989337","0.27895566391973","arena2"
"b[(Intercept) Stock:L.Shuswap]","-0.280817101377575","-0.0452686885011385","-0.000181436083587511","0.046376661743195","0.304505693434208","arena2"
"b[(Intercept) Stock:L.Stuart]","-0.394951505794055","-0.0705671249841164","-0.00416717892181021","0.0363413482460938","0.253149210530542","arena2"
"b[(Intercept) Stock:Nadina]","-0.42036605194542","-0.0568797222694351","-0.00127104037127829","0.0460405877418019","0.32131461657408","arena2"
"b[(Intercept) Stock:Pitt]","-0.24123070172923","-0.027737327210332","0.00789925284968213","0.0818679772543022","0.456535633015348","arena2"
"b[(Intercept) Stock:Quesnel]","-0.498353914255692","-0.104189310095815","-0.013527778772525","0.0204202958565346","0.194864466197548","arena2"
"b[(Intercept) Stock:Scotch]","-0.302129359196144","-0.0421474956493966","0.00170980721178368","0.0596881230873698","0.329186116020865","arena2"
"b[(Intercept) Stock:Seymour]","-0.380485411280499","-0.0716504471537992","-0.00445755564289243","0.0366375408703374","0.330786240106957","arena2"
"b[(Intercept) Stock:Stellako]","-0.52229942915352","-0.090897230566607","-0.0109360705180995","0.0243102645071573","0.24621979953345","arena2"
"b[(Intercept) Stock:Weaver]","-0.262848553106748","-0.031904377572846","0.00484392992729636","0.0689360164125099","0.426718621174831","arena2"
"b[(Intercept) Stock:Birkenhead]","-0.188475597868002","-0.0267281733012672","0.00358630219184341","0.0507548468968237","0.291762044994198","c_b_cys"
"b[(Intercept) Stock:Bowron]","-0.284871503137868","-0.0475176127850805","-0.000710507206580407","0.0381524398181746","0.268306466389271","c_b_cys"
"b[(Intercept) Stock:Chilko]","-0.253456577181719","-0.0399743008041185","2.14860413449943e-05","0.0388931229063148","0.228003759308827","c_b_cys"
"b[(Intercept) Stock:E.Stuart]","-0.196133301125421","-0.0261844192609101","0.00341156090050685","0.0591337385083629","0.309673565225888","c_b_cys"
"b[(Intercept) Stock:Gates]","-0.176810786997383","-0.0212949960615234","0.00742009266040544","0.0666025662689524","0.35067065192085","c_b_cys"
"b[(Intercept) Stock:Harrison]","-0.237383425899455","-0.0375396437145245","0.000549612815229354","0.0446250590803236","0.268725634786874","c_b_cys"
"b[(Intercept) Stock:L.Shuswap]","-0.293768604685096","-0.0546687846718406","-0.00292239965266062","0.0297045323431835","0.213611523680765","c_b_cys"
"b[(Intercept) Stock:L.Stuart]","-0.302056104370754","-0.05628202665588","-0.00367585608155073","0.0279515833695951","0.20375319519552","c_b_cys"
"b[(Intercept) Stock:Nadina]","-0.300379563148934","-0.0555551671997234","-0.00361775660439702","0.0269485467366186","0.218225451559555","c_b_cys"
"b[(Intercept) Stock:Pitt]","-0.140087396767451","-0.0117190171367482","0.0139525468430888","0.083373362129937","0.394550237117088","c_b_cys"
"b[(Intercept) Stock:Quesnel]","-0.379208799957983","-0.0808101459485811","-0.0103113918131918","0.0161694981509556","0.15235404948517","c_b_cys"
"b[(Intercept) Stock:Raft]","-0.315410591680592","-0.0523411138248838","-0.00330983963973256","0.0271503822359985","0.211803555105082","c_b_cys"
"b[(Intercept) Stock:Scotch]","-0.288118909490658","-0.0516523701495214","-0.00329469095989589","0.0266557456559801","0.209901968429039","c_b_cys"
