"","2.5","25","50","75","97.5","agent"
"prev_std","-0.375944995141018","-0.120430765187936","0.00275559772779156","0.129444622642935","0.357259392862918","arena2"
"b.prev_std.Stock.Birkenhead.","-0.585569748009229","-0.182655480746525","-0.0212318176463893","0.122227083198959","0.399815005090124","arena2"
"b.prev_std.Stock.Chilko.","-0.576161067236611","-0.195371594031832","-0.0376022534371794","0.111637745131399","0.364524325669883","arena2"
"b.prev_std.Stock.E.Stuart.","-0.493001177128852","-0.131717079278659","0.0121796118564243","0.160332592839317","0.488637704011011","arena2"
"b.prev_std.Stock.Gates.","-0.516546960055645","-0.147007473484915","0.0170683405560536","0.162761257594573","0.529834600246191","arena2"
"b.prev_std.Stock.Harrison.","-0.507642569313274","-0.154683770205355","-0.00295110973856254","0.142347161170668","0.459540704297055","arena2"
"b.prev_std.Stock.L.Shuswap.","-0.422736716656417","-0.141490755515441","-0.00596721677775348","0.130721576194387","0.425757246538012","arena2"
"b.prev_std.Stock.L.Stuart.","-0.387421405608483","-0.101240112372371","0.0317991630792359","0.179887692893261","0.53726696923806","arena2"
"b.prev_std.Stock.Nadina.","-0.537085128995739","-0.143967510189426","0.00640487603108088","0.167966742394174","0.497219464839857","arena2"
"b.prev_std.Stock.Pitt.","-0.580630892038553","-0.162157902968861","-0.013715505125183","0.13314996098307","0.453235848425849","arena2"
"b.prev_std.Stock.Quesnel.","-0.423335314046498","-0.118973378530678","0.0107452441371695","0.153160281843965","0.474753709726678","arena2"
"b.prev_std.Stock.Scotch.","-0.345557773126116","-0.0903175173080343","0.0377219504121048","0.179560212975964","0.485811904282611","arena2"
"b.prev_std.Stock.Seymour.","-0.404875639932506","-0.0994699044826244","0.0431692763507344","0.196708742092561","0.637056172922301","arena2"
"b.prev_std.Stock.Stellako.","-0.770821563694247","-0.200589955047366","-0.0406809515841977","0.115019582745437","0.380674667516937","arena2"
"b.prev_std.Stock.Weaver.","-0.531851858895208","-0.147442914155122","0.00797397550318076","0.162350059024757","0.52597760511999","arena2"
"prev_std","-0.337765242520649","-0.171593345603086","-0.0833588430831575","0.00143817405363878","0.175137382979385","c_b_cys"
"b.prev_std.Stock.Birkenhead.","-0.438937473078807","-0.193534761163699","-0.0927808314182841","-0.00305909957922223","0.21611286703658","c_b_cys"
"b.prev_std.Stock.Bowron.","-0.467825812981183","-0.186631262304262","-0.078288114505746","0.0291642252837792","0.301687727771831","c_b_cys"
"b.prev_std.Stock.Chilko.","-0.375833079615727","-0.162511255426343","-0.0617991299879431","0.0514171802899538","0.376924836163418","c_b_cys"
"b.prev_std.Stock.E.Stuart.","-0.460137798331284","-0.190527852489312","-0.085665609337517","0.0182241587209157","0.299672583990549","c_b_cys"
"b.prev_std.Stock.Gates.","-0.525790287953515","-0.211633715286268","-0.102765215663902","-0.00467356986329464","0.21123142253839","c_b_cys"
