"","stock_name","brood_year","survival_index","value"
"57","Birkenhead",2006,"SR_resid",0.366779624612222
"58","Birkenhead",2007,"SR_resid",-0.225724967660305
"59","Birkenhead",2008,"SR_resid",-0.0340019064004885
"60","Birkenhead",2009,"SR_resid",-0.518552190799568
"61","Birkenhead",2010,"SR_resid",-1.83990424991609
"62","Birkenhead",2011,"SR_resid",-1.05677973475509
"63","Birkenhead",2012,"SR_resid",-0.190170158295827
"64","Birkenhead",2013,"SR_resid",-1.62500427028152
"65","Birkenhead",2014,"SR_resid",-2.2457767702565
"66","Birkenhead",2015,"SR_resid",-3.82620361799136
"67","Birkenhead",2016,"SR_resid",-1.76535199914517
"124","Bowron",2006,"SR_resid",1.15067935740862
"125","Bowron",2007,"SR_resid",-0.0356259370446962
"126","Bowron",2008,"SR_resid",-1.09116708976719
"127","Bowron",2009,"SR_resid",-0.325479149695661
"128","Bowron",2010,"SR_resid",-0.218501535912334
"129","Bowron",2011,"SR_resid",-1.09190801898092
"130","Bowron",2012,"SR_resid",-0.199264733371567
"131","Bowron",2013,"SR_resid",-3.25036883049944
"132","Bowron",2014,"SR_resid",-0.661275805617064
"133","Bowron",2015,"SR_resid",-3.87565731254844
"134","Bowron",2016,"SR_resid",1.1348673245056
"191","Chilko",2006,"SR_resid",1.35046617278831
"192","Chilko",2007,"SR_resid",0.148862890115141
"193","Chilko",2008,"SR_resid",-0.263523169128202
"194","Chilko",2009,"SR_resid",0.355248727849321
"195","Chilko",2010,"SR_resid",0.968758157678131
"196","Chilko",2011,"SR_resid",0.639450785513015
"197","Chilko",2012,"SR_resid",0.925874081120383
"198","Chilko",2013,"SR_resid",-1.50496473053944
"199","Chilko",2014,"SR_resid",0.435883332164367
"200","Chilko",2015,"SR_resid",-1.48151212205151
"201","Chilko",2016,"SR_resid",-2.79205896333074
"258","E.Stuart",2006,"SR_resid",0.0282295535866122
"259","E.Stuart",2007,"SR_resid",-0.300595648965201
"260","E.Stuart",2008,"SR_resid",0.825339698279888
"261","E.Stuart",2009,"SR_resid",0.34604039212072
"262","E.Stuart",2010,"SR_resid",-0.808774943414367
"263","E.Stuart",2011,"SR_resid",0.527531016740209
"264","E.Stuart",2012,"SR_resid",-1.01740725664735
"265","E.Stuart",2013,"SR_resid",-2.72493536337422
"266","E.Stuart",2014,"SR_resid",-0.369597144937083
"267","E.Stuart",2015,"SR_resid",-2.18969646585317
"268","E.Stuart",2016,"SR_resid",-0.462685943583525
"311","Fennell",2006,"SR_resid",0.262458088546377
"312","Fennell",2007,"SR_resid",-1.12140503476516
"313","Fennell",2008,"SR_resid",0.77667777614217
"314","Fennell",2009,"SR_resid",-0.139168411511005
"315","Fennell",2010,"SR_resid",-0.093141959727556
"316","Fennell",2011,"SR_resid",-2.21587423207538
"317","Fennell",2012,"SR_resid",-1.15400567743381
"318","Fennell",2013,"SR_resid",-2.55164025488597
"319","Fennell",2014,"SR_resid",-1.08942713765157
"320","Fennell",2015,"SR_resid",-2.53661994745712
"321","Fennell",2016,"SR_resid",-1.87211015105672
"360","Gates",2006,"SR_resid",0.894889601252133
"361","Gates",2007,"SR_resid",2.29519320515997
"362","Gates",2008,"SR_resid",0.711107606699464
"363","Gates",2009,"SR_resid",0.312530400545443
"364","Gates",2010,"SR_resid",-0.762871301349151
"365","Gates",2011,"SR_resid",-0.0576267594148302
"366","Gates",2012,"SR_resid",0.161672701222327
"367","Gates",2013,"SR_resid",0.505187883653675
"368","Gates",2014,"SR_resid",-1.165718235385
"369","Gates",2015,"SR_resid",-0.103242022125246
"370","Gates",2016,"SR_resid",-1.29513457502107
"427","Harrison",2006,"SR_resid",1.09524633486584
"428","Harrison",2007,"SR_resid",1.31530977391305
"429","Harrison",2008,"SR_resid",1.18852621371038
"430","Harrison",2009,"SR_resid",-0.426065743544325
"431","Harrison",2010,"SR_resid",1.86072492475724
"432","Harrison",2011,"SR_resid",0.781971165273877
"433","Harrison",2012,"SR_resid",-0.457121859337375
"434","Harrison",2013,"SR_resid",-1.006308420296
"435","Harrison",2014,"SR_resid",-1.17326453188229
"436","Harrison",2015,"SR_resid",-2.20141619230001
"437","Harrison",2016,"SR_resid",-0.746647451215106
"494","L.Shuswap",2006,"SR_resid",0.765770910343575
"495","L.Shuswap",2007,"SR_resid",0.448373066997931
"496","L.Shuswap",2008,"SR_resid",2.28549721047013
"497","L.Shuswap",2009,"SR_resid",0.184238200888742
"498","L.Shuswap",2010,"SR_resid",0.258078793434132
"499","L.Shuswap",2011,"SR_resid",-2.27248822259874
"500","L.Shuswap",2012,"SR_resid",2.02278728118666
"501","L.Shuswap",2013,"SR_resid",-3.08636418320119
"502","L.Shuswap",2014,"SR_resid",-0.387075374669065
"503","L.Shuswap",2015,"SR_resid",-1.73206755507227
"504","L.Shuswap",2016,"SR_resid",-1.48705462120346
"561","L.Stuart",2006,"SR_resid",0.129275485266173
"562","L.Stuart",2007,"SR_resid",-0.90181188925018
"563","L.Stuart",2008,"SR_resid",-0.795058949892676
"564","L.Stuart",2009,"SR_resid",-0.458448498961202
"565","L.Stuart",2010,"SR_resid",-0.357158225487391
"566","L.Stuart",2011,"SR_resid",-0.728013325442274
"567","L.Stuart",2012,"SR_resid",-1.71205826790359
"568","L.Stuart",2013,"SR_resid",-0.776807641037451
