"","2.5%","25%","50%","75%","97.5%",""
"b[(Intercept) Stock:Birkenhead]","-0.218175715798218","-0.0218936373340923","0.0165113086163936","0.107680041583069","0.466565290694681","arena1"
"b[(Intercept) Stock:Chilko]","-0.384063801283716","-0.0805093972369114","-0.00837475681477216","0.0337689056763793","0.276348371236434","arena1"
"b[(Intercept) Stock:E.Stuart]","-0.366216694155968","-0.0653851555883712","-0.00215455742971962","0.0488112411792835","0.32216341664543","arena1"
"b[(Intercept) Stock:Gates]","-0.227911238787133","-0.0240204538932061","0.0168249919517642","0.112500515930282","0.509522472298887","arena1"
"b[(Intercept) Stock:Harrison]","-0.415120383255139","-0.0791229076717596","-0.00508353902494848","0.0420272134569158","0.281171823518612","arena1"
"b[(Intercept) Stock:L.Shuswap]","-0.317722666924062","-0.0520596006951061","0.00302008088644188","0.0640039559148593","0.352492650163369","arena1"
"b[(Intercept) Stock:L.Stuart]","-0.430619259753732","-0.0844466972730076","-0.00659433946081601","0.0399906053445649","0.289534316967581","arena1"
"b[(Intercept) Stock:Nadina]","-0.411272057468238","-0.0662201017520271","-0.00136111009923157","0.0539800179928544","0.376171159169519","arena1"
"b[(Intercept) Stock:Pitt]","-0.255590926818784","-0.0317196373873303","0.0111735758438822","0.094734436784411","0.424074040902847","arena1"
"b[(Intercept) Stock:Quesnel]","-0.580565563925927","-0.131469114169786","-0.0248423729403255","0.015714571936432","0.200925014018086","arena1"
"b[(Intercept) Stock:Scotch]","-0.36225522424629","-0.0551923831919188","0.000377529089524651","0.0616894352282372","0.392220270045537","arena1"
"b[(Intercept) Stock:Seymour]","-0.469326294654502","-0.0956313291391347","-0.00972592326754189","0.0309280071641724","0.267717308343998","arena1"
"b[(Intercept) Stock:Stellako]","-0.514059798723015","-0.104539978933322","-0.0120086327848866","0.0275588699196628","0.248017201501415","arena1"
"b[(Intercept) Stock:Weaver]","-0.330155909489516","-0.0422335684845294","0.00638920794961593","0.0897431403347433","0.465001344066416","arena1"
"b[(Intercept) Stock:Birkenhead]","-0.197244969516913","-0.0261193777983955","0.00329037574028123","0.0558588372452274","0.305506621278143","arena2"
"b[(Intercept) Stock:Chilko]","-0.21886919613796","-0.0291441077770957","0.00103344780369185","0.043174070751077","0.25224450941388","arena2"
"b[(Intercept) Stock:E.Stuart]","-0.275457906191662","-0.0421584956348066","-0.000811299748702795","0.0305809496551661","0.249124806012361","arena2"
"b[(Intercept) Stock:Gates]","-0.204892441616191","-0.0233518546770113","0.00391639047635466","0.0520741015660831","0.320583453023829","arena2"
"b[(Intercept) Stock:Harrison]","-0.319016489875488","-0.043772337569893","-0.00120305525381101","0.0298670483172996","0.241702945274757","arena2"
"b[(Intercept) Stock:L.Shuswap]","-0.297305407028378","-0.05469267787572","-0.00370573256589679","0.0225043575325744","0.180776188233197","arena2"
"b[(Intercept) Stock:L.Stuart]","-0.333853641425248","-0.0493874057977245","-0.0016955491141925","0.0303194588837435","0.217339702951549","arena2"
"b[(Intercept) Stock:Nadina]","-0.298454907572803","-0.0469759073390682","-0.00203886531200458","0.0283538192008583","0.212459642898109","arena2"
"b[(Intercept) Stock:Pitt]","-0.151759938498148","-0.0128920693255554","0.0121493093255401","0.0801333862522457","0.423721137603694","arena2"
"b[(Intercept) Stock:Quesnel]","-0.389539799108257","-0.0709059010279935","-0.00898663967895546","0.0157474657636233","0.161634790777271","arena2"
"b[(Intercept) Stock:Scotch]","-0.279029428618474","-0.0371352194387678","0.000165526801052064","0.0348063588645356","0.244050731072719","arena2"
"b[(Intercept) Stock:Seymour]","-0.292120482317372","-0.045043689808871","-0.00141332027741923","0.0288699229431633","0.221681468869274","arena2"
"b[(Intercept) Stock:Stellako]","-0.361778517127399","-0.0618152574018064","-0.00581990840489186","0.0209792172473014","0.198313547363124","arena2"
"b[(Intercept) Stock:Weaver]","-0.24846398216527","-0.0304434225427412","0.00155612079688957","0.0466070408049772","0.322227785909396","arena2"
"b[(Intercept) Stock:Birkenhead]","-0.266151913473138","-0.0345199537201495","0.00660118318907055","0.0727885621133108","0.406114202147754","ascv"
"b[(Intercept) Stock:Chilko]","-0.424708192008416","-0.102684637838","-0.0158652442266885","0.0233436202843534","0.200044887828198","ascv"
"b[(Intercept) Stock:E.Stuart]","-0.38401092325304","-0.0629683292931428","-0.00202940984488553","0.0521640905765115","0.321258596988195","ascv"
"b[(Intercept) Stock:Gates]","-0.243141991799112","-0.0233124204635716","0.014056438284981","0.106408545684423","0.492202469123918","ascv"
"b[(Intercept) Stock:Harrison]","-0.359835676084049","-0.0691139702916636","-0.00360281944371636","0.0457997444544827","0.300570831331689","ascv"
"b[(Intercept) Stock:L.Shuswap]","-0.271663765557293","-0.0345396767894362","0.00647772265570982","0.077710508101611","0.376850085185642","ascv"
"b[(Intercept) Stock:L.Stuart]","-0.42978971088966","-0.0790871154876243","-0.00698875303997466","0.0370141450487837","0.275150874889566","ascv"
"b[(Intercept) Stock:Nadina]","-0.405343772273531","-0.0679610615690003","-0.001420732870834","0.0499844842046661","0.355191187095617","ascv"
"b[(Intercept) Stock:Pitt]","-0.240680002744949","-0.0216653412918331","0.0137196549805142","0.0980735650491199","0.463155912380976","ascv"
"b[(Intercept) Stock:Quesnel]","-0.526324045465398","-0.121786315721784","-0.0224831713436877","0.0150053060436099","0.177373379563915","ascv"
"b[(Intercept) Stock:Scotch]","-0.334369811314457","-0.0576113391117087","0.000212213685227311","0.0554918904373409","0.335382105785095","ascv"
"b[(Intercept) Stock:Seymour]","-0.445872825109465","-0.0806328131173359","-0.00708421812073106","0.036345549474736","0.29308712288472","ascv"
"b[(Intercept) Stock:Stellako]","-0.502584943379948","-0.100665049022047","-0.0149829584065285","0.023677603034196","0.240961048401986","ascv"
"b[(Intercept) Stock:Weaver]","-0.300230884374055","-0.0385486050791544","0.0054899475393355","0.0775897792021082","0.447145272124824","ascv"
"b[(Intercept) Stock:Birkenhead]","-0.198504311133879","-0.027802927913449","0.0036829221909856","0.0532348076985398","0.27867359437596","c_b_cys"
"b[(Intercept) Stock:Bowron]","-0.288039082783484","-0.0395357613119865","-0.000222009205718383","0.0398449164194994","0.256454872619646","c_b_cys"
"b[(Intercept) Stock:Chilko]","-0.248845085022579","-0.0394244471715219","-0.000414906650323153","0.0373666404348877","0.228313867059829","c_b_cys"
"b[(Intercept) Stock:E.Stuart]","-0.21556059954012","-0.0290262151188475","0.00301439085530212","0.0528207641564549","0.286716503102522","c_b_cys"
"b[(Intercept) Stock:Gates]","-0.18186404597937","-0.0214487354098693","0.00570967257630151","0.0622719813048217","0.342248711230218","c_b_cys"
"b[(Intercept) Stock:Harrison]","-0.234159652269478","-0.036675404726142","0.000563514089339793","0.0406782671778958","0.253614881405416","c_b_cys"
"b[(Intercept) Stock:L.Shuswap]","-0.276869490822117","-0.0505129370710244","-0.0027695650099065","0.0286217309628904","0.206680371083035","c_b_cys"
"b[(Intercept) Stock:L.Stuart]","-0.315227706704028","-0.0591415905406031","-0.0035154382752343","0.028502357645855","0.216150005841308","c_b_cys"
"b[(Intercept) Stock:Nadina]","-0.336659414117516","-0.0634378329840589","-0.00420598139380213","0.0243834028555828","0.20956541421333","c_b_cys"
"b[(Intercept) Stock:Pitt]","-0.160392260269059","-0.014325310560459","0.0123589192641264","0.0808719559573543","0.401160470586926","c_b_cys"
"b[(Intercept) Stock:Quesnel]","-0.384393746584863","-0.0795080809169462","-0.0107718589819421","0.0150116643638933","0.14065606599811","c_b_cys"
"b[(Intercept) Stock:Raft]","-0.339107084127067","-0.0520025949850129","-0.00284592592818753","0.0279991905041948","0.212439584570635","c_b_cys"
"b[(Intercept) Stock:Scotch]","-0.283804280457202","-0.0519173467817281","-0.00362340609753792","0.0290915002263013","0.237494586807757","c_b_cys"
"b[(Intercept) Stock:Seymour]","-0.285072665320667","-0.0511263073002322","-0.00258254698668698","0.0305324611741382","0.219957408691427","c_b_cys"
"b[(Intercept) Stock:Stellako]","-0.343934503087258","-0.0607515732177423","-0.00474819328247515","0.0239224533956145","0.193741709408179","c_b_cys"
"b[(Intercept) Stock:Weaver]","-0.230137233141927","-0.0298036970233966","0.00269670451476093","0.0487738602879238","0.308666197371441","c_b_cys"
"b[(Intercept) Stock:Birkenhead]","-0.213243461952008","-0.0290898103847332","0.0159002292193809","0.103281188901773","0.407507827005587","ce_sha"
"b[(Intercept) Stock:Bowron]","-0.364548567773699","-0.0669810388104531","-0.000198557183594272","0.0602586172851885","0.336429678949507","ce_sha"
"b[(Intercept) Stock:Chilko]","-0.28313691798314","-0.0520291042606442","0.00152452066246933","0.0617016136004208","0.290884268021347","ce_sha"
"b[(Intercept) Stock:E.Stuart]","-0.282401444224426","-0.034405585664948","0.0127454306958811","0.0945246996715608","0.388524777231962","ce_sha"
"b[(Intercept) Stock:Gates]","-0.222863308616003","-0.0248157691197907","0.0199517197175661","0.118091986318888","0.437571723046709","ce_sha"
"b[(Intercept) Stock:Harrison]","-0.267395176213903","-0.0458481334866299","0.00443056155701962","0.0717970212926281","0.353115778125346","ce_sha"
"b[(Intercept) Stock:L.Shuswap]","-0.472513438378165","-0.140174785264804","-0.0306195140208158","0.015003659448196","0.183386247103708","ce_sha"
"b[(Intercept) Stock:L.Stuart]","-0.386970469733834","-0.0814743304303951","-0.00623653480982421","0.0471098196615601","0.280088728458777","ce_sha"
"b[(Intercept) Stock:Nadina]","-0.409736472035496","-0.0916662369114586","-0.0110897380183002","0.039196337601949","0.248822611522607","ce_sha"
"b[(Intercept) Stock:Pitt]","-0.172259512245133","-0.0138301691494698","0.0316069062262214","0.142034591238117","0.548467606638996","ce_sha"
"b[(Intercept) Stock:Quesnel]","-0.428670109129574","-0.105008228012175","-0.0183812073782785","0.0254193023549335","0.211365460460436","ce_sha"
"b[(Intercept) Stock:Raft]","-0.389811327865153","-0.0654256694465527","-0.00112400262306297","0.0597914996051922","0.355094542710843","ce_sha"
"b[(Intercept) Stock:Scotch]","-0.455283166985442","-0.114547726470329","-0.0199746875997129","0.0246961531326693","0.219051167562986","ce_sha"
"b[(Intercept) Stock:Seymour]","-0.376875252738707","-0.0825409589853785","-0.00786414264054111","0.0388900393014575","0.24740751437366","ce_sha"
"b[(Intercept) Stock:Stellako]","-0.527098402099621","-0.142321038301818","-0.0307960873173602","0.0188978261798641","0.211759141227439","ce_sha"
"b[(Intercept) Stock:Weaver]","-0.345674766621436","-0.0549308070365832","0.00197954854900284","0.0713393251168723","0.39217539452317","ce_sha"
"b[(Intercept) Stock:Birkenhead]","-0.344888384538974","-0.0513010876079374","0.00889030480019634","0.114154335069577","0.504904367724981","Circo.virus"
"b[(Intercept) Stock:Chilko]","-0.261694903873943","-0.0387061581737729","0.0131212584241287","0.106010884334264","0.404902230206138","Circo.virus"
"b[(Intercept) Stock:E.Stuart]","-0.444194018561222","-0.087358896327399","-0.00363766934564397","0.065462606123586","0.378347235860726","Circo.virus"
"b[(Intercept) Stock:Gates]","-0.274590208784634","-0.0305698490661834","0.0244289787600891","0.150351963737823","0.550140102503989","Circo.virus"
"b[(Intercept) Stock:Harrison]","-0.423643475310516","-0.0829175543665214","-0.00132439991430709","0.074741627944768","0.384865373213243","Circo.virus"
"b[(Intercept) Stock:L.Shuswap]","-0.663295334145148","-0.247828328778679","-0.0744409175354639","0.000692162061081782","0.150650308298302","Circo.virus"
"b[(Intercept) Stock:L.Stuart]","-0.507692168869375","-0.095165593853256","-0.0030392453563917","0.0702808615181703","0.415219127580213","Circo.virus"
"b[(Intercept) Stock:Nadina]","-0.572655003121532","-0.130873682155053","-0.013688163666223","0.0457967800488696","0.337308583667306","Circo.virus"
"b[(Intercept) Stock:Pitt]","-0.179238340395272","-0.00249328873577686","0.0768153765154659","0.262184793076175","0.798951287381524","Circo.virus"
"b[(Intercept) Stock:Quesnel]","-0.533987214709838","-0.153325393552289","-0.0297152461667461","0.023469622607574","0.244456754411548","Circo.virus"
