"","V1","V2","V3"
"prev_std","1.00133510893012","arena1","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999768034040693","arena1","Rhat"
"b[prev_std Stock:Birkenhead]","0.999557705720503","arena1","Rhat"
"b[(Intercept) Stock:Chilko]","1.00117997192473","arena1","Rhat"
"b[prev_std Stock:Chilko]","1.00177539943689","arena1","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999803870779891","arena1","Rhat"
"b[prev_std Stock:E.Stuart]","1.00072031887144","arena1","Rhat"
"b[(Intercept) Stock:Gates]","1.00039866160854","arena1","Rhat"
"b[prev_std Stock:Gates]","0.999943193799491","arena1","Rhat"
"b[(Intercept) Stock:Harrison]","1.00017933549294","arena1","Rhat"
"b[prev_std Stock:Harrison]","1.00165156595565","arena1","Rhat"
"b[(Intercept) Stock:L.Shuswap]","1.0003034745915","arena1","Rhat"
"b[prev_std Stock:L.Shuswap]","0.999879195487906","arena1","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.99986352440324","arena1","Rhat"
"b[prev_std Stock:L.Stuart]","1.00029435154313","arena1","Rhat"
"b[(Intercept) Stock:Nadina]","0.999722605423109","arena1","Rhat"
"b[prev_std Stock:Nadina]","1.00171820258982","arena1","Rhat"
"b[(Intercept) Stock:Pitt]","1.00052388068534","arena1","Rhat"
"b[prev_std Stock:Pitt]","1.00158599432185","arena1","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00224970762814","arena1","Rhat"
"b[prev_std Stock:Quesnel]","0.999840175401833","arena1","Rhat"
"b[(Intercept) Stock:Scotch]","1.00042065873253","arena1","Rhat"
"b[prev_std Stock:Scotch]","0.999869446706838","arena1","Rhat"
"b[(Intercept) Stock:Seymour]","0.999893774746551","arena1","Rhat"
"b[prev_std Stock:Seymour]","1.0002317543983","arena1","Rhat"
"b[(Intercept) Stock:Stellako]","0.999601848010867","arena1","Rhat"
"b[prev_std Stock:Stellako]","0.999864052770317","arena1","Rhat"
"b[(Intercept) Stock:Weaver]","0.999825034255601","arena1","Rhat"
"b[prev_std Stock:Weaver]","0.999666765799134","arena1","Rhat"
"b[(Intercept) Year:2009]","0.999708016234684","arena1","Rhat"
"b[(Intercept) Year:2010]","1.00101616337358","arena1","Rhat"
"b[(Intercept) Year:2011]","0.999592018278288","arena1","Rhat"
"b[(Intercept) Year:2012]","1.00020164816332","arena1","Rhat"
"b[(Intercept) Year:2013]","1.00011467419934","arena1","Rhat"
"b[(Intercept) Year:2014]","1.00006734165362","arena1","Rhat"
"b[(Intercept) Year:2015]","0.999900726447674","arena1","Rhat"
"b[(Intercept) Year:2016]","0.999332362471767","arena1","Rhat"
"b[(Intercept) Year:2017]","1.00040850080405","arena1","Rhat"
"b[(Intercept) Year:2018]","1.000811693238","arena1","Rhat"
"sigma","1.00019707200395","arena1","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00124345837256","arena1","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","1.00166429976009","arena1","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00190210891809","arena1","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00281527872768","arena1","Rhat"
"mean_PPD","0.999699166282802","arena1","Rhat"
"log-posterior","1.0019740641832","arena1","Rhat"
"prev_std","1.0004582870332","arena2","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.0010193795017","arena2","Rhat"
"b[prev_std Stock:Birkenhead]","0.99950059686152","arena2","Rhat"
