"","Stock_Analysis","Year","N","posdet","prev","mean_load","prevload","agent"
"5418","Late Shuswap",2016,76,0,0,NA,NA,"sp_des"
"5419","Late Stuart",2008,2,0,0,NA,NA,"sp_des"
"5420","Late Stuart",2010,1,0,0,NA,NA,"sp_des"
"5421","Late Stuart",2011,16,0,0,NA,NA,"sp_des"
"5422","Late Stuart",2014,7,0,0,NA,NA,"sp_des"
"5423","Late Stuart",2015,10,0,0,NA,NA,"sp_des"
"5424","Late Stuart",2016,3,0,0,NA,NA,"sp_des"
"5425","Nadina",2010,2,0,0,NA,NA,"sp_des"
"5426","Nadina",2011,4,0,0,NA,NA,"sp_des"
"5427","Nadina",2012,3,0,0,NA,NA,"sp_des"
"5428","Nadina",2014,24,0,0,NA,NA,"sp_des"
"5429","Nadina",2015,10,0,0,NA,NA,"sp_des"
"5430","Nadina",2018,3,0,0,NA,NA,"sp_des"
"5431","Nahatlatch",2010,2,1,0.5,91.86325552,45.93162776,"sp_des"
"5432","Nahatlatch",2011,1,0,0,NA,NA,"sp_des"
"5433","Nahatlatch",2013,5,0,0,NA,NA,"sp_des"
"5434","Nahatlatch",2015,6,1,0.166666666666667,6.715132351,1.11918872516667,"sp_des"
"5435","North Thompson",2008,1,0,0,NA,NA,"sp_des"
"5436","North Thompson",2009,1,0,0,NA,NA,"sp_des"
"5437","North Thompson",2010,1,0,0,NA,NA,"sp_des"
"5438","North Thompson",2011,5,0,0,NA,NA,"sp_des"
"5439","North Thompson",2012,1,0,0,NA,NA,"sp_des"
"5440","North Thompson",2013,33,0,0,NA,NA,"sp_des"
"5441","North Thompson",2014,5,0,0,NA,NA,"sp_des"
"5442","North Thompson",2015,11,1,0.0909090909090909,1.662468426,0.151133493272727,"sp_des"
"5443","Pitt",2010,6,0,0,NA,NA,"sp_des"
"5444","Pitt",2011,1,0,0,NA,NA,"sp_des"
"5445","Pitt",2012,1,0,0,NA,NA,"sp_des"
"5446","Pitt",2013,45,8,0.177777777777778,338.0967224415,60.1060839896,"sp_des"
"5447","Pitt",2014,13,2,0.153846153846154,148.19501555,22.7992331615385,"sp_des"
"5448","Pitt",2015,32,8,0.25,943.6147478035,235.903686950875,"sp_des"
"5449","Pitt",2018,1,0,0,NA,NA,"sp_des"
"5450","Portage",2009,1,0,0,NA,NA,"sp_des"
"5451","Portage",2015,1,0,0,NA,NA,"sp_des"
"5452","Quesnel",2009,3,0,0,NA,NA,"sp_des"
"5453","Quesnel",2010,8,0,0,NA,NA,"sp_des"
"5454","Quesnel",2011,19,0,0,NA,NA,"sp_des"
"5455","Quesnel",2012,18,1,0.0555555555555556,299.0387171,16.6132620611111,"sp_des"
"5456","Quesnel",2013,38,0,0,NA,NA,"sp_des"
"5457","Quesnel",2015,158,0,0,NA,NA,"sp_des"
"5458","Quesnel",2016,32,0,0,NA,NA,"sp_des"
"5459","Raft",2010,5,0,0,NA,NA,"sp_des"
"5460","Raft",2012,1,0,0,NA,NA,"sp_des"
"5461","Raft",2014,1,0,0,NA,NA,"sp_des"
"5462","Raft",2018,1,0,0,NA,NA,"sp_des"
"5463","Scotch",2009,8,0,0,NA,NA,"sp_des"
"5464","Scotch",2010,2,0,0,NA,NA,"sp_des"
"5465","Scotch",2012,32,0,0,NA,NA,"sp_des"
"5466","Scotch",2013,5,0,0,NA,NA,"sp_des"
"5467","Scotch",2014,2,0,0,NA,NA,"sp_des"
"5468","Scotch",2015,8,0,0,NA,NA,"sp_des"
"5469","Scotch",2016,12,0,0,NA,NA,"sp_des"
"5470","Seymour",2008,3,0,0,NA,NA,"sp_des"
"5471","Seymour",2009,5,0,0,NA,NA,"sp_des"
"5472","Seymour",2010,1,0,0,NA,NA,"sp_des"
"5473","Seymour",2011,7,0,0,NA,NA,"sp_des"
"5474","Seymour",2012,25,0,0,NA,NA,"sp_des"
"5475","Seymour",2013,37,0,0,NA,NA,"sp_des"
"5476","Seymour",2015,42,1,0.0238095238095238,4.504339959,0.1072461895,"sp_des"
"5477","Seymour",2016,3,0,0,NA,NA,"sp_des"
"5478","Seymour",2017,0,0,NA,NA,NA,"sp_des"
"5479","South Coast",2009,1,0,0,NA,NA,"sp_des"
"5480","South Coast",2011,2,0,0,NA,NA,"sp_des"
"5481","South Coast",2013,8,0,0,NA,NA,"sp_des"
"5482","South Coast",2014,2,0,0,NA,NA,"sp_des"
"5483","South Coast",2018,2,0,0,NA,NA,"sp_des"
"5484","Stellako",2010,2,0,0,NA,NA,"sp_des"
"5485","Stellako",2011,6,0,0,NA,NA,"sp_des"
"5486","Stellako",2012,3,0,0,NA,NA,"sp_des"
"5487","Stellako",2013,32,0,0,NA,NA,"sp_des"
"5488","Stellako",2014,14,0,0,NA,NA,"sp_des"
"5489","Stellako",2015,12,0,0,NA,NA,"sp_des"
"5490","Stellako",2018,2,0,0,NA,NA,"sp_des"
"5491","US",2009,3,0,0,NA,NA,"sp_des"
"5492","US",2010,12,0,0,NA,NA,"sp_des"
"5493","US",2011,8,0,0,NA,NA,"sp_des"
"5494","US",2012,1,1,1,3.330478584,3.330478584,"sp_des"
"5495","US",2013,6,0,0,NA,NA,"sp_des"
"5496","US",2014,5,0,0,NA,NA,"sp_des"
"5497","US",2015,2,0,0,NA,NA,"sp_des"
"5498","US",2018,6,0,0,NA,NA,"sp_des"
"5499","VI",2010,1,0,0,NA,NA,"sp_des"
"5500","VI",2011,1,0,0,NA,NA,"sp_des"
"5501","VI",2012,2,0,0,NA,NA,"sp_des"
"5502","VI",2013,19,2,0.105263157894737,23.5501849475,2.47896683657895,"sp_des"
"5503","VI",2014,13,1,0.0769230769230769,10.93783265,0.841371742307692,"sp_des"
"5504","Weaver",2010,1,0,0,NA,NA,"sp_des"
"5505","Weaver",2011,3,0,0,NA,NA,"sp_des"
"5506","Weaver",2012,1,0,0,NA,NA,"sp_des"
"5507","Weaver",2015,4,0,0,NA,NA,"sp_des"
"5508","Weaver",2018,1,0,0,NA,NA,"sp_des"
"5509","Birkenhead",2009,4,0,0,NA,NA,"te_bry"
"5510","Birkenhead",2010,2,0,0,NA,NA,"te_bry"
"5511","Birkenhead",2011,5,0,0,NA,NA,"te_bry"
"5512","Birkenhead",2012,1,0,0,NA,NA,"te_bry"
"5513","Birkenhead",2013,23,1,0.0434782608695652,2.190383944,0.0952340845217391,"te_bry"
"5514","Birkenhead",2014,4,0,0,NA,NA,"te_bry"
"5515","Birkenhead",2015,17,0,0,NA,NA,"te_bry"
"5516","Birkenhead",2018,4,0,0,NA,NA,"te_bry"
"5517","Bowron",2013,7,0,0,NA,NA,"te_bry"
"5518","Bowron",2014,1,0,0,NA,NA,"te_bry"
"5519","Central Coast",2009,1,0,0,NA,NA,"te_bry"
"5520","Central Coast",2010,3,0,0,NA,NA,"te_bry"
"5521","Central Coast",2011,2,0,0,NA,NA,"te_bry"
"5522","Central Coast",2012,4,0,0,NA,NA,"te_bry"
"5523","Central Coast",2013,9,1,0.111111111111111,6.865465587,0.762829509666667,"te_bry"
"5524","Central Coast",2014,2,0,0,NA,NA,"te_bry"
"5525","Central Coast",2018,2,0,0,NA,NA,"te_bry"
"5526","Chilko",2008,7,0,0,NA,NA,"te_bry"
"5527","Chilko",2009,26,0,0,NA,NA,"te_bry"
"5528","Chilko",2010,62,0,0,NA,NA,"te_bry"
"5529","Chilko",2011,74,0,0,NA,NA,"te_bry"
"5530","Chilko",2012,31,0,0,NA,NA,"te_bry"
"5531","Chilko",2013,514,2,0.00389105058365759,40.952321035,0.15934755266537,"te_bry"
"5532","Chilko",2014,51,1,0.0196078431372549,4.827440619,0.0946556984117647,"te_bry"
"5533","Chilko",2015,72,2,0.0277777777777778,7.7906814825,0.216407818958333,"te_bry"
"5534","Chilko",2016,20,2,0.1,4644.065007635,464.4065007635,"te_bry"
"5535","Chilko",2017,12,0,0,NA,NA,"te_bry"
"5536","Chilko",2018,12,0,0,NA,NA,"te_bry"
"5537","Chilliwack",2010,13,0,0,NA,NA,"te_bry"
"5538","Chilliwack",2013,9,0,0,NA,NA,"te_bry"
"5539","Chilliwack",2014,25,1,0.04,77.45160723,3.0980642892,"te_bry"
"5540","Chilliwack",2016,1,0,0,NA,NA,"te_bry"
"5541","Chilliwack",2018,8,0,0,NA,NA,"te_bry"
"5542","Cultus",2011,1,0,0,NA,NA,"te_bry"
"5543","Cultus",2012,1,0,0,NA,NA,"te_bry"
"5544","Cultus",2013,2,0,0,NA,NA,"te_bry"
"5545","Cultus",2014,2,0,0,NA,NA,"te_bry"
"5546","Cultus",2018,1,0,0,NA,NA,"te_bry"
"5547","Early Stuart",2009,2,0,0,NA,NA,"te_bry"
"5548","Early Stuart",2010,4,0,0,NA,NA,"te_bry"
"5549","Early Stuart",2011,25,0,0,NA,NA,"te_bry"
"5550","Early Stuart",2012,1,0,0,NA,NA,"te_bry"
"5551","Early Stuart",2013,1,0,0,NA,NA,"te_bry"
"5552","Early Stuart",2014,8,1,0.125,395.9015623,49.4876952875,"te_bry"
"5553","Early Stuart",2015,18,2,0.111111111111111,94.36346735,10.4848297055556,"te_bry"
"5554","Early Stuart",2016,1,1,1,85.9550845,85.9550845,"te_bry"
"5555","Early Stuart",2017,1,1,1,3.729004179,3.729004179,"te_bry"
"5556","Early Stuart",2018,2,0,0,NA,NA,"te_bry"
"5557","Gates",2009,1,0,0,NA,NA,"te_bry"
"5558","Gates",2010,1,0,0,NA,NA,"te_bry"
"5559","Gates",2011,4,0,0,NA,NA,"te_bry"
"5560","Gates",2012,1,0,0,NA,NA,"te_bry"
"5561","Gates",2013,15,0,0,NA,NA,"te_bry"
"5562","Gates",2014,8,0,0,NA,NA,"te_bry"
"5563","Gates",2015,5,0,0,NA,NA,"te_bry"
"5564","Harrison-Lillooet",2013,2,0,0,NA,NA,"te_bry"
"5565","Harrison-Lillooet",2014,1,0,0,NA,NA,"te_bry"
"5566","Harrison-Widgeon",2009,1,0,0,NA,NA,"te_bry"
"5567","Harrison-Widgeon",2010,56,0,0,NA,NA,"te_bry"
"5568","Harrison-Widgeon",2011,8,0,0,NA,NA,"te_bry"
"5569","Harrison-Widgeon",2013,4,0,0,NA,NA,"te_bry"
"5570","Harrison-Widgeon",2014,1,0,0,NA,NA,"te_bry"
"5571","Harrison-Widgeon",2015,5,1,0.2,50.02426686,10.004853372,"te_bry"
"5572","Late Shuswap",2008,16,0,0,NA,NA,"te_bry"
"5573","Late Shuswap",2009,15,0,0,NA,NA,"te_bry"
"5574","Late Shuswap",2010,6,1,0.166666666666667,62.79226077,10.465376795,"te_bry"
"5575","Late Shuswap",2011,19,0,0,NA,NA,"te_bry"
"5576","Late Shuswap",2012,214,1,0.00467289719626168,6.892314371,0.0322070765,"te_bry"
"5577","Late Shuswap",2013,29,0,0,NA,NA,"te_bry"
"5578","Late Shuswap",2014,1,0,0,NA,NA,"te_bry"
"5579","Late Shuswap",2015,93,2,0.021505376344086,214.249782145,4.60752219666667,"te_bry"
"5580","Late Shuswap",2016,76,0,0,NA,NA,"te_bry"
"5581","Late Stuart",2008,2,0,0,NA,NA,"te_bry"
"5582","Late Stuart",2010,1,0,0,NA,NA,"te_bry"
"5583","Late Stuart",2011,16,0,0,NA,NA,"te_bry"
"5584","Late Stuart",2014,7,0,0,NA,NA,"te_bry"
"5585","Late Stuart",2015,10,1,0.1,2.246075986,0.2246075986,"te_bry"
"5586","Late Stuart",2016,3,0,0,NA,NA,"te_bry"
"5587","Nadina",2010,2,0,0,NA,NA,"te_bry"
"5588","Nadina",2011,4,0,0,NA,NA,"te_bry"
"5589","Nadina",2012,3,0,0,NA,NA,"te_bry"
"5590","Nadina",2014,24,2,0.0833333333333333,92.69020963,7.72418413583333,"te_bry"
"5591","Nadina",2015,10,1,0.1,0.766125629,0.0766125629,"te_bry"
"5592","Nadina",2018,3,0,0,NA,NA,"te_bry"
"5593","Nahatlatch",2010,2,0,0,NA,NA,"te_bry"
"5594","Nahatlatch",2011,1,0,0,NA,NA,"te_bry"
"5595","Nahatlatch",2013,5,0,0,NA,NA,"te_bry"
"5596","Nahatlatch",2015,6,0,0,NA,NA,"te_bry"
"5597","North Thompson",2008,1,0,0,NA,NA,"te_bry"
"5598","North Thompson",2009,1,0,0,NA,NA,"te_bry"
"5599","North Thompson",2010,1,0,0,NA,NA,"te_bry"
"5600","North Thompson",2011,5,0,0,NA,NA,"te_bry"
"5601","North Thompson",2012,1,0,0,NA,NA,"te_bry"
"5602","North Thompson",2013,33,0,0,NA,NA,"te_bry"
"5603","North Thompson",2014,5,0,0,NA,NA,"te_bry"
"5604","North Thompson",2015,11,0,0,NA,NA,"te_bry"
"5605","Pitt",2010,6,0,0,NA,NA,"te_bry"
"5606","Pitt",2011,1,0,0,NA,NA,"te_bry"
"5607","Pitt",2012,1,0,0,NA,NA,"te_bry"
"5608","Pitt",2013,45,0,0,NA,NA,"te_bry"
"5609","Pitt",2014,13,0,0,NA,NA,"te_bry"
"5610","Pitt",2015,32,0,0,NA,NA,"te_bry"
"5611","Pitt",2018,1,0,0,NA,NA,"te_bry"
"5612","Portage",2009,1,0,0,NA,NA,"te_bry"
"5613","Portage",2015,1,0,0,NA,NA,"te_bry"
"5614","Quesnel",2009,3,0,0,NA,NA,"te_bry"
"5615","Quesnel",2010,8,0,0,NA,NA,"te_bry"
"5616","Quesnel",2011,20,0,0,NA,NA,"te_bry"
"5617","Quesnel",2012,18,0,0,NA,NA,"te_bry"
"5618","Quesnel",2013,38,1,0.0263157894736842,54.01847362,1.42153877947368,"te_bry"
"5619","Quesnel",2015,158,6,0.0379746835443038,689.0030328405,26.1646721331835,"te_bry"
"5620","Quesnel",2016,32,0,0,NA,NA,"te_bry"
"5621","Raft",2010,5,0,0,NA,NA,"te_bry"
"5622","Raft",2012,1,0,0,NA,NA,"te_bry"
"5623","Raft",2014,1,0,0,NA,NA,"te_bry"
"5624","Raft",2018,1,0,0,NA,NA,"te_bry"
"5625","Scotch",2009,8,0,0,NA,NA,"te_bry"
"5626","Scotch",2010,2,0,0,NA,NA,"te_bry"
"5627","Scotch",2012,32,0,0,NA,NA,"te_bry"
"5628","Scotch",2013,5,0,0,NA,NA,"te_bry"
"5629","Scotch",2014,2,0,0,NA,NA,"te_bry"
"5630","Scotch",2015,8,1,0.125,609.7306915,76.2163364375,"te_bry"
"5631","Scotch",2016,12,0,0,NA,NA,"te_bry"
"5632","Seymour",2008,3,0,0,NA,NA,"te_bry"
"5633","Seymour",2009,5,1,0.2,3.281653265,0.656330653,"te_bry"
"5634","Seymour",2010,1,0,0,NA,NA,"te_bry"
"5635","Seymour",2011,7,0,0,NA,NA,"te_bry"
"5636","Seymour",2012,25,0,0,NA,NA,"te_bry"
"5637","Seymour",2013,37,0,0,NA,NA,"te_bry"
"5638","Seymour",2015,42,2,0.0476190476190476,217.9628002925,10.3791809663095,"te_bry"
"5639","Seymour",2016,3,0,0,NA,NA,"te_bry"
"5640","Seymour",2017,2,0,0,NA,NA,"te_bry"
"5641","South Coast",2009,1,0,0,NA,NA,"te_bry"
"5642","South Coast",2011,2,1,0.5,5649.684553,2824.8422765,"te_bry"
"5643","South Coast",2013,8,3,0.375,446.785524533333,167.5445717,"te_bry"
"5644","South Coast",2014,2,2,1,160.074351905,160.074351905,"te_bry"
"5645","South Coast",2018,2,0,0,NA,NA,"te_bry"
"5646","Stellako",2010,2,0,0,NA,NA,"te_bry"
"5647","Stellako",2011,6,0,0,NA,NA,"te_bry"
"5648","Stellako",2012,3,0,0,NA,NA,"te_bry"
"5649","Stellako",2013,32,0,0,NA,NA,"te_bry"
"5650","Stellako",2014,14,0,0,NA,NA,"te_bry"
"5651","Stellako",2015,12,0,0,NA,NA,"te_bry"
"5652","Stellako",2018,2,0,0,NA,NA,"te_bry"
"5653","US",2009,3,0,0,NA,NA,"te_bry"
"5654","US",2010,12,0,0,NA,NA,"te_bry"
"5655","US",2011,8,0,0,NA,NA,"te_bry"
"5656","US",2012,1,0,0,NA,NA,"te_bry"
"5657","US",2013,6,0,0,NA,NA,"te_bry"
"5658","US",2014,5,0,0,NA,NA,"te_bry"
"5659","US",2015,2,0,0,NA,NA,"te_bry"
"5660","US",2018,6,0,0,NA,NA,"te_bry"
"5661","VI",2010,1,0,0,NA,NA,"te_bry"
"5662","VI",2011,1,0,0,NA,NA,"te_bry"
"5663","VI",2012,2,0,0,NA,NA,"te_bry"
"5664","VI",2013,19,1,0.0526315789473684,47288.25287,2488.85541421053,"te_bry"
"5665","VI",2014,13,0,0,NA,NA,"te_bry"
"5666","Weaver",2010,1,0,0,NA,NA,"te_bry"
"5667","Weaver",2011,3,0,0,NA,NA,"te_bry"
"5668","Weaver",2012,1,0,0,NA,NA,"te_bry"
"5669","Weaver",2015,4,0,0,NA,NA,"te_bry"
"5670","Weaver",2018,1,0,0,NA,NA,"te_bry"
"5671","Birkenhead",2009,4,0,0,NA,NA,"te_mar"
"5672","Birkenhead",2010,2,0,0,NA,NA,"te_mar"
"5673","Birkenhead",2011,5,0,0,NA,NA,"te_mar"
"5674","Birkenhead",2012,1,0,0,NA,NA,"te_mar"
"5675","Birkenhead",2013,23,0,0,NA,NA,"te_mar"
"5676","Birkenhead",2014,4,0,0,NA,NA,"te_mar"
"5677","Birkenhead",2015,17,1,0.0588235294117647,4.064354481,0.239079675352941,"te_mar"
"5678","Birkenhead",2018,4,0,0,NA,NA,"te_mar"
"5679","Bowron",2013,7,0,0,NA,NA,"te_mar"
"5680","Bowron",2014,1,0,0,NA,NA,"te_mar"
"5681","Central Coast",2009,1,0,0,NA,NA,"te_mar"
"5682","Central Coast",2010,2,0,0,NA,NA,"te_mar"
"5683","Central Coast",2011,2,0,0,NA,NA,"te_mar"
"5684","Central Coast",2012,0,0,NA,NA,NA,"te_mar"
"5685","Central Coast",2013,9,0,0,NA,NA,"te_mar"
"5686","Central Coast",2014,2,0,0,NA,NA,"te_mar"
"5687","Central Coast",2018,2,0,0,NA,NA,"te_mar"
"5688","Chilko",2008,7,0,0,NA,NA,"te_mar"
"5689","Chilko",2009,0,0,NA,NA,NA,"te_mar"
"5690","Chilko",2010,15,0,0,NA,NA,"te_mar"
"5691","Chilko",2011,62,0,0,NA,NA,"te_mar"
"5692","Chilko",2012,22,0,0,NA,NA,"te_mar"
"5693","Chilko",2013,514,1,0.00194552529182879,0.514332811,0.0010006474922179,"te_mar"
"5694","Chilko",2014,51,0,0,NA,NA,"te_mar"
"5695","Chilko",2015,72,3,0.0416666666666667,5.88245414266667,0.245102255944444,"te_mar"
"5696","Chilko",2016,20,0,0,NA,NA,"te_mar"
"5697","Chilko",2017,12,0,0,NA,NA,"te_mar"
"5698","Chilko",2018,12,0,0,NA,NA,"te_mar"
"5699","Chilliwack",2010,7,0,0,NA,NA,"te_mar"
"5700","Chilliwack",2013,9,0,0,NA,NA,"te_mar"
"5701","Chilliwack",2014,25,0,0,NA,NA,"te_mar"
"5702","Chilliwack",2016,1,0,0,NA,NA,"te_mar"
"5703","Chilliwack",2018,8,0,0,NA,NA,"te_mar"
"5704","Cultus",2011,1,0,0,NA,NA,"te_mar"
"5705","Cultus",2012,1,0,0,NA,NA,"te_mar"
"5706","Cultus",2013,2,0,0,NA,NA,"te_mar"
"5707","Cultus",2014,2,0,0,NA,NA,"te_mar"
"5708","Cultus",2018,1,0,0,NA,NA,"te_mar"
"5709","Early Stuart",2009,1,0,0,NA,NA,"te_mar"
"5710","Early Stuart",2010,3,0,0,NA,NA,"te_mar"
"5711","Early Stuart",2011,22,0,0,NA,NA,"te_mar"
"5712","Early Stuart",2012,1,0,0,NA,NA,"te_mar"
"5713","Early Stuart",2013,1,0,0,NA,NA,"te_mar"
"5714","Early Stuart",2014,8,0,0,NA,NA,"te_mar"
"5715","Early Stuart",2015,18,4,0.222222222222222,144.19686277275,32.0437472828333,"te_mar"
"5716","Early Stuart",2016,1,0,0,NA,NA,"te_mar"
"5717","Early Stuart",2017,1,0,0,NA,NA,"te_mar"
"5718","Early Stuart",2018,2,0,0,NA,NA,"te_mar"
"5719","Gates",2009,1,0,0,NA,NA,"te_mar"
"5720","Gates",2010,1,0,0,NA,NA,"te_mar"
"5721","Gates",2011,4,0,0,NA,NA,"te_mar"
"5722","Gates",2012,0,0,NA,NA,NA,"te_mar"
"5723","Gates",2013,15,0,0,NA,NA,"te_mar"
"5724","Gates",2014,8,1,0.125,11.47474846,1.4343435575,"te_mar"
"5725","Gates",2015,5,0,0,NA,NA,"te_mar"
"5726","Harrison-Lillooet",2013,2,0,0,NA,NA,"te_mar"
"5727","Harrison-Lillooet",2014,1,0,0,NA,NA,"te_mar"
"5728","Harrison-Widgeon",2009,1,0,0,NA,NA,"te_mar"
"5729","Harrison-Widgeon",2010,44,0,0,NA,NA,"te_mar"
"5730","Harrison-Widgeon",2011,8,0,0,NA,NA,"te_mar"
"5731","Harrison-Widgeon",2013,4,0,0,NA,NA,"te_mar"
"5732","Harrison-Widgeon",2014,1,0,0,NA,NA,"te_mar"
"5733","Harrison-Widgeon",2015,5,0,0,NA,NA,"te_mar"
"5734","Late Shuswap",2008,0,0,NA,NA,NA,"te_mar"
"5735","Late Shuswap",2009,5,0,0,NA,NA,"te_mar"
"5736","Late Shuswap",2010,4,0,0,NA,NA,"te_mar"
"5737","Late Shuswap",2011,17,0,0,NA,NA,"te_mar"
"5738","Late Shuswap",2012,176,2,0.0113636363636364,2.6610513885,0.0302392203238636,"te_mar"
"5739","Late Shuswap",2013,29,0,0,NA,NA,"te_mar"
"5740","Late Shuswap",2014,1,0,0,NA,NA,"te_mar"
"5741","Late Shuswap",2015,93,8,0.0860215053763441,9.199707699125,0.791372705301075,"te_mar"
"5742","Late Shuswap",2016,76,2,0.0263157894736842,83.195872225,2.18936505855263,"te_mar"
"5743","Late Stuart",2008,0,0,NA,NA,NA,"te_mar"
"5744","Late Stuart",2010,0,0,NA,NA,NA,"te_mar"
"5745","Late Stuart",2011,14,0,0,NA,NA,"te_mar"
"5746","Late Stuart",2014,7,0,0,NA,NA,"te_mar"
"5747","Late Stuart",2015,10,1,0.1,0.869856673,0.0869856673,"te_mar"
"5748","Late Stuart",2016,3,0,0,NA,NA,"te_mar"
"5749","Nadina",2010,1,0,0,NA,NA,"te_mar"
"5750","Nadina",2011,3,0,0,NA,NA,"te_mar"
"5751","Nadina",2012,0,0,NA,NA,NA,"te_mar"
"5752","Nadina",2014,24,0,0,NA,NA,"te_mar"
"5753","Nadina",2015,10,1,0.1,4.743676845,0.4743676845,"te_mar"
"5754","Nadina",2018,3,0,0,NA,NA,"te_mar"
"5755","Nahatlatch",2010,1,0,0,NA,NA,"te_mar"
"5756","Nahatlatch",2011,1,0,0,NA,NA,"te_mar"
"5757","Nahatlatch",2013,5,0,0,NA,NA,"te_mar"
"5758","Nahatlatch",2015,6,1,0.166666666666667,1.083415407,0.1805692345,"te_mar"
"5759","North Thompson",2008,0,0,NA,NA,NA,"te_mar"
"5760","North Thompson",2009,0,0,NA,NA,NA,"te_mar"
"5761","North Thompson",2010,1,0,0,NA,NA,"te_mar"
"5762","North Thompson",2011,3,0,0,NA,NA,"te_mar"
"5763","North Thompson",2012,1,0,0,NA,NA,"te_mar"
"5764","North Thompson",2013,33,0,0,NA,NA,"te_mar"
"5765","North Thompson",2014,5,0,0,NA,NA,"te_mar"
"5766","North Thompson",2015,11,1,0.0909090909090909,4.250874589,0.386443144454545,"te_mar"
"5767","Pitt",2010,5,0,0,NA,NA,"te_mar"
"5768","Pitt",2011,1,0,0,NA,NA,"te_mar"
"5769","Pitt",2012,1,0,0,NA,NA,"te_mar"
"5770","Pitt",2013,45,0,0,NA,NA,"te_mar"
"5771","Pitt",2014,13,0,0,NA,NA,"te_mar"
"5772","Pitt",2015,32,7,0.21875,34.6243595567143,7.57407865303125,"te_mar"
"5773","Pitt",2018,1,0,0,NA,NA,"te_mar"
"5774","Portage",2009,1,0,0,NA,NA,"te_mar"
"5775","Portage",2015,1,0,0,NA,NA,"te_mar"
"5776","Quesnel",2009,1,0,0,NA,NA,"te_mar"
"5777","Quesnel",2010,5,0,0,NA,NA,"te_mar"
"5778","Quesnel",2011,15,0,0,NA,NA,"te_mar"
"5779","Quesnel",2012,13,0,0,NA,NA,"te_mar"
"5780","Quesnel",2013,38,0,0,NA,NA,"te_mar"
"5781","Quesnel",2015,158,12,0.0759493670886076,3.47377589516667,0.26383108064557,"te_mar"
"5782","Quesnel",2016,32,2,0.0625,6.6513183525,0.41570739703125,"te_mar"
"5783","Raft",2010,1,0,0,NA,NA,"te_mar"
"5784","Raft",2012,1,0,0,NA,NA,"te_mar"
"5785","Raft",2014,1,0,0,NA,NA,"te_mar"
"5786","Raft",2018,1,0,0,NA,NA,"te_mar"
"5787","Scotch",2009,1,0,0,NA,NA,"te_mar"
"5788","Scotch",2010,2,0,0,NA,NA,"te_mar"
"5789","Scotch",2012,24,0,0,NA,NA,"te_mar"
"5790","Scotch",2013,5,0,0,NA,NA,"te_mar"
"5791","Scotch",2014,2,0,0,NA,NA,"te_mar"
"5792","Scotch",2015,8,0,0,NA,NA,"te_mar"
"5793","Scotch",2016,12,0,0,NA,NA,"te_mar"
"5794","Seymour",2008,0,0,NA,NA,NA,"te_mar"
"5795","Seymour",2009,5,0,0,NA,NA,"te_mar"
"5796","Seymour",2010,1,0,0,NA,NA,"te_mar"
"5797","Seymour",2011,6,0,0,NA,NA,"te_mar"
"5798","Seymour",2012,23,0,0,NA,NA,"te_mar"
"5799","Seymour",2013,36,0,0,NA,NA,"te_mar"
"5800","Seymour",2015,42,4,0.0952380952380952,3862.86982094375,367.892363899405,"te_mar"
"5801","Seymour",2016,3,0,0,NA,NA,"te_mar"
"5802","Seymour",2017,2,0,0,NA,NA,"te_mar"
"5803","South Coast",2009,1,0,0,NA,NA,"te_mar"
"5804","South Coast",2011,1,0,0,NA,NA,"te_mar"
"5805","South Coast",2013,8,0,0,NA,NA,"te_mar"
"5806","South Coast",2014,2,0,0,NA,NA,"te_mar"
"5807","South Coast",2018,2,0,0,NA,NA,"te_mar"
"5808","Stellako",2010,0,0,NA,NA,NA,"te_mar"
"5809","Stellako",2011,4,0,0,NA,NA,"te_mar"
"5810","Stellako",2012,1,0,0,NA,NA,"te_mar"
"5811","Stellako",2013,32,0,0,NA,NA,"te_mar"
"5812","Stellako",2014,14,0,0,NA,NA,"te_mar"
"5813","Stellako",2015,12,1,0.0833333333333333,1.715319932,0.142943327666667,"te_mar"
"5814","Stellako",2018,2,0,0,NA,NA,"te_mar"
"5815","US",2009,3,0,0,NA,NA,"te_mar"
"5816","US",2010,9,0,0,NA,NA,"te_mar"
"5817","US",2011,8,0,0,NA,NA,"te_mar"
"5818","US",2012,0,0,NA,NA,NA,"te_mar"
"5819","US",2013,6,0,0,NA,NA,"te_mar"
"5820","US",2014,5,0,0,NA,NA,"te_mar"
"5821","US",2015,2,0,0,NA,NA,"te_mar"
"5822","US",2018,6,0,0,NA,NA,"te_mar"
"5823","VI",2010,1,0,0,NA,NA,"te_mar"
"5824","VI",2011,1,0,0,NA,NA,"te_mar"
"5825","VI",2012,0,0,NA,NA,NA,"te_mar"
"5826","VI",2013,19,0,0,NA,NA,"te_mar"
"5827","VI",2014,13,2,0.153846153846154,87.880022618,13.5200034796923,"te_mar"
"5828","Weaver",2010,1,0,0,NA,NA,"te_mar"
"5829","Weaver",2011,3,0,0,NA,NA,"te_mar"
"5830","Weaver",2012,1,0,0,NA,NA,"te_mar"
"5831","Weaver",2015,4,0,0,NA,NA,"te_mar"
"5832","Weaver",2018,1,0,0,NA,NA,"te_mar"
"5833","Birkenhead",2009,4,1,0.25,1.052442881,0.26311072025,"ven"
"5834","Birkenhead",2010,2,0,0,NA,NA,"ven"
"5835","Birkenhead",2011,5,0,0,NA,NA,"ven"
"5836","Birkenhead",2012,1,0,0,NA,NA,"ven"
