"","Stock_Analysis","Year","N","posdet","prev","mean_load","prevload","agent"
"1477","Chilko",2009,26,0,0,NA,NA,"fl_psy"
"1478","Chilko",2010,62,0,0,NA,NA,"fl_psy"
"1479","Chilko",2011,74,0,0,NA,NA,"fl_psy"
"1480","Chilko",2012,31,0,0,NA,NA,"fl_psy"
"1481","Chilko",2013,514,10,0.0194552529182879,7.7269677544,0.150330111953307,"fl_psy"
"1482","Chilko",2014,51,0,0,NA,NA,"fl_psy"
"1483","Chilko",2015,72,0,0,NA,NA,"fl_psy"
"1484","Chilko",2016,20,2,0.1,11.247007233,1.1247007233,"fl_psy"
"1485","Chilko",2017,12,0,0,NA,NA,"fl_psy"
"1486","Chilko",2018,12,0,0,NA,NA,"fl_psy"
"1487","Chilliwack",2010,13,0,0,NA,NA,"fl_psy"
"1488","Chilliwack",2013,9,0,0,NA,NA,"fl_psy"
"1489","Chilliwack",2014,25,0,0,NA,NA,"fl_psy"
"1490","Chilliwack",2016,1,0,0,NA,NA,"fl_psy"
"1491","Chilliwack",2018,8,0,0,NA,NA,"fl_psy"
"1492","Cultus",2011,1,0,0,NA,NA,"fl_psy"
"1493","Cultus",2012,1,0,0,NA,NA,"fl_psy"
"1494","Cultus",2013,2,1,0.5,10.97859885,5.489299425,"fl_psy"
"1495","Cultus",2014,2,0,0,NA,NA,"fl_psy"
"1496","Cultus",2018,1,1,1,25.62321403,25.62321403,"fl_psy"
"1497","Early Stuart",2009,2,0,0,NA,NA,"fl_psy"
"1498","Early Stuart",2010,4,0,0,NA,NA,"fl_psy"
"1499","Early Stuart",2011,25,0,0,NA,NA,"fl_psy"
"1500","Early Stuart",2012,1,0,0,NA,NA,"fl_psy"
"1501","Early Stuart",2013,1,0,0,NA,NA,"fl_psy"
"1502","Early Stuart",2014,8,0,0,NA,NA,"fl_psy"
"1503","Early Stuart",2015,18,0,0,NA,NA,"fl_psy"
"1504","Early Stuart",2016,1,0,0,NA,NA,"fl_psy"
"1505","Early Stuart",2017,1,0,0,NA,NA,"fl_psy"
"1506","Early Stuart",2018,2,0,0,NA,NA,"fl_psy"
"1507","Gates",2009,1,0,0,NA,NA,"fl_psy"
"1508","Gates",2010,1,0,0,NA,NA,"fl_psy"
"1509","Gates",2011,4,0,0,NA,NA,"fl_psy"
"1510","Gates",2012,1,0,0,NA,NA,"fl_psy"
"1511","Gates",2013,15,1,0.0666666666666667,1.748979475,0.116598631666667,"fl_psy"
"1512","Gates",2014,8,0,0,NA,NA,"fl_psy"
"1513","Gates",2015,5,0,0,NA,NA,"fl_psy"
"1514","Harrison-Lillooet",2013,2,0,0,NA,NA,"fl_psy"
"1515","Harrison-Lillooet",2014,1,0,0,NA,NA,"fl_psy"
"1516","Harrison-Widgeon",2009,1,0,0,NA,NA,"fl_psy"
"1517","Harrison-Widgeon",2010,56,1,0.0178571428571429,26.11542978,0.466346960357143,"fl_psy"
"1518","Harrison-Widgeon",2011,8,0,0,NA,NA,"fl_psy"
"1519","Harrison-Widgeon",2013,4,0,0,NA,NA,"fl_psy"
"1520","Harrison-Widgeon",2014,1,0,0,NA,NA,"fl_psy"
"1521","Harrison-Widgeon",2015,5,0,0,NA,NA,"fl_psy"
"1522","Late Shuswap",2008,16,5,0.3125,59.511948544,18.59748392,"fl_psy"
"1523","Late Shuswap",2009,15,0,0,NA,NA,"fl_psy"
"1524","Late Shuswap",2010,6,0,0,NA,NA,"fl_psy"
"1525","Late Shuswap",2011,19,0,0,NA,NA,"fl_psy"
"1526","Late Shuswap",2012,214,0,0,NA,NA,"fl_psy"
"1527","Late Shuswap",2013,29,0,0,NA,NA,"fl_psy"
"1528","Late Shuswap",2014,1,0,0,NA,NA,"fl_psy"
"1529","Late Shuswap",2015,93,4,0.043010752688172,16.03390030575,0.689630120677419,"fl_psy"
"1530","Late Shuswap",2016,76,5,0.0657894736842105,33.182574342,2.18306410144737,"fl_psy"
"1531","Late Stuart",2008,2,0,0,NA,NA,"fl_psy"
"1532","Late Stuart",2010,1,0,0,NA,NA,"fl_psy"
"1533","Late Stuart",2011,16,0,0,NA,NA,"fl_psy"
"1534","Late Stuart",2014,7,0,0,NA,NA,"fl_psy"
"1535","Late Stuart",2015,10,0,0,NA,NA,"fl_psy"
"1536","Late Stuart",2016,3,0,0,NA,NA,"fl_psy"
"1537","Nadina",2010,2,1,0.5,14.15032082,7.07516041,"fl_psy"
"1538","Nadina",2011,4,0,0,NA,NA,"fl_psy"
"1539","Nadina",2012,3,0,0,NA,NA,"fl_psy"
"1540","Nadina",2014,24,0,0,NA,NA,"fl_psy"
"1541","Nadina",2015,10,4,0.4,7.01875922,2.807503688,"fl_psy"
"1542","Nadina",2018,3,0,0,NA,NA,"fl_psy"
"1543","Nahatlatch",2010,2,0,0,NA,NA,"fl_psy"
"1544","Nahatlatch",2011,1,0,0,NA,NA,"fl_psy"
"1545","Nahatlatch",2013,5,1,0.2,59.699042,11.9398084,"fl_psy"
"1546","Nahatlatch",2015,6,0,0,NA,NA,"fl_psy"
"1547","North Thompson",2008,1,0,0,NA,NA,"fl_psy"
"1548","North Thompson",2009,1,0,0,NA,NA,"fl_psy"
"1549","North Thompson",2010,1,0,0,NA,NA,"fl_psy"
"1550","North Thompson",2011,5,0,0,NA,NA,"fl_psy"
"1551","North Thompson",2012,1,0,0,NA,NA,"fl_psy"
"1552","North Thompson",2013,33,0,0,NA,NA,"fl_psy"
"1553","North Thompson",2014,5,0,0,NA,NA,"fl_psy"
"1554","North Thompson",2015,11,0,0,NA,NA,"fl_psy"
"1555","Pitt",2010,6,0,0,NA,NA,"fl_psy"
"1556","Pitt",2011,1,0,0,NA,NA,"fl_psy"
"1557","Pitt",2012,1,0,0,NA,NA,"fl_psy"
"1558","Pitt",2013,45,0,0,NA,NA,"fl_psy"
"1559","Pitt",2014,13,0,0,NA,NA,"fl_psy"
"1560","Pitt",2015,32,0,0,NA,NA,"fl_psy"
"1561","Pitt",2018,1,0,0,NA,NA,"fl_psy"
"1562","Portage",2009,1,0,0,NA,NA,"fl_psy"
"1563","Portage",2015,1,0,0,NA,NA,"fl_psy"
"1564","Quesnel",2009,3,0,0,NA,NA,"fl_psy"
"1565","Quesnel",2010,8,1,0.125,18.60596991,2.32574623875,"fl_psy"
"1566","Quesnel",2011,20,0,0,NA,NA,"fl_psy"
"1567","Quesnel",2012,18,0,0,NA,NA,"fl_psy"
"1568","Quesnel",2013,38,1,0.0263157894736842,19.78439325,0.520641927631579,"fl_psy"
"1569","Quesnel",2015,158,3,0.0189873417721519,23.10242873,0.438653710063291,"fl_psy"
"1570","Quesnel",2016,32,0,0,NA,NA,"fl_psy"
"1571","Raft",2010,5,0,0,NA,NA,"fl_psy"
"1572","Raft",2012,1,0,0,NA,NA,"fl_psy"
"1573","Raft",2014,1,0,0,NA,NA,"fl_psy"
"1574","Raft",2018,1,0,0,NA,NA,"fl_psy"
"1575","Scotch",2009,8,0,0,NA,NA,"fl_psy"
"1576","Scotch",2010,2,0,0,NA,NA,"fl_psy"
"1577","Scotch",2012,32,0,0,NA,NA,"fl_psy"
"1578","Scotch",2013,5,0,0,NA,NA,"fl_psy"
"1579","Scotch",2014,2,0,0,NA,NA,"fl_psy"
"1580","Scotch",2015,8,0,0,NA,NA,"fl_psy"
"1581","Scotch",2016,12,0,0,NA,NA,"fl_psy"
"1582","Seymour",2008,3,0,0,NA,NA,"fl_psy"
"1583","Seymour",2009,5,0,0,NA,NA,"fl_psy"
"1584","Seymour",2010,1,0,0,NA,NA,"fl_psy"
"1585","Seymour",2011,7,0,0,NA,NA,"fl_psy"
"1586","Seymour",2012,25,0,0,NA,NA,"fl_psy"
"1587","Seymour",2013,37,0,0,NA,NA,"fl_psy"
"1588","Seymour",2015,42,0,0,NA,NA,"fl_psy"
"1589","Seymour",2016,3,0,0,NA,NA,"fl_psy"
"1590","Seymour",2017,2,0,0,NA,NA,"fl_psy"
"1591","South Coast",2009,1,0,0,NA,NA,"fl_psy"
"1592","South Coast",2011,2,0,0,NA,NA,"fl_psy"
"1593","South Coast",2013,8,0,0,NA,NA,"fl_psy"
"1594","South Coast",2014,2,0,0,NA,NA,"fl_psy"
"1595","South Coast",2018,2,0,0,NA,NA,"fl_psy"
"1596","Stellako",2010,2,0,0,NA,NA,"fl_psy"
"1597","Stellako",2011,6,0,0,NA,NA,"fl_psy"
"1598","Stellako",2012,3,0,0,NA,NA,"fl_psy"
"1599","Stellako",2013,32,0,0,NA,NA,"fl_psy"
"1600","Stellako",2014,14,0,0,NA,NA,"fl_psy"
"1601","Stellako",2015,12,0,0,NA,NA,"fl_psy"
"1602","Stellako",2018,2,0,0,NA,NA,"fl_psy"
"1603","US",2009,3,0,0,NA,NA,"fl_psy"
"1604","US",2010,12,1,0.0833333333333333,9.342135643,0.778511303583333,"fl_psy"
"1605","US",2011,8,0,0,NA,NA,"fl_psy"
"1606","US",2012,1,0,0,NA,NA,"fl_psy"
"1607","US",2013,6,1,0.166666666666667,31.80567378,5.30094563,"fl_psy"
"1608","US",2014,5,0,0,NA,NA,"fl_psy"
"1609","US",2015,2,0,0,NA,NA,"fl_psy"
"1610","US",2018,6,0,0,NA,NA,"fl_psy"
"1611","VI",2010,1,0,0,NA,NA,"fl_psy"
"1612","VI",2011,1,0,0,NA,NA,"fl_psy"
"1613","VI",2012,2,0,0,NA,NA,"fl_psy"
"1614","VI",2013,19,0,0,NA,NA,"fl_psy"
"1615","VI",2014,13,0,0,NA,NA,"fl_psy"
"1616","Weaver",2010,1,0,0,NA,NA,"fl_psy"
"1617","Weaver",2011,3,0,0,NA,NA,"fl_psy"
"1618","Weaver",2012,1,0,0,NA,NA,"fl_psy"
"1619","Weaver",2015,4,0,0,NA,NA,"fl_psy"
"1620","Weaver",2018,1,0,0,NA,NA,"fl_psy"
"1621","Birkenhead",2009,4,0,0,NA,NA,"ic_hof"
"1622","Birkenhead",2010,2,0,0,NA,NA,"ic_hof"
"1623","Birkenhead",2011,5,0,0,NA,NA,"ic_hof"
"1624","Birkenhead",2012,1,0,0,NA,NA,"ic_hof"
"1625","Birkenhead",2013,23,2,0.0869565217391304,1412.906165591,122.861405703565,"ic_hof"
"1626","Birkenhead",2014,4,3,0.75,12.7004624756667,9.52534685675,"ic_hof"
"1627","Birkenhead",2015,17,0,0,NA,NA,"ic_hof"
"1628","Birkenhead",2018,4,0,0,NA,NA,"ic_hof"
"1629","Bowron",2013,7,1,0.142857142857143,1.830500374,0.261500053428571,"ic_hof"
"1630","Bowron",2014,1,0,0,NA,NA,"ic_hof"
"1631","Central Coast",2009,1,0,0,NA,NA,"ic_hof"
"1632","Central Coast",2010,3,1,0.333333333333333,0.672764406,0.224254802,"ic_hof"
"1633","Central Coast",2011,2,0,0,NA,NA,"ic_hof"
"1634","Central Coast",2012,4,2,0.5,3.500249736,1.750124868,"ic_hof"
"1635","Central Coast",2013,9,4,0.444444444444444,7.8929231125,3.50796582777778,"ic_hof"
"1636","Central Coast",2014,2,0,0,NA,NA,"ic_hof"
"1637","Central Coast",2018,2,0,0,NA,NA,"ic_hof"
"1638","Chilko",2008,7,3,0.428571428571429,1.139285476,0.488265204,"ic_hof"
"1639","Chilko",2009,26,10,0.384615384615385,3.0764127257,1.18323566373077,"ic_hof"
"1640","Chilko",2010,62,7,0.112903225806452,19.7454300672857,2.22932274953226,"ic_hof"
"1641","Chilko",2011,74,1,0.0135135135135135,1.508610986,0.0203866349459459,"ic_hof"
"1642","Chilko",2012,31,3,0.0967741935483871,5.71248687233333,0.552821310225806,"ic_hof"
"1643","Chilko",2013,514,54,0.105058365758755,74.940853053037,7.87316355031907,"ic_hof"
"1644","Chilko",2014,51,7,0.137254901960784,10.3980845064286,1.4271880695098,"ic_hof"
"1645","Chilko",2015,72,1,0.0138888888888889,67.18437348,0.933116298333333,"ic_hof"
"1646","Chilko",2016,20,1,0.05,1.791649718,0.0895824859,"ic_hof"
"1647","Chilko",2017,12,0,0,NA,NA,"ic_hof"
"1648","Chilko",2018,12,3,0.25,9.18877112466667,2.29719278116667,"ic_hof"
"1649","Chilliwack",2010,13,2,0.153846153846154,4.3421514415,0.668023298692308,"ic_hof"
"1650","Chilliwack",2013,9,0,0,NA,NA,"ic_hof"
"1651","Chilliwack",2014,25,4,0.16,140.708027999,22.51328447984,"ic_hof"
"1652","Chilliwack",2016,1,0,0,NA,NA,"ic_hof"
"1653","Chilliwack",2018,8,0,0,NA,NA,"ic_hof"
"1654","Cultus",2011,1,0,0,NA,NA,"ic_hof"
"1655","Cultus",2012,1,0,0,NA,NA,"ic_hof"
"1656","Cultus",2013,2,1,0.5,28.6851669,14.34258345,"ic_hof"
"1657","Cultus",2014,2,0,0,NA,NA,"ic_hof"
"1658","Cultus",2018,1,0,0,NA,NA,"ic_hof"
"1659","Early Stuart",2009,2,1,0.5,13.66001313,6.830006565,"ic_hof"
"1660","Early Stuart",2010,4,1,0.25,1.792206163,0.44805154075,"ic_hof"
"1661","Early Stuart",2011,25,0,0,NA,NA,"ic_hof"
"1662","Early Stuart",2012,1,0,0,NA,NA,"ic_hof"
"1663","Early Stuart",2013,1,0,0,NA,NA,"ic_hof"
"1664","Early Stuart",2014,8,1,0.125,1.183959632,0.147994954,"ic_hof"
"1665","Early Stuart",2015,18,0,0,NA,NA,"ic_hof"
"1666","Early Stuart",2016,1,0,0,NA,NA,"ic_hof"
"1667","Early Stuart",2017,1,0,0,NA,NA,"ic_hof"
"1668","Early Stuart",2018,2,0,0,NA,NA,"ic_hof"
"1669","Gates",2009,1,0,0,NA,NA,"ic_hof"
"1670","Gates",2010,1,0,0,NA,NA,"ic_hof"
"1671","Gates",2011,4,0,0,NA,NA,"ic_hof"
"1672","Gates",2012,1,0,0,NA,NA,"ic_hof"
"1673","Gates",2013,15,3,0.2,0.446239684,0.0892479368,"ic_hof"
"1674","Gates",2014,8,2,0.25,7.5232823255,1.880820581375,"ic_hof"
"1675","Gates",2015,5,0,0,NA,NA,"ic_hof"
"1676","Harrison-Lillooet",2013,2,0,0,NA,NA,"ic_hof"
"1677","Harrison-Lillooet",2014,1,0,0,NA,NA,"ic_hof"
"1678","Harrison-Widgeon",2009,1,0,0,NA,NA,"ic_hof"
"1679","Harrison-Widgeon",2010,56,0,0,NA,NA,"ic_hof"
"1680","Harrison-Widgeon",2011,8,0,0,NA,NA,"ic_hof"
"1681","Harrison-Widgeon",2013,4,0,0,NA,NA,"ic_hof"
"1682","Harrison-Widgeon",2014,1,1,1,2.170126232,2.170126232,"ic_hof"
"1683","Harrison-Widgeon",2015,5,0,0,NA,NA,"ic_hof"
"1684","Late Shuswap",2008,16,8,0.5,34.044769834625,17.0223849173125,"ic_hof"
"1685","Late Shuswap",2009,15,4,0.266666666666667,90.213917406,24.0570446416,"ic_hof"
"1686","Late Shuswap",2010,6,0,0,NA,NA,"ic_hof"
"1687","Late Shuswap",2011,19,1,0.0526315789473684,276931.5756,14575.3460842105,"ic_hof"
"1688","Late Shuswap",2012,214,15,0.0700934579439252,64.6903430316,4.53436983866355,"ic_hof"
"1689","Late Shuswap",2013,29,6,0.206896551724138,1.90878060583333,0.394920125344828,"ic_hof"
"1690","Late Shuswap",2014,1,0,0,NA,NA,"ic_hof"
"1691","Late Shuswap",2015,93,2,0.021505376344086,0.8706245605,0.018723108827957,"ic_hof"
"1692","Late Shuswap",2016,76,10,0.131578947368421,438.0406799318,57.6369315699737,"ic_hof"
"1693","Late Stuart",2008,2,1,0.5,283082.8634,141541.4317,"ic_hof"
"1694","Late Stuart",2010,1,1,1,1.692258509,1.692258509,"ic_hof"
"1695","Late Stuart",2011,16,0,0,NA,NA,"ic_hof"
"1696","Late Stuart",2014,7,1,0.142857142857143,20.88018381,2.98288340142857,"ic_hof"
"1697","Late Stuart",2015,10,0,0,NA,NA,"ic_hof"
"1698","Late Stuart",2016,3,0,0,NA,NA,"ic_hof"
"1699","Nadina",2010,2,1,0.5,0.665841018,0.332920509,"ic_hof"
"1700","Nadina",2011,4,0,0,NA,NA,"ic_hof"
"1701","Nadina",2012,3,0,0,NA,NA,"ic_hof"
"1702","Nadina",2014,24,3,0.125,49.0313784053333,6.12892230066667,"ic_hof"
"1703","Nadina",2015,10,0,0,NA,NA,"ic_hof"
"1704","Nadina",2018,3,0,0,NA,NA,"ic_hof"
"1705","Nahatlatch",2010,2,0,0,NA,NA,"ic_hof"
"1706","Nahatlatch",2011,1,0,0,NA,NA,"ic_hof"
"1707","Nahatlatch",2013,5,0,0,NA,NA,"ic_hof"
"1708","Nahatlatch",2015,6,0,0,NA,NA,"ic_hof"
"1709","North Thompson",2008,1,0,0,NA,NA,"ic_hof"
"1710","North Thompson",2009,1,0,0,NA,NA,"ic_hof"
"1711","North Thompson",2010,1,0,0,NA,NA,"ic_hof"
"1712","North Thompson",2011,5,0,0,NA,NA,"ic_hof"
"1713","North Thompson",2012,1,0,0,NA,NA,"ic_hof"
"1714","North Thompson",2013,33,3,0.0909090909090909,0.590929316333333,0.0537208469393939,"ic_hof"
"1715","North Thompson",2014,5,0,0,NA,NA,"ic_hof"
"1716","North Thompson",2015,11,2,0.181818181818182,2.1700338265,0.394551604818182,"ic_hof"
"1717","Pitt",2010,6,1,0.166666666666667,3.514956585,0.5858260975,"ic_hof"
"1718","Pitt",2011,1,0,0,NA,NA,"ic_hof"
"1719","Pitt",2012,1,0,0,NA,NA,"ic_hof"
"1720","Pitt",2013,45,3,0.0666666666666667,381.199223184667,25.4132815456444,"ic_hof"
"1721","Pitt",2014,13,0,0,NA,NA,"ic_hof"
"1722","Pitt",2015,32,0,0,NA,NA,"ic_hof"
"1723","Pitt",2018,1,1,1,5.640912448,5.640912448,"ic_hof"
"1724","Portage",2009,1,0,0,NA,NA,"ic_hof"
"1725","Portage",2015,1,0,0,NA,NA,"ic_hof"
"1726","Quesnel",2009,3,1,0.333333333333333,2.320785704,0.773595234666667,"ic_hof"
"1727","Quesnel",2010,8,0,0,NA,NA,"ic_hof"
"1728","Quesnel",2011,19,0,0,NA,NA,"ic_hof"
"1729","Quesnel",2012,18,1,0.0555555555555556,2.033207616,0.112955978666667,"ic_hof"
"1730","Quesnel",2013,38,6,0.157894736842105,55444.6944301538,8754.42543634008,"ic_hof"
"1731","Quesnel",2015,158,2,0.0126582278481013,4.746256176,0.0600791921012658,"ic_hof"
"1732","Quesnel",2016,32,5,0.15625,2179660.30319783,340571.92237466,"ic_hof"
"1733","Raft",2010,5,1,0.2,0.36319626,0.072639252,"ic_hof"
"1734","Raft",2012,1,0,0,NA,NA,"ic_hof"
"1735","Raft",2014,1,0,0,NA,NA,"ic_hof"
"1736","Raft",2018,1,0,0,NA,NA,"ic_hof"
"1737","Scotch",2009,8,1,0.125,0.34209775,0.04276221875,"ic_hof"
"1738","Scotch",2010,2,1,0.5,2.443894319,1.2219471595,"ic_hof"
"1739","Scotch",2012,32,2,0.0625,439.886938955,27.4929336846875,"ic_hof"
"1740","Scotch",2013,5,0,0,NA,NA,"ic_hof"
"1741","Scotch",2014,2,0,0,NA,NA,"ic_hof"
"1742","Scotch",2015,8,0,0,NA,NA,"ic_hof"
"1743","Scotch",2016,12,1,0.0833333333333333,3.753492119,0.312791009916667,"ic_hof"
"1744","Seymour",2008,3,0,0,NA,NA,"ic_hof"
"1745","Seymour",2009,5,1,0.2,0.627072579,0.1254145158,"ic_hof"
"1746","Seymour",2010,1,0,0,NA,NA,"ic_hof"
"1747","Seymour",2011,7,0,0,NA,NA,"ic_hof"
"1748","Seymour",2012,25,1,0.04,6.691427834,0.26765711336,"ic_hof"
"1749","Seymour",2013,36,6,0.166666666666667,104.124856420333,17.3541427367222,"ic_hof"
"1750","Seymour",2015,42,1,0.0238095238095238,1.381453407,0.0328917477857143,"ic_hof"
"1751","Seymour",2016,3,1,0.333333333333333,2.44812099,0.81604033,"ic_hof"
"1752","Seymour",2017,2,0,0,NA,NA,"ic_hof"
"1753","South Coast",2009,1,1,1,0.493183554,0.493183554,"ic_hof"
"1754","South Coast",2011,2,0,0,NA,NA,"ic_hof"
"1755","South Coast",2013,8,2,0.25,1.6746630095,0.418665752375,"ic_hof"
"1756","South Coast",2014,2,0,0,NA,NA,"ic_hof"
"1757","South Coast",2018,2,0,0,NA,NA,"ic_hof"
"1758","Stellako",2010,2,1,0.5,2.520893039,1.2604465195,"ic_hof"
"1759","Stellako",2011,6,0,0,NA,NA,"ic_hof"
"1760","Stellako",2012,3,0,0,NA,NA,"ic_hof"
"1761","Stellako",2013,32,5,0.15625,3.9888256402,0.62325400628125,"ic_hof"
"1762","Stellako",2014,14,1,0.0714285714285714,1.192116986,0.0851512132857143,"ic_hof"
"1763","Stellako",2015,12,0,0,NA,NA,"ic_hof"
"1764","Stellako",2018,2,0,0,NA,NA,"ic_hof"
"1765","US",2009,3,0,0,NA,NA,"ic_hof"
"1766","US",2010,12,2,0.166666666666667,28.803790475,4.80063174583333,"ic_hof"
"1767","US",2011,8,0,0,NA,NA,"ic_hof"
"1768","US",2012,1,0,0,NA,NA,"ic_hof"
"1769","US",2013,6,0,0,NA,NA,"ic_hof"
"1770","US",2014,5,0,0,NA,NA,"ic_hof"
"1771","US",2015,2,0,0,NA,NA,"ic_hof"
"1772","US",2018,6,1,0.166666666666667,92.55592659,15.425987765,"ic_hof"
"1773","VI",2010,1,0,0,NA,NA,"ic_hof"
"1774","VI",2011,1,0,0,NA,NA,"ic_hof"
"1775","VI",2012,2,0,0,NA,NA,"ic_hof"
"1776","VI",2013,19,14,0.736842105263158,12659.5100048718,9328.06000358974,"ic_hof"
"1777","VI",2014,13,8,0.615384615384615,548.000218679375,337.230903802692,"ic_hof"
"1778","Weaver",2010,1,0,0,NA,NA,"ic_hof"
"1779","Weaver",2011,3,0,0,NA,NA,"ic_hof"
"1780","Weaver",2012,1,0,0,NA,NA,"ic_hof"
"1781","Weaver",2015,4,0,0,NA,NA,"ic_hof"
"1782","Weaver",2018,1,0,0,NA,NA,"ic_hof"
"1783","Birkenhead",2009,4,0,0,NA,NA,"ic_mul"
"1784","Birkenhead",2010,2,0,0,NA,NA,"ic_mul"
"1785","Birkenhead",2011,5,0,0,NA,NA,"ic_mul"
"1786","Birkenhead",2012,1,0,0,NA,NA,"ic_mul"
"1787","Birkenhead",2013,23,5,0.217391304347826,0.0262437204,0.00570515660869565,"ic_mul"
"1788","Birkenhead",2014,4,0,0,NA,NA,"ic_mul"
"1789","Birkenhead",2015,17,2,0.117647058823529,3.1296479905,0.368193881235294,"ic_mul"
"1790","Birkenhead",2018,4,0,0,NA,NA,"ic_mul"
"1791","Bowron",2013,7,1,0.142857142857143,0.214182694,0.0305975277142857,"ic_mul"
"1792","Bowron",2014,1,0,0,NA,NA,"ic_mul"
"1793","Central Coast",2009,1,0,0,NA,NA,"ic_mul"
"1794","Central Coast",2010,3,0,0,NA,NA,"ic_mul"
"1795","Central Coast",2011,2,0,0,NA,NA,"ic_mul"
"1796","Central Coast",2012,4,0,0,NA,NA,"ic_mul"
"1797","Central Coast",2013,9,0,0,NA,NA,"ic_mul"
"1798","Central Coast",2014,2,0,0,NA,NA,"ic_mul"
"1799","Central Coast",2018,2,0,0,NA,NA,"ic_mul"
"1800","Chilko",2008,7,0,0,NA,NA,"ic_mul"
"1801","Chilko",2009,26,5,0.192307692307692,0.0589587702,0.0113382250384615,"ic_mul"
"1802","Chilko",2010,62,1,0.0161290322580645,0.001399102,2.25661612903226e-05,"ic_mul"
"1803","Chilko",2011,74,1,0.0135135135135135,0.273664702,0.00369817164864865,"ic_mul"
"1804","Chilko",2012,31,0,0,NA,NA,"ic_mul"
"1805","Chilko",2013,514,31,0.0603112840466926,0.193276995774194,0.0116567837918288,"ic_mul"
"1806","Chilko",2014,51,1,0.0196078431372549,0.071902559,0.00140985409803922,"ic_mul"
"1807","Chilko",2015,72,2,0.0277777777777778,0.4849025505,0.0134695152916667,"ic_mul"
"1808","Chilko",2016,20,1,0.05,2.149030608,0.1074515304,"ic_mul"
"1809","Chilko",2017,0,0,NA,NA,NA,"ic_mul"
"1810","Chilko",2018,12,0,0,NA,NA,"ic_mul"
"1811","Chilliwack",2010,13,1,0.0769230769230769,1.889372583,0.145336352538462,"ic_mul"
"1812","Chilliwack",2013,9,0,0,NA,NA,"ic_mul"
"1813","Chilliwack",2014,25,0,0,NA,NA,"ic_mul"
"1814","Chilliwack",2016,1,0,0,NA,NA,"ic_mul"
"1815","Chilliwack",2018,8,0,0,NA,NA,"ic_mul"
"1816","Cultus",2011,1,0,0,NA,NA,"ic_mul"
"1817","Cultus",2012,1,0,0,NA,NA,"ic_mul"
"1818","Cultus",2013,2,0,0,NA,NA,"ic_mul"
"1819","Cultus",2014,2,0,0,NA,NA,"ic_mul"
"1820","Cultus",2018,1,0,0,NA,NA,"ic_mul"
"1821","Early Stuart",2009,2,0,0,NA,NA,"ic_mul"
"1822","Early Stuart",2010,4,0,0,NA,NA,"ic_mul"
"1823","Early Stuart",2011,25,0,0,NA,NA,"ic_mul"
"1824","Early Stuart",2012,1,0,0,NA,NA,"ic_mul"
"1825","Early Stuart",2013,1,0,0,NA,NA,"ic_mul"
"1826","Early Stuart",2014,8,0,0,NA,NA,"ic_mul"
"1827","Early Stuart",2015,18,4,0.222222222222222,1.09268071125,0.242817935833333,"ic_mul"
"1828","Early Stuart",2016,1,0,0,NA,NA,"ic_mul"
"1829","Early Stuart",2017,0,0,NA,NA,NA,"ic_mul"
"1830","Early Stuart",2018,2,0,0,NA,NA,"ic_mul"
"1831","Gates",2009,1,0,0,NA,NA,"ic_mul"
"1832","Gates",2010,1,0,0,NA,NA,"ic_mul"
"1833","Gates",2011,4,0,0,NA,NA,"ic_mul"
"1834","Gates",2012,1,0,0,NA,NA,"ic_mul"
"1835","Gates",2013,15,2,0.133333333333333,0.119069675,0.0158759566666667,"ic_mul"
"1836","Gates",2014,8,0,0,NA,NA,"ic_mul"
"1837","Gates",2015,5,1,0.2,0.395943053,0.0791886106,"ic_mul"
"1838","Harrison-Lillooet",2013,2,0,0,NA,NA,"ic_mul"
"1839","Harrison-Lillooet",2014,1,0,0,NA,NA,"ic_mul"
"1840","Harrison-Widgeon",2009,1,0,0,NA,NA,"ic_mul"
"1841","Harrison-Widgeon",2010,56,0,0,NA,NA,"ic_mul"
"1842","Harrison-Widgeon",2011,8,0,0,NA,NA,"ic_mul"
"1843","Harrison-Widgeon",2013,4,0,0,NA,NA,"ic_mul"
"1844","Harrison-Widgeon",2014,1,0,0,NA,NA,"ic_mul"
"1845","Harrison-Widgeon",2015,5,0,0,NA,NA,"ic_mul"
"1846","Late Shuswap",2008,16,2,0.125,7.3109025405,0.9138628175625,"ic_mul"
"1847","Late Shuswap",2009,15,1,0.0666666666666667,0.242093503,0.0161395668666667,"ic_mul"
"1848","Late Shuswap",2010,6,0,0,NA,NA,"ic_mul"
"1849","Late Shuswap",2011,19,0,0,NA,NA,"ic_mul"
"1850","Late Shuswap",2012,214,6,0.0280373831775701,42.1729305675,1.18241861404206,"ic_mul"
"1851","Late Shuswap",2013,29,6,0.206896551724138,0.620912518666667,0.128464659034483,"ic_mul"
"1852","Late Shuswap",2014,1,0,0,NA,NA,"ic_mul"
"1853","Late Shuswap",2015,93,8,0.0860215053763441,1.128678117625,0.0970905907634409,"ic_mul"
"1854","Late Shuswap",2016,76,0,0,NA,NA,"ic_mul"
"1855","Late Stuart",2008,2,1,0.5,6.75248595,3.376242975,"ic_mul"
"1856","Late Stuart",2010,1,1,1,0.313162929,0.313162929,"ic_mul"
"1857","Late Stuart",2011,16,0,0,NA,NA,"ic_mul"
"1858","Late Stuart",2014,7,0,0,NA,NA,"ic_mul"
"1859","Late Stuart",2015,10,3,0.3,0.644541467333333,0.1933624402,"ic_mul"
"1860","Late Stuart",2016,3,0,0,NA,NA,"ic_mul"
