"","V1","V2","V3"
"prev_std","1.0006686903928","arena1","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999299796158541","arena1","Rhat"
"b[prev_std Stock:Birkenhead]","1.00013978551096","arena1","Rhat"
"b[(Intercept) Stock:Chilko]","1.00009830078097","arena1","Rhat"
"b[prev_std Stock:Chilko]","1.00121505352844","arena1","Rhat"
"b[(Intercept) Stock:Gates]","1.00056628809141","arena1","Rhat"
"b[prev_std Stock:Gates]","1.00099193683482","arena1","Rhat"
"b[(Intercept) Stock:Nadina]","1.00000653165514","arena1","Rhat"
"b[prev_std Stock:Nadina]","0.999612394091007","arena1","Rhat"
"b[(Intercept) Stock:Pitt]","1.00010462536577","arena1","Rhat"
"b[prev_std Stock:Pitt]","1.00061953118856","arena1","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00020836041171","arena1","Rhat"
"b[prev_std Stock:Quesnel]","1.00055951185288","arena1","Rhat"
"b[(Intercept) Stock:Scotch]","1.00005609274505","arena1","Rhat"
"b[prev_std Stock:Scotch]","0.99948413055746","arena1","Rhat"
"b[(Intercept) Stock:Seymour]","1.00036188033529","arena1","Rhat"
"b[prev_std Stock:Seymour]","1.00029310631458","arena1","Rhat"
"b[(Intercept) Stock:Stellako]","0.999781552218337","arena1","Rhat"
"b[prev_std Stock:Stellako]","1.0015581852792","arena1","Rhat"
"b[(Intercept) Stock:Weaver]","0.999655745374286","arena1","Rhat"
"b[prev_std Stock:Weaver]","1.00041460422655","arena1","Rhat"
"b[(Intercept) Year:2009]","0.999419204658497","arena1","Rhat"
"b[(Intercept) Year:2010]","0.999664113340931","arena1","Rhat"
"b[(Intercept) Year:2011]","1.00122282516541","arena1","Rhat"
"b[(Intercept) Year:2013]","1.00037116936431","arena1","Rhat"
"b[(Intercept) Year:2014]","0.999860168895623","arena1","Rhat"
"b[(Intercept) Year:2015]","1.00188342627704","arena1","Rhat"
"b[(Intercept) Year:2016]","1.00149302152376","arena1","Rhat"
"b[(Intercept) Year:2017]","1.0022124245078","arena1","Rhat"
"b[(Intercept) Year:2018]","1.00585624592979","arena1","Rhat"
"sigma","1.00391553335406","arena1","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00055162469421","arena1","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","0.999653697569483","arena1","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00056704474891","arena1","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00493858409226","arena1","Rhat"
"mean_PPD","1.00041784618248","arena1","Rhat"
"log-posterior","1.00481684093136","arena1","Rhat"
"prev_std","0.999800319936869","arena2","Rhat"
"b[(Intercept) Year:2010]","1.00065876240187","arena2","Rhat"
"b[(Intercept) Year:2011]","0.999226014426403","arena2","Rhat"
"b[(Intercept) Year:2012]","0.999782109963581","arena2","Rhat"
"b[(Intercept) Year:2013]","0.999767648319209","arena2","Rhat"
"b[(Intercept) Year:2014]","0.999569151886206","arena2","Rhat"
"b[(Intercept) Year:2015]","1.00018864482311","arena2","Rhat"
"b[(Intercept) Year:2016]","1.00052459196978","arena2","Rhat"
"b[(Intercept) Year:2017]","0.999420020638836","arena2","Rhat"
"b[(Intercept) Year:2018]","1.00005931136432","arena2","Rhat"
"b[(Intercept) Stock:Chilko]","1.0001148155033","arena2","Rhat"
"b[prev_std Stock:Chilko]","1.00023143329571","arena2","Rhat"
"b[(Intercept) Stock:Nadina]","1.00062732487168","arena2","Rhat"
"b[prev_std Stock:Nadina]","0.999464925660989","arena2","Rhat"
"b[(Intercept) Stock:Pitt]","1.00078527581197","arena2","Rhat"
"b[prev_std Stock:Pitt]","0.99972399642543","arena2","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00052610245491","arena2","Rhat"
"b[prev_std Stock:Quesnel]","1.00026894062065","arena2","Rhat"
"b[(Intercept) Stock:Scotch]","0.999892620390299","arena2","Rhat"
"b[prev_std Stock:Scotch]","1.00077976190607","arena2","Rhat"
"b[(Intercept) Stock:Seymour]","1.00046422570713","arena2","Rhat"
"b[prev_std Stock:Seymour]","0.999479750694441","arena2","Rhat"
"b[(Intercept) Stock:Stellako]","1.00057129300281","arena2","Rhat"
"b[prev_std Stock:Stellako]","0.999805628161297","arena2","Rhat"
"sigma","1.00082768013074","arena2","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00023947303403","arena2","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00114185220293","arena2","Rhat"
"Sigma[Stock:prev_std,(Intercept)]","1.00047258995218","arena2","Rhat"
"Sigma[Stock:prev_std,prev_std]","1.00020804633137","arena2","Rhat"
"mean_PPD","1.00054970521107","arena2","Rhat"
"log-posterior","1.00191508517966","arena2","Rhat"
"prev_std","1.00417376515226","ascv","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999243030990656","ascv","Rhat"
"b[prev_std Stock:Birkenhead]","1.00026681974166","ascv","Rhat"
"b[(Intercept) Stock:Chilko]","1.00213094487244","ascv","Rhat"
"b[prev_std Stock:Chilko]","1.00399520963881","ascv","Rhat"
"b[(Intercept) Stock:Gates]","1.00075570327626","ascv","Rhat"
"b[prev_std Stock:Gates]","1.00028297975262","ascv","Rhat"
"b[(Intercept) Stock:Nadina]","0.999566924755591","ascv","Rhat"
"b[prev_std Stock:Nadina]","1.00235701862655","ascv","Rhat"
"b[(Intercept) Stock:Pitt]","0.999802889097686","ascv","Rhat"
"b[prev_std Stock:Pitt]","0.999418183524317","ascv","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00025242637848","ascv","Rhat"
