"","lower","25","mid","75","upper"
"arena2",-0.254799134909803,-0.0680417184201281,0.0266649074660678,0.12628921728363,0.310546952458758
"c_b_cys",-0.420630847002684,-0.289736205068215,-0.221524591069391,-0.156702446457728,-0.0274959574073167
"ce_sha",-0.310911109483719,-0.15207715161722,-0.0686419528288032,0.0223238631315653,0.221910960256172
"cr_sal",-0.253732092140216,-0.0224293995509228,0.0645807452334053,0.149808401312695,0.345279384217644
"de_sal",-0.294013255828202,-0.125490540835436,-0.051159693139316,0.0245122888525201,0.185354780391333
"fa_mar",-0.230242417896744,-0.0760580094916836,-0.00908217266148577,0.0618454992464303,0.219670540661971
"fl_psy",-0.33288969865942,-0.154509256991732,-0.0764269238247913,0.00113195556620987,0.157680357567857
"ic_hof",-0.344735901247552,-0.206840275981736,-0.135574731453065,-0.0643135034747599,0.0759291699263613
"ic_mul",-0.521889064499457,-0.277547485040569,-0.184480528932556,-0.100012464527212,0.0561618259142192
"ihnv",-0.47377447936015,-0.074266419735454,0.02606018608178,0.132632720986189,0.53268269648836
"ku_thy",-0.35593117006084,-0.0817490362702003,0.0013407779192885,0.074172275440304,0.227999446897214
"lo_sal",-0.381611332437381,-0.23782363428693,-0.164787770993445,-0.0945833731648318,0.0427313995397033
"my_arc",-0.289206723594651,-0.16464511032259,-0.0938868130707801,-0.0247611681443754,0.102268126480797
"pa_kab",-0.355753611279898,-0.187864058678269,-0.102848326345373,-0.0188543767598533,0.146623397155592
"pa_min",-0.318586180018585,-0.15984172754884,-0.0808848709740373,0.0034250173802942,0.16528626034908
"pa_pse",-0.117661501503117,0.0353070695861204,0.105951399734554,0.177351923533014,0.321042495120458
"pa_ther",-0.334894031498906,-0.192617068882418,-0.122045919773185,-0.0495243779658463,0.0909464162249537
"pspv",-0.51500521010728,-0.164571847903453,-0.0526557564643745,0.0443469427567709,0.311223188972689
"prv",-0.0626053056916265,0.0600944737596017,0.127132254436038,0.194282277086153,0.324980850778695
"rlo",-0.344526800366143,-0.174409563507708,-0.098990324865859,-0.0198385241211076,0.164870612896241
"sch",-0.205442329406018,-0.058001991442612,0.0178020755186092,0.097538701901439,0.240980668654492
"smallUK",-0.302612282605779,-0.0851813136069932,0.0186371758495171,0.142598452259643,0.651146395525038
"sp_des",-0.12392751161338,0.0250875408970121,0.0978359273775664,0.177179394672222,0.350605954537421
"te_bry",-0.309000559502293,-0.0591669537695442,0.0342145132559918,0.1265280814642,0.365623792071562
"te_mar",-0.385475686424987,-0.220271205743559,-0.131247831605124,-0.041137650760137,0.122984726228593
"ven",-0.328920868154094,-0.18837270811093,-0.115029431287364,-0.0404906061002557,0.113363304627591
