"","lower","25","mid","75","upper"
"arena2",-5.98835569963932,-3.59276004799455,-2.53304390582948,-1.51346495482411,0.865056574732344
"my_arc",-0.805859277763275,-0.0248838875756567,0.28570185948534,0.612887553162707,1.36357866337727
"IcD",-0.424776241349912,0.488502708049014,0.878306026637815,1.25798134060821,2.12093369288256
"sch",0.000514076677625006,0.367347243710283,0.512234958872008,0.648419504189118,0.970302059242603
"Qin",-0.649778464746409,0.0830101193806871,0.36899015310388,0.628470695176172,1.23146962950782
"de_sal",-4.866207110915,-3.36723645444897,-2.72326544850504,-2.01196448786403,-0.335420023141321
"c_b_cys",0.448909755929756,1.25041944923889,1.57027944836524,1.89152874549878,2.69389007462687
"pa_min",-0.918808554629966,0.0431895569203367,0.442057299612322,0.829925490102343,1.66438575198896
"lo_sal",-3.95077618053911,-1.44086263145908,-0.376891233307337,0.750044627590692,3.50547577120168
"sp_des",-4.98145429434095,-3.20615707569058,-2.38673283700194,-1.59316318555323,0.478015752314882
"rlo",-2.87311392520392,-1.43172438628876,-0.834655678869457,-0.24232515269463,1.13693355391004
"fl_psy",-1.09581430068134,-0.2991665866741,0.0720495582224302,0.427361896498869,1.17516243125909
"ce_sha",-5.59115324424287,-3.70283843067148,-2.94756320434661,-2.1757204190623,-0.174056467853528
"pa_pse",-0.437859710668841,0.0712188269111933,0.296268106052871,0.526234168990341,1.00917614685211
"rib",0.124839602023672,0.704827439584351,0.940899151097088,1.16205868554009,1.68006866894571
"te_bry",-1.15208388838202,-0.47299176655558,-0.122889369168857,0.227433442844672,0.983314187228275
"ic_hof",-0.541243875307398,0.0682451763145243,0.326134254585838,0.585522409278932,1.14863199116036
"pa_ther",-2.10905643420457,-0.619961301882879,0.0172361783483829,0.704844761319791,2.40295559933414
"richness",-0.191551347722504,0.359588774104508,0.610908417396382,0.862287024909057,1.41350933584273
"ic_mul",-1.01085713327225,-0.166349307296206,0.19277187724339,0.551343647386832,1.34790286808091
"pspv",-0.158638775710079,0.480111842178833,0.749513194753481,1.02050281139821,1.69038721062011
