"","N","perc.run","posdet","prev","mean.load"
"ae_hyd",1213,0.409106239460371,0,0,NaN
"ae_sal",1665,0.561551433389545,0,0,NaN
"arena1",495,0.166947723440135,2,0.00404040404040404,1.148581859
"arena2",870,0.293423271500843,367,0.42183908045977,236242.161320355
"ascv",491,0.165598650927487,2,0.00407331975560081,0.386433453
"aspv",151,0.0509274873524452,0,0,NaN
"Bafini_b",0,0,0,NaN,NaN
"c_b_cys",1651,0.556829679595278,1496,0.906117504542701,31383.484858122
"ce_sha",1678,0.565935919055649,79,0.0470798569725864,1056.45538705251
"Circo.virus",751,0.253288364249578,15,0.0199733688415446,28.4091457723333
"cov",490,0.165261382799325,0,0,NaN
"cr_sal",1665,0.561551433389545,2,0.0012012012012012,2.974978477
"ctv",489,0.164924114671164,1,0.00204498977505112,0.002629335
"de_sal",1653,0.557504215851602,16,0.00967937084089534,72920.1761173848
"fa_mar",1678,0.565935919055649,30,0.0178784266984505,387.750280709067
"fl_psy",1679,0.566273187183811,22,0.0131030375223347,11.6201925152273
"gy_sal",1213,0.409106239460371,0,0,NaN
"Hantavirus",0,0,0,NaN,NaN
"ic_hof",1677,0.565598650927487,148,0.088252832438879,75953.5107031209
"ic_mul",1664,0.561214165261383,82,0.0492788461538462,0.378027949609756
"IcD",751,0.253288364249578,624,0.830892143808256,6894904.6723026
"ihnv",1678,0.565935919055649,8,0.00476758045292014,19964.355314463
"ipnv",1213,0.409106239460371,0,0,NaN
"isav7",1213,0.409106239460371,1,0.000824402308326463,6.853729824
"isav8",1213,0.409106239460371,0,0,NaN
"ku_thy",1679,0.566273187183811,18,0.0107206670637284,2.97246803538889
"lo_sal",1675,0.564924114671164,127,0.0758208955223881,170.348217629795
"mitov",479,0.161551433389545,0,0,NaN
"mo_vis",1066,0.359527824620573,4,0.00375234521575985,265.87052006675
"my_arc",1679,0.566273187183811,1214,0.723049434187016,434902.007130231
"my_cer",151,0.0509274873524452,0,0,NaN
"my_ins",1653,0.557504215851602,0,0,NaN
"na_sal",1678,0.565935919055649,1,0.000595947556615018,0.06758749
"ne_per",1597,0.538617200674536,0,0,NaN
"Nido2_a",0,0,0,NaN,NaN
"nu_sal",539,0.181787521079258,5,0.00927643784786642,0.3188454578
"omv",1213,0.409106239460371,0,0,NaN
"ortho",473,0.159527824620573,0,0,NaN
"pa_kab",1678,0.565935919055649,425,0.253277711561383,869.520032376169
"pa_min",1678,0.565935919055649,915,0.545292014302741,1037228.88494883
"pa_pse",1678,0.565935919055649,184,0.109654350417163,1090.54054420402
"pa_ther",1678,0.565935919055649,1326,0.790226460071514,1063.73029560968
"pch_sal",1680,0.566610455311973,1,0.000595238095238095,16857.91172
"Picorna2_virus",751,0.253288364249578,1,0.00133155792276964,0.661934
"pisck_sal",1677,0.565598650927487,1,0.000596302921884317,0.055333208
"pmcv",1213,0.409106239460371,0,0,NaN
"prv",1652,0.55716694772344,11,0.00665859564164649,0.553365483636364
"pspv",1676,0.565261382799325,1035,0.617541766109785,6684.48068357831
"Qin",751,0.253288364249578,45,0.0599201065246338,203.771399279111
"re_sal",1679,0.566273187183811,4,0.00238237045860631,0.99461576
"reov",483,0.162900505902192,0,0,NaN
"Rhabdo3_virus",751,0.253288364249578,5,0.0066577896138482,91.0669436958
"rlo",1678,0.565935919055649,24,0.0143027413587604,71.337412946625
"Salmovirus",0,0,0,NaN,NaN
"sav",1213,0.409106239460371,0,0,NaN
"sch",1679,0.566273187183811,336,0.20011911852293,26.7701623445417
"SGPV",413,0.13929173693086,0,0,NaN
"smallUK",494,0.166610455311973,3,0.00607287449392713,1.38571217633333
"sp_des",1664,0.561214165261383,27,0.0162259615384615,506.752664652
"sp_sal",1213,0.409106239460371,0,0,NaN
"te_bry",1679,0.566273187183811,22,0.0131030375223347,673.443409353182
"te_mar",1532,0.516694772344014,33,0.0215404699738903,478.454471002303
"toti",478,0.161214165261383,1,0.00209205020920502,0.681975941
"ven",1677,0.565598650927487,352,0.20989862850328,6.83154069964489
"ver",1664,0.561214165261383,0,0,NaN
